id,name,organization:party,organization:affiliation,organization:list,
2010-561479-1-903-1,Beránek Petr Ing.,nk_party,bezpp_affiliation,903_list,
2010-561479-1-901-1,Čeřovský Ivo Mgr.,nk_party,bezpp_affiliation,901_list,
2010-561479-1-903-2,Dostál Josef Ing.,nk_party,bezpp_affiliation,903_list,
2010-561479-1-721-1,Hanzlíček Jaroslav,top-09_party,bezpp_affiliation,721_list,
2010-561479-1-903-4,Herclík Jan,nk_party,bezpp_affiliation,903_list,
2010-561479-1-47-1,Hokr Miroslav Ing.,kscm_party,kscm_affiliation,47_list,
2010-561479-1-901-2,Jakobi Šárka Mgr.,nk_party,bezpp_affiliation,901_list,
2010-561479-1-53-2,Jirák Jiří,ods_party,ods_affiliation,53_list,
2010-561479-1-47-3,Kořínek Petr,kscm_party,bezpp_affiliation,47_list,
2010-561479-1-903-3,Krafková Ita Mgr.,nk_party,bezpp_affiliation,903_list,
2010-561479-1-901-4,Neckař Pavel,nk_party,bezpp_affiliation,901_list,
2010-561479-1-901-3,Novotný Miroslav Mgr.,nk_party,bezpp_affiliation,901_list,
2010-561479-1-53-12,Říha Marek,ods_party,bezpp_affiliation,53_list,
2010-561479-1-7-2,Schindler Radomír,cssd_party,cssd_affiliation,7_list,
2010-561479-1-53-3,Skopová Jarmila PharmDr.,ods_party,sz_affiliation,53_list,
2010-561479-1-7-4,Stejskal Darek,cssd_party,cssd_affiliation,7_list,
2010-561479-1-47-2,Studničná Marta,kscm_party,kscm_affiliation,47_list,
2010-561479-1-901-6,Sýkorová Ludmila PhDr.,nk_party,bezpp_affiliation,901_list,
2010-561479-1-53-1,Švehla Jaroslav JUDr.,ods_party,ods_affiliation,53_list,
2010-561479-1-7-3,Vojtěch Dalibor Doc. Dr. Ing.,cssd_party,cssd_affiliation,7_list,
2010-561479-1-7-1,Vojtěch Michal,cssd_party,cssd_affiliation,7_list,
