vote_event_id,voter_id,option,group_id,
1001,2010-561479-1-903-1,yes,nk_party,
1001,2010-561479-1-901-1,yes,nk_party,
1001,2010-561479-1-903-2,yes,nk_party,
1001,2010-561479-1-721-1,yes,top-09_party,
1001,2010-561479-1-903-4,yes,nk_party,
1001,2010-561479-1-47-1,yes,kscm_party,
1001,2010-561479-1-901-2,yes,nk_party,
1001,2010-561479-1-53-2,yes,ods_party,
1001,2010-561479-1-47-3,yes,kscm_party,
1001,2010-561479-1-903-3,yes,nk_party,
1001,2010-561479-1-901-4,yes,nk_party,
1001,2010-561479-1-901-3,yes,nk_party,
1001,2010-561479-1-53-12,yes,ods_party,
1001,2010-561479-1-7-2,yes,cssd_party,
1001,2010-561479-1-53-3,yes,ods_party,
1001,2010-561479-1-7-4,yes,cssd_party,
1001,2010-561479-1-47-2,yes,kscm_party,
1001,2010-561479-1-901-6,yes,nk_party,
1001,2010-561479-1-53-1,yes,ods_party,
1001,2010-561479-1-7-3,yes,cssd_party,
1001,2010-561479-1-7-1,yes,cssd_party,
1002,2010-561479-1-903-1,yes,nk_party,
1002,2010-561479-1-901-1,yes,nk_party,
1002,2010-561479-1-903-2,yes,nk_party,
1002,2010-561479-1-721-1,yes,top-09_party,
1002,2010-561479-1-903-4,yes,nk_party,
1002,2010-561479-1-47-1,yes,kscm_party,
1002,2010-561479-1-901-2,yes,nk_party,
1002,2010-561479-1-53-2,yes,ods_party,
1002,2010-561479-1-47-3,yes,kscm_party,
1002,2010-561479-1-903-3,yes,nk_party,
1002,2010-561479-1-901-4,yes,nk_party,
1002,2010-561479-1-901-3,yes,nk_party,
1002,2010-561479-1-53-12,yes,ods_party,
1002,2010-561479-1-7-2,yes,cssd_party,
1002,2010-561479-1-53-3,yes,ods_party,
1002,2010-561479-1-7-4,yes,cssd_party,
1002,2010-561479-1-47-2,yes,kscm_party,
1002,2010-561479-1-901-6,yes,nk_party,
1002,2010-561479-1-53-1,yes,ods_party,
1002,2010-561479-1-7-3,yes,cssd_party,
1002,2010-561479-1-7-1,yes,cssd_party,
1003,2010-561479-1-903-1,yes,nk_party,
1003,2010-561479-1-901-1,yes,nk_party,
1003,2010-561479-1-903-2,yes,nk_party,
1003,2010-561479-1-721-1,yes,top-09_party,
1003,2010-561479-1-903-4,yes,nk_party,
1003,2010-561479-1-47-1,yes,kscm_party,
1003,2010-561479-1-901-2,yes,nk_party,
1003,2010-561479-1-53-2,yes,ods_party,
1003,2010-561479-1-47-3,yes,kscm_party,
1003,2010-561479-1-903-3,yes,nk_party,
1003,2010-561479-1-901-4,yes,nk_party,
1003,2010-561479-1-901-3,yes,nk_party,
1003,2010-561479-1-53-12,yes,ods_party,
1003,2010-561479-1-7-2,yes,cssd_party,
1003,2010-561479-1-53-3,yes,ods_party,
1003,2010-561479-1-7-4,yes,cssd_party,
1003,2010-561479-1-47-2,yes,kscm_party,
1003,2010-561479-1-901-6,yes,nk_party,
1003,2010-561479-1-53-1,yes,ods_party,
1003,2010-561479-1-7-3,yes,cssd_party,
1003,2010-561479-1-7-1,yes,cssd_party,
1004,2010-561479-1-903-1,abstain,nk_party,
1004,2010-561479-1-901-1,yes,nk_party,
1004,2010-561479-1-903-2,yes,nk_party,
1004,2010-561479-1-721-1,abstain,top-09_party,
1004,2010-561479-1-903-4,yes,nk_party,
1004,2010-561479-1-47-1,yes,kscm_party,
1004,2010-561479-1-901-2,yes,nk_party,
1004,2010-561479-1-53-2,yes,ods_party,
1004,2010-561479-1-47-3,no,kscm_party,
1004,2010-561479-1-903-3,yes,nk_party,
1004,2010-561479-1-901-4,yes,nk_party,
1004,2010-561479-1-901-3,abstain,nk_party,
1004,2010-561479-1-53-12,abstain,ods_party,
1004,2010-561479-1-7-2,yes,cssd_party,
1004,2010-561479-1-53-3,yes,ods_party,
1004,2010-561479-1-7-4,abstain,cssd_party,
1004,2010-561479-1-47-2,abstain,kscm_party,
1004,2010-561479-1-901-6,yes,nk_party,
1004,2010-561479-1-53-1,no,ods_party,
1004,2010-561479-1-7-3,abstain,cssd_party,
1004,2010-561479-1-7-1,yes,cssd_party,
1005,2010-561479-1-903-1,yes,nk_party,
1005,2010-561479-1-901-1,yes,nk_party,
1005,2010-561479-1-903-2,yes,nk_party,
1005,2010-561479-1-721-1,yes,top-09_party,
1005,2010-561479-1-903-4,yes,nk_party,
1005,2010-561479-1-47-1,yes,kscm_party,
1005,2010-561479-1-901-2,yes,nk_party,
1005,2010-561479-1-53-2,yes,ods_party,
1005,2010-561479-1-47-3,yes,kscm_party,
1005,2010-561479-1-903-3,yes,nk_party,
1005,2010-561479-1-901-4,yes,nk_party,
1005,2010-561479-1-901-3,yes,nk_party,
1005,2010-561479-1-53-12,yes,ods_party,
1005,2010-561479-1-7-2,yes,cssd_party,
1005,2010-561479-1-53-3,yes,ods_party,
1005,2010-561479-1-7-4,yes,cssd_party,
1005,2010-561479-1-47-2,yes,kscm_party,
1005,2010-561479-1-901-6,yes,nk_party,
1005,2010-561479-1-53-1,yes,ods_party,
1005,2010-561479-1-7-3,yes,cssd_party,
1005,2010-561479-1-7-1,yes,cssd_party,
1006,2010-561479-1-903-1,yes,nk_party,
1006,2010-561479-1-901-1,yes,nk_party,
1006,2010-561479-1-903-2,yes,nk_party,
1006,2010-561479-1-721-1,yes,top-09_party,
1006,2010-561479-1-903-4,yes,nk_party,
1006,2010-561479-1-47-1,yes,kscm_party,
1006,2010-561479-1-901-2,yes,nk_party,
1006,2010-561479-1-53-2,yes,ods_party,
1006,2010-561479-1-47-3,yes,kscm_party,
1006,2010-561479-1-903-3,yes,nk_party,
1006,2010-561479-1-901-4,yes,nk_party,
1006,2010-561479-1-901-3,yes,nk_party,
1006,2010-561479-1-53-12,yes,ods_party,
1006,2010-561479-1-7-2,yes,cssd_party,
1006,2010-561479-1-53-3,yes,ods_party,
1006,2010-561479-1-7-4,yes,cssd_party,
1006,2010-561479-1-47-2,yes,kscm_party,
1006,2010-561479-1-901-6,yes,nk_party,
1006,2010-561479-1-53-1,yes,ods_party,
1006,2010-561479-1-7-3,yes,cssd_party,
1006,2010-561479-1-7-1,yes,cssd_party,
1007,2010-561479-1-903-1,yes,nk_party,
1007,2010-561479-1-901-1,yes,nk_party,
