vote_event_id,voter_id,option,group_id,
1001,2014-535028-1-47-3,yes,kscm_party,
1001,2014-535028-1-53-4,yes,ods_party,
1001,2014-535028-1-901-1,yes,nk_party,
1001,2014-535028-1-901-4,yes,nk_party,
1001,2014-535028-1-47-8,yes,kscm_party,
1001,2014-535028-1-47-5,yes,kscm_party,
1001,2014-535028-1-901-7,yes,nk_party,
1001,2014-535028-1-53-2,yes,ods_party,
1001,2014-535028-1-53-11,yes,ods_party,
1001,2014-535028-1-53-7,yes,ods_party,
1001,2014-535028-1-901-3,yes,nk_party,
1001,2014-535028-1-53-1,yes,ods_party,
1001,2014-535028-1-47-6,yes,kscm_party,
1001,2014-535028-1-901-11,yes,nk_party,
1001,2014-535028-1-901-2,yes,nk_party,
1002,2014-535028-1-47-3,yes,kscm_party,
1002,2014-535028-1-53-4,yes,ods_party,
1002,2014-535028-1-901-1,yes,nk_party,
1002,2014-535028-1-901-4,yes,nk_party,
1002,2014-535028-1-47-8,yes,kscm_party,
1002,2014-535028-1-47-5,yes,kscm_party,
1002,2014-535028-1-901-7,yes,nk_party,
1002,2014-535028-1-53-2,yes,ods_party,
1002,2014-535028-1-53-11,yes,ods_party,
1002,2014-535028-1-53-7,yes,ods_party,
1002,2014-535028-1-901-3,yes,nk_party,
1002,2014-535028-1-53-1,yes,ods_party,
1002,2014-535028-1-47-6,yes,kscm_party,
1002,2014-535028-1-901-11,yes,nk_party,
1002,2014-535028-1-901-2,yes,nk_party,
1003,2014-535028-1-47-3,yes,kscm_party,
1003,2014-535028-1-53-4,yes,ods_party,
1003,2014-535028-1-901-1,yes,nk_party,
1003,2014-535028-1-901-4,yes,nk_party,
1003,2014-535028-1-47-8,yes,kscm_party,
1003,2014-535028-1-47-5,yes,kscm_party,
1003,2014-535028-1-901-7,yes,nk_party,
1003,2014-535028-1-53-2,yes,ods_party,
1003,2014-535028-1-53-11,yes,ods_party,
1003,2014-535028-1-53-7,yes,ods_party,
1003,2014-535028-1-901-3,yes,nk_party,
1003,2014-535028-1-53-1,yes,ods_party,
1003,2014-535028-1-47-6,yes,kscm_party,
1003,2014-535028-1-901-11,yes,nk_party,
1003,2014-535028-1-901-2,yes,nk_party,
1004,2014-535028-1-47-3,yes,kscm_party,
1004,2014-535028-1-53-4,yes,ods_party,
1004,2014-535028-1-901-1,yes,nk_party,
1004,2014-535028-1-901-4,yes,nk_party,
1004,2014-535028-1-47-8,yes,kscm_party,
1004,2014-535028-1-47-5,yes,kscm_party,
1004,2014-535028-1-901-7,yes,nk_party,
1004,2014-535028-1-53-2,yes,ods_party,
1004,2014-535028-1-53-11,yes,ods_party,
1004,2014-535028-1-53-7,yes,ods_party,
1004,2014-535028-1-901-3,yes,nk_party,
1004,2014-535028-1-53-1,yes,ods_party,
1004,2014-535028-1-47-6,yes,kscm_party,
1004,2014-535028-1-901-11,yes,nk_party,
1004,2014-535028-1-901-2,yes,nk_party,
1005,2014-535028-1-47-3,yes,kscm_party,
1005,2014-535028-1-53-4,yes,ods_party,
1005,2014-535028-1-901-1,yes,nk_party,
1005,2014-535028-1-901-4,yes,nk_party,
1005,2014-535028-1-47-8,yes,kscm_party,
1005,2014-535028-1-47-5,yes,kscm_party,
1005,2014-535028-1-901-7,yes,nk_party,
1005,2014-535028-1-53-2,yes,ods_party,
1005,2014-535028-1-53-11,yes,ods_party,
1005,2014-535028-1-53-7,yes,ods_party,
1005,2014-535028-1-901-3,yes,nk_party,
1005,2014-535028-1-53-1,yes,ods_party,
1005,2014-535028-1-47-6,yes,kscm_party,
1005,2014-535028-1-901-11,yes,nk_party,
1005,2014-535028-1-901-2,yes,nk_party,
1006,2014-535028-1-47-3,abstain,kscm_party,
1006,2014-535028-1-53-4,yes,ods_party,
1006,2014-535028-1-901-1,yes,nk_party,
1006,2014-535028-1-901-4,yes,nk_party,
1006,2014-535028-1-47-8,abstain,kscm_party,
1006,2014-535028-1-47-5,abstain,kscm_party,
1006,2014-535028-1-901-7,yes,nk_party,
1006,2014-535028-1-53-2,yes,ods_party,
1006,2014-535028-1-53-11,yes,ods_party,
1006,2014-535028-1-53-7,yes,ods_party,
1006,2014-535028-1-901-3,yes,nk_party,
1006,2014-535028-1-53-1,abstain,ods_party,
1006,2014-535028-1-47-6,abstain,kscm_party,
1006,2014-535028-1-901-11,yes,nk_party,
1006,2014-535028-1-901-2,yes,nk_party,
1007,2014-535028-1-47-3,abstain,kscm_party,
1007,2014-535028-1-53-4,yes,ods_party,
1007,2014-535028-1-901-1,yes,nk_party,
1007,2014-535028-1-901-4,yes,nk_party,
1007,2014-535028-1-47-8,abstain,kscm_party,
1007,2014-535028-1-47-5,abstain,kscm_party,
1007,2014-535028-1-901-7,yes,nk_party,
1007,2014-535028-1-53-2,yes,ods_party,
1007,2014-535028-1-53-11,yes,ods_party,
1007,2014-535028-1-53-7,yes,ods_party,
1007,2014-535028-1-901-3,yes,nk_party,
1007,2014-535028-1-53-1,yes,ods_party,
1007,2014-535028-1-47-6,abstain,kscm_party,
1007,2014-535028-1-901-11,yes,nk_party,
1007,2014-535028-1-901-2,yes,nk_party,
1008,2014-535028-1-47-3,yes,kscm_party,
1008,2014-535028-1-53-4,yes,ods_party,
1008,2014-535028-1-901-1,yes,nk_party,
1008,2014-535028-1-901-4,yes,nk_party,
1008,2014-535028-1-47-8,yes,kscm_party,
1008,2014-535028-1-47-5,yes,kscm_party,
1008,2014-535028-1-901-7,yes,nk_party,
1008,2014-535028-1-53-2,yes,ods_party,
1008,2014-535028-1-53-11,yes,ods_party,
1008,2014-535028-1-53-7,yes,ods_party,
1008,2014-535028-1-901-3,yes,nk_party,
1008,2014-535028-1-53-1,yes,ods_party,
1008,2014-535028-1-47-6,yes,kscm_party,
1008,2014-535028-1-901-11,yes,nk_party,
1008,2014-535028-1-901-2,yes,nk_party,
1009,2014-535028-1-47-3,yes,kscm_party,
1009,2014-535028-1-53-4,no,ods_party,
1009,2014-535028-1-901-1,no,nk_party,
1009,2014-535028-1-901-4,no,nk_party,
1009,2014-535028-1-47-8,yes,kscm_party,
1009,2014-535028-1-47-5,yes,kscm_party,
1009,2014-535028-1-901-7,no,nk_party,
1009,2014-535028-1-53-2,no,ods_party,
1009,2014-535028-1-53-11,no,ods_party,
1009,2014-535028-1-53-7,no,ods_party,
1009,2014-535028-1-901-3,no,nk_party,
1009,2014-535028-1-53-1,no,ods_party,
1009,2014-535028-1-47-6,yes,kscm_party,
1009,2014-535028-1-901-11,no,nk_party,
1009,2014-535028-1-901-2,no,nk_party,
1010,2014-535028-1-47-3,no,kscm_party,
1010,2014-535028-1-53-4,yes,ods_party,
1010,2014-535028-1-901-1,yes,nk_party,
1010,2014-535028-1-901-4,yes,nk_party,
1010,2014-535028-1-47-8,no,kscm_party,
1010,2014-535028-1-47-5,no,kscm_party,
1010,2014-535028-1-901-7,yes,nk_party,
1010,2014-535028-1-53-2,yes,ods_party,
1010,2014-535028-1-53-11,yes,ods_party,
1010,2014-535028-1-53-7,yes,ods_party,
1010,2014-535028-1-901-3,yes,nk_party,
1010,2014-535028-1-53-1,yes,ods_party,
1010,2014-535028-1-47-6,no,kscm_party,
1010,2014-535028-1-901-11,yes,nk_party,
1010,2014-535028-1-901-2,yes,nk_party,
1011,2014-535028-1-47-3,no,kscm_party,
1011,2014-535028-1-53-4,abstain,ods_party,
1011,2014-535028-1-901-1,yes,nk_party,
1011,2014-535028-1-901-4,yes,nk_party,
1011,2014-535028-1-47-8,no,kscm_party,
1011,2014-535028-1-47-5,no,kscm_party,
1011,2014-535028-1-901-7,yes,nk_party,
1011,2014-535028-1-53-2,yes,ods_party,
1011,2014-535028-1-53-11,yes,ods_party,
1011,2014-535028-1-53-7,yes,ods_party,
1011,2014-535028-1-901-3,yes,nk_party,
1011,2014-535028-1-53-1,yes,ods_party,
1011,2014-535028-1-47-6,no,kscm_party,
1011,2014-535028-1-901-11,yes,nk_party,
1011,2014-535028-1-901-2,yes,nk_party,
1012,2014-535028-1-47-3,no,kscm_party,
1012,2014-535028-1-53-4,yes,ods_party,
1012,2014-535028-1-901-1,abstain,nk_party,
1012,2014-535028-1-901-4,yes,nk_party,
1012,2014-535028-1-47-8,no,kscm_party,
1012,2014-535028-1-47-5,no,kscm_party,
1012,2014-535028-1-901-7,yes,nk_party,
1012,2014-535028-1-53-2,yes,ods_party,
1012,2014-535028-1-53-11,yes,ods_party,
1012,2014-535028-1-53-7,yes,ods_party,
1012,2014-535028-1-901-3,yes,nk_party,
1012,2014-535028-1-53-1,yes,ods_party,
1012,2014-535028-1-47-6,no,kscm_party,
1012,2014-535028-1-901-11,yes,nk_party,
1012,2014-535028-1-901-2,yes,nk_party,
1013,2014-535028-1-47-3,yes,kscm_party,
1013,2014-535028-1-53-4,yes,ods_party,
1013,2014-535028-1-901-1,yes,nk_party,
1013,2014-535028-1-901-4,yes,nk_party,
1013,2014-535028-1-47-8,yes,kscm_party,
1013,2014-535028-1-47-5,yes,kscm_party,
1013,2014-535028-1-901-7,yes,nk_party,
1013,2014-535028-1-53-2,yes,ods_party,
1013,2014-535028-1-53-11,yes,ods_party,
1013,2014-535028-1-53-7,yes,ods_party,
1013,2014-535028-1-901-3,yes,nk_party,
1013,2014-535028-1-53-1,yes,ods_party,
1013,2014-535028-1-47-6,yes,kscm_party,
1013,2014-535028-1-901-11,yes,nk_party,
1013,2014-535028-1-901-2,yes,nk_party,
1014,2014-535028-1-47-3,abstain,kscm_party,
1014,2014-535028-1-53-4,abstain,ods_party,
1014,2014-535028-1-901-1,yes,nk_party,
1014,2014-535028-1-901-4,yes,nk_party,
1014,2014-535028-1-47-8,abstain,kscm_party,
1014,2014-535028-1-47-5,abstain,kscm_party,
1014,2014-535028-1-901-7,yes,nk_party,
1014,2014-535028-1-53-2,yes,ods_party,
1014,2014-535028-1-53-11,yes,ods_party,
1014,2014-535028-1-53-7,yes,ods_party,
1014,2014-535028-1-901-3,yes,nk_party,
1014,2014-535028-1-53-1,yes,ods_party,
1014,2014-535028-1-47-6,abstain,kscm_party,
1014,2014-535028-1-901-11,yes,nk_party,
1014,2014-535028-1-901-2,yes,nk_party,
1015,2014-535028-1-47-3,yes,kscm_party,
1015,2014-535028-1-53-4,no,ods_party,
1015,2014-535028-1-901-1,no,nk_party,
1015,2014-535028-1-901-4,no,nk_party,
1015,2014-535028-1-47-8,yes,kscm_party,
1015,2014-535028-1-47-5,yes,kscm_party,
1015,2014-535028-1-901-7,no,nk_party,
1015,2014-535028-1-53-2,no,ods_party,
1015,2014-535028-1-53-11,no,ods_party,
1015,2014-535028-1-53-7,no,ods_party,
1015,2014-535028-1-901-3,no,nk_party,
1015,2014-535028-1-53-1,no,ods_party,
1015,2014-535028-1-47-6,yes,kscm_party,
1015,2014-535028-1-901-11,no,nk_party,
1015,2014-535028-1-901-2,no,nk_party,
1016,2014-535028-1-47-3,abstain,kscm_party,
1016,2014-535028-1-53-4,yes,ods_party,
1016,2014-535028-1-901-1,abstain,nk_party,
1016,2014-535028-1-901-4,yes,nk_party,
1016,2014-535028-1-47-8,abstain,kscm_party,
1016,2014-535028-1-47-5,abstain,kscm_party,
