vote_event:id,voter:id,option
21284,3479,yes
21284,3920,yes
21284,3480,yes
21284,3163,yes
21284,3164,yes
21284,3165,yes
21284,3166,yes
21284,3167,yes
21284,4080,yes
21284,4097,yes
21284,3168,yes
21284,3169,yes
21284,3170,yes
21284,3171,not voting
21284,3172,yes
21284,4114,yes
21284,4115,yes
21284,4121,yes
20272,3492,yes
20272,3447,yes
20272,3448,yes
20272,3444,yes
20272,3632,yes
20272,2911,yes
20272,4014,yes
20272,3445,yes
20272,4002,yes
20272,3183,yes
20272,3455,yes
20272,3446,yes
20272,3456,yes
20272,3454,yes
20272,3185,absent
20272,3457,yes
20272,3458,yes
20272,3460,yes
20272,3459,yes
20272,4038,yes
20272,4039,absent
20272,3174,yes
20272,4040,absent
20272,4041,yes
20272,3184,absent
20272,4042,yes
20272,3461,yes
20272,3689,yes
20272,3462,yes
20272,3463,yes
20272,3173,absent
20272,4043,yes
20272,4050,yes
20272,3464,yes
20272,3230,yes
20272,2923,yes
20272,3469,yes
20272,3470,yes
20272,3538,yes
20272,3471,yes
20272,4071,yes
20272,3472,yes
20272,3351,not voting
20272,3473,not voting
20272,3474,yes
20272,3475,absent
20272,3179,yes
20272,3476,absent
20272,3477,absent
20272,4079,yes
20272,3186,yes
20272,3478,yes
20272,3479,yes
20272,3920,absent
20272,3480,yes
20272,3163,yes
20272,3164,not voting
20272,3165,yes
20272,3166,yes
20272,3167,yes
20272,4080,yes
20272,4097,yes
20272,3168,yes
20272,3169,yes
20272,3170,yes
20272,3171,yes
20272,3172,yes
20272,4114,yes
20272,4115,yes
20272,4121,yes
21058,3492,yes
21058,3447,yes
21058,3448,yes
21058,3444,yes
21058,3632,yes
21058,2911,yes
21058,4014,yes
21058,3445,absent
21058,4002,absent
21058,3183,yes
21058,3455,yes
21058,3446,yes
21058,3456,yes
21058,3454,yes
21058,3185,absent
21058,3457,absent
21058,3458,absent
21058,3460,yes
21058,3459,yes
21058,4038,yes
21058,4039,yes
21058,3174,yes
21058,4040,yes
21058,4041,yes
21058,3184,yes
21058,4042,yes
21058,3461,yes
21058,3689,yes
21058,3462,yes
21058,3463,yes
21058,3173,yes
21058,4043,yes
21058,4050,abstain
21058,3464,absent
21058,3230,yes
21058,2923,yes
21058,3469,not voting
21058,3470,yes
21058,3471,yes
21058,4071,absent
21058,3472,yes
21058,3351,not voting
21058,3473,yes
21058,3474,yes
21058,3475,abstain
21058,3179,yes
21058,3538,absent
21058,3476,yes
21058,3477,abstain
21058,4079,yes
21058,3186,absent
21058,3478,yes
21058,3479,yes
21058,3920,absent
21058,3480,abstain
21058,3163,yes
21058,3164,yes
21058,3165,yes
21058,3166,abstain
21058,3167,not voting
21058,4080,yes
21058,4097,absent
21058,3168,absent
21058,3169,yes
21058,3170,yes
21058,3171,yes
21058,3172,absent
21058,4114,abstain
21058,4115,yes
21058,4121,yes
19274,3447,yes
19274,3448,absent
19274,3444,abstain
19274,3632,absent
19274,2911,no
19274,4014,absent
19274,3445,no
19274,4002,yes
19274,3183,abstain
19274,3455,abstain
19274,3446,abstain
19274,3456,yes
19274,3454,abstain
19274,3185,abstain
19274,3457,not voting
19274,3458,absent
19274,3460,not voting
19274,3459,abstain
19274,4038,abstain
19274,4039,abstain
19274,3174,no
19274,4040,yes
19274,4041,abstain
19274,3184,not voting
19274,4042,yes
19274,3461,abstain
19274,3689,no
19274,3462,yes
19274,3463,yes
19274,3173,absent
19274,4043,yes
19274,4050,yes
19274,3464,abstain
19274,3230,absent
19274,2923,abstain
19274,3469,yes
19274,3470,yes
19274,3471,yes
19274,4071,not voting
19274,3472,no
19274,3351,absent
19274,3473,yes
19274,3474,no
19274,3475,yes
19274,3179,yes
19274,4060,abstain
19274,3476,absent
19274,3477,absent
19274,4061,not voting
19274,4079,yes
19274,3186,abstain
19274,3478,abstain
19274,3479,no
19274,3920,absent
19274,3480,absent
19274,3163,yes
19274,3164,yes
19274,3165,absent
19274,3166,absent
19274,3167,no
19274,4080,absent
19274,4097,yes
19274,3168,abstain
19274,3169,yes
19274,3170,abstain
19274,3171,not voting
19274,3172,absent
19274,4114,yes
19274,4115,yes
19274,4121,no
21082,3492,yes
21082,3447,yes
21082,3448,yes
21082,3444,yes
21082,3632,yes
21082,2911,yes
21082,4014,yes
21082,3445,yes
21082,4002,absent
21082,3183,yes
21082,3455,yes
21082,3446,yes
21082,3456,yes
21082,3454,yes
21082,3185,yes
21082,3457,yes
21082,3458,yes
21082,3460,yes
21082,3459,yes
21082,4038,yes
21082,4039,yes
21082,3174,yes
21082,4040,absent
21082,4041,yes
21082,3184,absent
21082,4042,absent
21082,3461,yes
21082,3689,yes
21082,3462,yes
21082,3463,yes
21082,3173,yes
21082,4043,yes
21082,4050,yes
21082,3464,yes
21082,3230,yes
21082,2923,yes
21082,3469,yes
21082,3470,yes
21082,3471,yes
21082,4071,yes
21082,3472,yes
21082,3351,not voting
21082,3473,yes
21082,3474,yes
21082,3475,absent
21082,3179,yes
21082,3538,yes
21082,3476,yes
21082,3477,yes
21082,4079,yes
21082,3186,yes
21082,3478,yes
21082,3479,yes
21082,3920,absent
21082,3480,absent
21082,3163,yes
21082,3164,not voting
21082,3165,yes
21082,3166,yes
21082,3167,yes
21082,4080,absent
21082,4097,yes
21082,3168,absent
21082,3169,yes
21082,3170,yes
21082,3171,yes
21082,3172,yes
21082,4114,yes
21082,4115,yes
21082,4121,yes
20572,3492,yes
20572,3447,yes
20572,3448,yes
20572,3444,yes
20572,3632,yes
20572,2911,absent
20572,4014,yes
20572,3445,yes
20572,4002,absent
20572,3183,yes
20572,3455,yes
20572,3446,yes
20572,3456,yes
20572,3454,yes
20572,3185,yes
20572,3457,not voting
20572,3458,absent
20572,3460,yes
20572,3459,absent
20572,4038,yes
20572,4039,not voting
20572,3174,yes
20572,4040,absent
20572,4041,yes
20572,3184,yes
20572,4042,yes
20572,3461,yes
20572,3689,absent
20572,3462,yes
20572,3463,yes
20572,3173,absent
20572,4043,yes
20572,4050,yes
20572,3464,yes
20572,3230,yes
20572,2923,yes
20572,3469,yes
20572,3470,yes
20572,3538,not voting
20572,3471,not voting
20572,4071,yes
20572,3472,absent
20572,3351,yes
20572,3473,yes
20572,3474,yes
20572,3475,yes
20572,3179,not voting
20572,3476,absent
20572,3477,yes
20572,4079,yes
20572,3186,yes
20572,3478,yes
20572,3479,yes
20572,3920,absent
20572,3480,yes
20572,3163,yes
20572,3164,yes
20572,3165,yes
20572,3166,yes
20572,3167,yes
20572,4080,absent
20572,4097,yes
20572,3168,yes
20572,3169,absent
20572,3170,yes
20572,3171,yes
20572,3172,yes
20572,4114,yes
20572,4115,yes
20572,4121,yes
19328,3447,yes
19328,3448,yes
19328,3444,yes
19328,3632,yes
19328,2911,yes
19328,4014,yes
19328,3445,yes
19328,4002,yes
19328,3183,yes
19328,3455,yes
19328,3446,yes
19328,3456,yes
19328,3454,yes
19328,3185,absent
19328,3457,yes
19328,3458,yes
19328,3460,absent
19328,3459,yes
19328,4038,yes
19328,4039,yes
19328,3174,yes
19328,4040,yes
19328,4041,yes
19328,3184,yes
19328,4042,not voting
19328,3461,yes
19328,3689,yes
19328,3462,absent
19328,3463,yes
19328,3173,yes
19328,4043,absent
19328,4050,absent
19328,3464,yes
19328,3230,yes
19328,2923,yes
19328,3469,yes
19328,3470,yes
19328,3471,yes
19328,4071,yes
19328,3472,yes
19328,3351,yes
19328,3473,yes
19328,3474,yes
19328,3475,yes
19328,3179,yes
19328,4060,yes
19328,3476,yes
19328,3477,absent
19328,4061,absent
19328,4079,yes
19328,3186,yes
19328,3478,yes
19328,3479,absent
19328,3920,yes
19328,3480,absent
19328,3163,yes
19328,3164,yes
19328,3165,yes
19328,3166,yes
19328,3167,yes
19328,4080,absent
19328,4097,yes
19328,3168,yes
19328,3169,yes
19328,3170,yes
19328,3171,yes
19328,3172,yes
19328,4114,yes
19328,4115,yes
19328,4121,yes
20354,3447,yes
20354,3448,yes
20354,3444,abstain
20354,3632,absent
20354,2911,yes
20354,4014,abstain
20354,3445,abstain
20354,4002,yes
20354,3183,abstain
20354,3455,abstain
20354,3446,abstain
20354,3456,yes
20354,3454,abstain
20354,3185,abstain
20354,3457,abstain
20354,3458,abstain
20354,3460,abstain
20354,3459,abstain
20354,4038,no
20354,4039,yes
20354,3174,yes
20354,4040,absent
20354,4041,absent
20354,3184,yes
20354,4042,yes
20354,3461,no
20354,3689,abstain
20354,3462,yes
20354,3463,yes
20354,3173,absent
20354,4043,yes
20354,4050,absent
20354,3464,abstain
20354,3230,not voting
20354,2923,abstain
20354,3469,yes
20354,3470,yes
20354,3471,no
20354,4071,abstain
20354,3472,abstain
20354,3351,not voting
20354,3473,yes
20354,3474,not voting
20354,3475,yes
20354,3179,yes
20354,4060,abstain
20354,3476,yes
20354,3477,abstain
20354,4061,absent
20354,4079,yes
20354,3186,no
20354,3478,abstain
20354,3479,abstain
20354,3920,yes
20354,3480,yes
20354,3163,yes
20354,3164,absent
20354,3165,no
20354,3166,yes
20354,3167,abstain
20354,4080,abstain
20354,4097,abstain
20354,3168,yes
20354,3169,absent
20354,3170,abstain
20354,3171,yes
20354,3172,absent
20354,4114,absent
20354,4115,yes
20354,4121,no
19337,3447,yes
19337,3448,yes
19337,3444,yes
19337,3632,not voting
19337,2911,yes
19337,4014,yes
19337,3445,yes
19337,4002,yes
19337,3183,yes
19337,3455,yes
19337,3446,yes
19337,3456,not voting
19337,3454,yes
19337,3185,yes
19337,3457,yes
19337,3458,yes
19337,3460,yes
19337,3459,yes
19337,4038,yes
19337,4039,yes
19337,3174,yes
19337,4040,yes
19337,4041,yes
19337,3184,yes
19337,4042,yes
19337,3461,yes
19337,3689,yes
19337,3462,yes
19337,3463,yes
19337,3173,absent
19337,4043,yes
19337,4050,yes
19337,3464,yes
19337,3230,yes
19337,2923,yes
19337,3469,not voting
19337,3470,yes
19337,3471,yes
19337,4071,yes
19337,3472,yes
19337,3351,yes
19337,3473,yes
19337,3474,yes
19337,3475,yes
19337,3179,yes
19337,4060,yes
19337,3476,yes
19337,3477,absent
19337,4061,not voting
19337,4079,yes
19337,3186,yes
19337,3478,yes
19337,3479,yes
19337,3920,yes
19337,3480,yes
19337,3163,yes
19337,3164,abstain
19337,3165,yes
19337,3166,abstain
19337,3167,yes
19337,4080,absent
19337,4097,yes
19337,3168,yes
19337,3169,absent
19337,3170,yes
19337,3171,absent
19337,3172,yes
19337,4114,yes
19337,4115,yes
19337,4121,yes
19627,3447,absent
19627,3448,absent
19627,3444,absent
19627,3632,absent
19627,2911,absent
19627,4014,absent
19627,3445,absent
19627,4002,absent
19627,3183,absent
19627,3455,absent
19627,3446,absent
19627,3456,absent
19627,3454,absent
19627,3185,absent
19627,3457,absent
19627,3458,absent
19627,3460,absent
19627,3459,absent
19627,4038,absent
19627,4039,absent
19627,3174,absent
19627,4040,absent
19627,4041,absent
19627,3184,absent
19627,4042,absent
19627,3461,absent
19627,3689,absent
19627,3462,absent
19627,3463,absent
19627,3173,absent
19627,4043,absent
19627,4050,absent
19627,3464,absent
19627,3230,absent
19627,2923,absent
19627,3469,absent
19627,3470,absent
19627,3471,absent
19627,4071,absent
19627,3472,absent
19627,3351,absent
19627,3473,absent
19627,3474,absent
19627,3475,absent
19627,3179,absent
19627,4060,absent
19627,3476,absent
19627,3477,absent
19627,4061,absent
19627,4079,absent
19627,3186,absent
19627,3478,absent
19627,3479,absent
19627,3920,absent
19627,3480,absent
19627,3163,absent
19627,3164,absent
19627,3165,absent
19627,3166,absent
19627,3167,absent
19627,4080,absent
19627,4097,absent
19627,3168,absent
19627,3169,absent
19627,3170,absent
19627,3171,absent
19627,3172,absent
19627,4114,absent
19627,4115,absent
19627,4121,absent
19627,3447,yes
19627,3448,yes
19627,3444,yes
19627,3632,yes
19627,2911,yes
19627,4014,yes
19627,3445,yes
19627,4002,yes
19627,3183,yes
19627,3455,yes
19627,3446,yes
19627,3456,yes
19627,3454,yes
19627,3185,yes
19627,3457,yes
19627,3458,yes
19627,3460,yes
19627,3459,yes
19627,4038,yes
19627,4039,yes
19627,3174,yes
19627,4040,absent
19627,4041,yes
19627,3184,yes
19627,4042,not voting
19627,3461,yes
19627,3689,absent
19627,3462,absent
19627,3463,yes
19627,3173,absent
19627,4043,not voting
19627,4050,yes
19627,3464,yes
19627,3230,yes
19627,2923,yes
19627,3469,absent
19627,3470,yes
19627,3471,yes
19627,4071,not voting
19627,3472,yes
19627,3351,yes
19627,3473,yes
19627,3474,yes
19627,3475,yes
19627,3179,yes
19627,4060,yes
19627,3476,yes
19627,3477,absent
19627,4061,absent
19627,4079,yes
19627,3186,yes
19627,3478,yes
19627,3479,yes
19627,3920,absent
19627,3480,yes
19627,3163,yes
19627,3164,absent
19627,3165,yes
19627,3166,yes
19627,3167,yes
19627,4080,not voting
19627,4097,yes
19627,3168,yes
19627,3169,absent
19627,3170,yes
19627,3171,yes
19627,3172,yes
19627,4114,yes
19627,4115,yes
19627,4121,yes
18861,3447,abstain
18861,3448,yes
18861,3444,yes
18861,3632,yes
18861,2911,not voting
18861,4014,yes
18861,3445,yes
18861,4002,yes
18861,3183,yes
18861,3455,yes
18861,3446,absent
18861,3456,yes
18861,3454,yes
18861,3185,not voting
18861,3457,yes
18861,3458,abstain
18861,3460,abstain
18861,3459,yes
18861,4038,abstain
18861,4039,not voting
18861,3174,absent
18861,4040,yes
18861,4041,yes
18861,3184,yes
18861,4042,yes
18861,3461,yes
18861,3689,abstain
18861,3462,yes
18861,3463,abstain
18861,3173,absent
18861,4043,yes
18861,4050,yes
18861,3464,yes
18861,3230,yes
18861,2923,abstain
18861,3469,yes
18861,3470,yes
18861,3471,abstain
18861,4071,not voting
18861,3472,yes
18861,3351,not voting
18861,3473,not voting
18861,3474,not voting
18861,3475,yes
18861,3179,yes
18861,4060,abstain
18861,3476,absent
18861,3477,absent
18861,4061,abstain
18861,4079,no
18861,3186,yes
18861,3478,abstain
18861,3479,abstain
18861,3920,absent
18861,3480,yes
18861,3163,no
18861,3164,yes
18861,3165,yes
18861,3166,yes
18861,3167,yes
18861,4080,absent
18861,4097,yes
18861,3168,yes
18861,3169,yes
18861,3170,yes
18861,3171,yes
18861,3172,yes
18861,4114,yes
18861,4115,no
18861,4121,abstain
20924,3492,yes
20924,3447,yes
20924,3448,yes
20924,3444,yes
20924,3632,yes
20924,2911,yes
20924,4014,yes
20924,3445,yes
20924,4002,absent
20924,3183,absent
20924,3455,yes
20924,3446,yes
20924,3456,yes
20924,3454,yes
20924,3185,yes
20924,3457,yes
20924,3458,yes
20924,3460,yes
20924,3459,yes
20924,4038,yes
20924,4039,yes
20924,3174,yes
20924,4040,absent
20924,4041,yes
20924,3184,yes
20924,4042,yes
20924,3461,yes
20924,3689,yes
20924,3462,absent
20924,3463,yes
20924,3173,absent
20924,4043,yes
20924,4050,yes
20924,3464,yes
20924,3230,yes
20924,2923,yes
20924,3469,yes
20924,3470,yes
20924,3538,yes
20924,3471,yes
20924,4071,yes
20924,3472,yes
20924,3351,yes
20924,3473,yes
20924,3474,yes
20924,3475,yes
20924,3179,yes
20924,3476,yes
20924,3477,yes
20924,4079,yes
20924,3186,yes
20924,3478,yes
20924,3479,yes
20924,3920,absent
20924,3480,absent
20924,3163,abstain
20924,3164,yes
20924,3165,yes
20924,3166,yes
20924,3167,yes
20924,4080,yes
20924,4097,yes
20924,3168,yes
20924,3169,absent
20924,3170,yes
20924,3171,yes
20924,3172,absent
20924,4114,yes
20924,4115,yes
20924,4121,yes
18886,3447,yes
18886,3448,yes
18886,3444,yes
18886,3632,yes
18886,2911,yes
18886,4014,yes
18886,3445,yes
18886,4002,absent
18886,3183,yes
18886,3455,yes
18886,3446,absent
18886,3456,yes
18886,3454,yes
18886,3185,yes
18886,3457,yes
18886,3458,yes
18886,3460,yes
18886,3459,yes
18886,4038,yes
18886,4039,yes
18886,3174,yes
18886,4040,yes
18886,4041,yes
18886,3184,yes
18886,4042,yes
18886,3461,yes
18886,3689,yes
18886,3462,absent
18886,3463,yes
18886,3173,absent
18886,4043,yes
18886,4050,absent
18886,3464,yes
18886,3230,yes
18886,2923,yes
18886,3469,yes
18886,3470,yes
18886,3471,yes
18886,4071,yes
18886,3472,yes
18886,3351,yes
18886,3473,yes
18886,3474,yes
18886,3475,yes
18886,3179,yes
18886,4060,yes
18886,3476,yes
18886,3477,absent
18886,4061,yes
18886,4079,yes
18886,3186,not voting
18886,3478,yes
18886,3479,not voting
18886,3920,not voting
18886,3480,absent
18886,3163,yes
18886,3164,yes
18886,3165,yes
18886,3166,not voting
18886,3167,yes
18886,4080,absent
18886,4097,yes
18886,3168,yes
18886,3169,yes
18886,3170,yes
18886,3171,yes
18886,3172,yes
18886,4114,yes
18886,4115,yes
18886,4121,yes
21196,3492,yes
21196,3447,yes
21196,3448,yes
21196,3444,yes
21196,3632,yes
21196,2911,yes
21196,4014,yes
21196,3445,absent
21196,4002,yes
21196,3183,absent
21196,3455,yes
21196,3446,absent
21196,3456,yes
21196,3454,yes
21196,3185,not voting
21196,3457,yes
21196,3458,yes
21196,3460,yes
21196,3459,yes
21196,4038,yes
21196,4039,yes
21196,3174,yes
21196,4040,absent
21196,4041,yes
21196,3184,yes
21196,4042,yes
21196,3461,yes
21196,3689,absent
21196,3462,yes
21196,3463,yes
21196,3173,absent
21196,4043,absent
21196,4050,yes
21196,3464,yes
21196,3230,yes
21196,2923,not voting
21196,3469,yes
21196,3470,yes
21196,3471,yes
21196,4071,absent
21196,3472,yes
21196,3351,yes
21196,3473,yes
21196,3474,yes
21196,3475,yes
21196,3179,yes
21196,3538,yes
21196,3476,absent
21196,3477,yes
21196,4079,absent
21196,3186,yes
21196,3478,yes
21196,3479,yes
21196,3920,yes
21196,3480,yes
21196,3163,yes
21196,3164,yes
21196,3165,yes
21196,3166,yes
21196,3167,yes
21196,4080,yes
21196,4097,yes
21196,3168,yes
21196,3169,yes
21196,3170,yes
21196,3171,yes
21196,3172,yes
21196,4114,yes
21196,4115,yes
21196,4121,yes
20444,3492,not voting
20444,3447,yes
20444,3448,yes
20444,3444,no
20444,3632,not voting
20444,2911,absent
20444,4014,not voting
20444,3445,no
20444,4002,not voting
20444,3183,not voting
20444,3455,no
20444,3446,no
20444,3456,not voting
20444,3454,no
20444,3185,not voting
20444,3457,not voting
20444,3458,not voting
20444,3460,abstain
20444,3459,not voting
20444,4038,no
20444,4039,yes
20444,3174,not voting
20444,4040,not voting
20444,4041,abstain
20444,3184,no
20444,4042,not voting
20444,3461,not voting
20444,3689,not voting
20444,3462,not voting
20444,3463,not voting
20444,3173,absent
20444,4043,not voting
20444,4050,not voting
20444,3464,abstain
20444,3230,not voting
20444,2923,not voting
20444,3469,not voting
20444,3470,not voting
20444,3538,absent
20444,3471,no
20444,4071,abstain
20444,3472,not voting
20444,3351,not voting
20444,3473,not voting
20444,3474,not voting
20444,3475,not voting
20444,3179,not voting
20444,3476,absent
20444,3477,abstain
20444,4079,absent
20444,3186,no
20444,3478,abstain
20444,3479,abstain
20444,3920,yes
20444,3480,absent
20444,3163,not voting
20444,3164,abstain
20444,3165,no
20444,3166,not voting
20444,3167,abstain
20444,4080,no
20444,4097,not voting
20444,3168,not voting
20444,3169,not voting
20444,3170,no
20444,3171,absent
20444,3172,absent
20444,4114,not voting
20444,4115,not voting
20444,4121,no
19422,3447,yes
19422,3448,yes
19422,3444,yes
19422,3632,yes
19422,2911,yes
19422,4014,yes
19422,3445,yes
19422,4002,yes
19422,3183,yes
19422,3455,yes
19422,3446,yes
19422,3456,absent
19422,3454,yes
19422,3185,yes
19422,3457,yes
19422,3458,yes
19422,3460,yes
19422,3459,yes
19422,4038,yes
19422,4039,yes
19422,3174,yes
19422,4040,yes
19422,4041,yes
19422,3184,yes
19422,4042,yes
19422,3461,yes
19422,3689,yes
19422,3462,yes
19422,3463,not voting
19422,3173,absent
19422,4043,yes
19422,4050,abstain
19422,3464,yes
19422,3230,yes
19422,2923,yes
19422,3469,yes
19422,3470,yes
19422,3471,yes
19422,4071,not voting
19422,3472,yes
19422,3351,yes
19422,3473,yes
19422,3474,yes
19422,3475,yes
19422,3179,yes
19422,4060,yes
19422,3476,yes
19422,3477,not voting
19422,4061,not voting
19422,4079,yes
19422,3186,yes
19422,3478,yes
19422,3479,yes
19422,3920,yes
19422,3480,yes
19422,3163,not voting
19422,3164,yes
19422,3165,yes
19422,3166,yes
19422,3167,yes
19422,4080,yes
19422,4097,yes
19422,3168,yes
19422,3169,yes
