vote_event_id,voter_id,option,group_id,
1001,2010-584665-1-721-3,yes,top-09_party,
1001,2010-584665-1-53-5,yes,ods_party,
1001,2010-584665-1-53-8,yes,ods_party,
1001,2010-584665-1-901-2,yes,nk_party,
1001,2010-584665-1-721-1,yes,top-09_party,
1001,2010-584665-1-470-2,yes,stan_party,
1001,2010-584665-1-901-1,yes,nk_party,
1001,2010-584665-1-53-2,yes,ods_party,
1001,2010-584665-1-470-4,yes,stan_party,
1001,2010-584665-1-470-3,yes,nk_party,
1001,2010-584665-1-901-4,yes,nk_party,
1001,2010-584665-1-1-2,yes,kdu-csl_party,
1001,2010-584665-1-901-5,yes,nk_party,
1001,2010-584665-1-1-1,yes,kdu-csl_party,
1001,2010-584665-1-470-1,yes,stan_party,
1001,2010-584665-1-901-3,abstain,nk_party,
1001,2010-584665-1-721-5,abstain,top-09_party,
1002,2010-584665-1-721-3,yes,top-09_party,
1002,2010-584665-1-53-5,yes,ods_party,
1002,2010-584665-1-53-8,yes,ods_party,
1002,2010-584665-1-901-2,yes,nk_party,
1002,2010-584665-1-721-1,yes,top-09_party,
1002,2010-584665-1-470-2,yes,stan_party,
1002,2010-584665-1-901-1,yes,nk_party,
1002,2010-584665-1-53-2,yes,ods_party,
1002,2010-584665-1-470-4,yes,stan_party,
1002,2010-584665-1-470-3,yes,nk_party,
1002,2010-584665-1-901-4,yes,nk_party,
1002,2010-584665-1-1-2,yes,kdu-csl_party,
1002,2010-584665-1-901-5,yes,nk_party,
1002,2010-584665-1-1-1,yes,kdu-csl_party,
1002,2010-584665-1-470-1,yes,stan_party,
1002,2010-584665-1-901-3,abstain,nk_party,
1002,2010-584665-1-721-5,abstain,top-09_party,
1003,2010-584665-1-721-3,yes,top-09_party,
1003,2010-584665-1-53-5,yes,ods_party,
1003,2010-584665-1-53-8,yes,ods_party,
1003,2010-584665-1-901-2,yes,nk_party,
1003,2010-584665-1-721-1,yes,top-09_party,
1003,2010-584665-1-470-2,yes,stan_party,
1003,2010-584665-1-901-1,yes,nk_party,
1003,2010-584665-1-53-2,yes,ods_party,
1003,2010-584665-1-470-4,yes,stan_party,
1003,2010-584665-1-470-3,yes,nk_party,
1003,2010-584665-1-901-4,yes,nk_party,
1003,2010-584665-1-1-2,yes,kdu-csl_party,
1003,2010-584665-1-901-5,yes,nk_party,
1003,2010-584665-1-1-1,yes,kdu-csl_party,
1003,2010-584665-1-470-1,yes,stan_party,
1003,2010-584665-1-901-3,abstain,nk_party,
1003,2010-584665-1-721-5,abstain,top-09_party,
1004,2010-584665-1-721-3,yes,top-09_party,
1004,2010-584665-1-53-5,yes,ods_party,
1004,2010-584665-1-53-8,yes,ods_party,
1004,2010-584665-1-901-2,yes,nk_party,
1004,2010-584665-1-721-1,yes,top-09_party,
1004,2010-584665-1-470-2,yes,stan_party,
1004,2010-584665-1-901-1,yes,nk_party,
1004,2010-584665-1-53-2,yes,ods_party,
1004,2010-584665-1-470-4,yes,stan_party,
1004,2010-584665-1-470-3,yes,nk_party,
1004,2010-584665-1-901-4,yes,nk_party,
1004,2010-584665-1-1-2,yes,kdu-csl_party,
