vote_event_id,voter_id,option,group_id,
1001,2014-526622-1-810-1,yes,nk_party,
1001,2014-526622-1-801-1,yes,nk_party,
1001,2014-526622-1-813-1,yes,nk_party,
1001,2014-526622-1-809-1,absent,nk_party,
1001,2014-526622-1-811-1,yes,nk_party,
1001,2014-526622-1-803-1,yes,nk_party,
1001,2014-526622-1-812-1,yes,nk_party,
1002,2014-526622-1-810-1,yes,nk_party,
1002,2014-526622-1-801-1,yes,nk_party,
1002,2014-526622-1-813-1,yes,nk_party,
1002,2014-526622-1-809-1,absent,nk_party,
1002,2014-526622-1-811-1,yes,nk_party,
1002,2014-526622-1-803-1,yes,nk_party,
1002,2014-526622-1-812-1,yes,nk_party,
1003,2014-526622-1-810-1,yes,nk_party,
1003,2014-526622-1-801-1,yes,nk_party,
1003,2014-526622-1-813-1,yes,nk_party,
1003,2014-526622-1-809-1,absent,nk_party,
1003,2014-526622-1-811-1,yes,nk_party,
1003,2014-526622-1-803-1,yes,nk_party,
1003,2014-526622-1-812-1,yes,nk_party,
1004,2014-526622-1-810-1,yes,nk_party,
1004,2014-526622-1-801-1,yes,nk_party,
1004,2014-526622-1-813-1,yes,nk_party,
1004,2014-526622-1-809-1,absent,nk_party,
1004,2014-526622-1-811-1,yes,nk_party,
1004,2014-526622-1-803-1,yes,nk_party,
1004,2014-526622-1-812-1,yes,nk_party,
1005,2014-526622-1-810-1,yes,nk_party,
1005,2014-526622-1-801-1,yes,nk_party,
1005,2014-526622-1-813-1,yes,nk_party,
1005,2014-526622-1-809-1,absent,nk_party,
1005,2014-526622-1-811-1,yes,nk_party,
1005,2014-526622-1-803-1,yes,nk_party,
1005,2014-526622-1-812-1,yes,nk_party,
1006,2014-526622-1-810-1,yes,nk_party,
1006,2014-526622-1-801-1,yes,nk_party,
1006,2014-526622-1-813-1,yes,nk_party,
1006,2014-526622-1-809-1,absent,nk_party,
1006,2014-526622-1-811-1,yes,nk_party,
1006,2014-526622-1-803-1,yes,nk_party,
1006,2014-526622-1-812-1,yes,nk_party,
1007,2014-526622-1-810-1,yes,nk_party,
1007,2014-526622-1-801-1,yes,nk_party,
1007,2014-526622-1-813-1,yes,nk_party,
1007,2014-526622-1-809-1,absent,nk_party,
1007,2014-526622-1-811-1,yes,nk_party,
1007,2014-526622-1-803-1,yes,nk_party,
1007,2014-526622-1-812-1,yes,nk_party,
1008,2014-526622-1-810-1,yes,nk_party,
1008,2014-526622-1-801-1,yes,nk_party,
1008,2014-526622-1-813-1,yes,nk_party,
1008,2014-526622-1-809-1,absent,nk_party,
1008,2014-526622-1-811-1,yes,nk_party,
1008,2014-526622-1-803-1,yes,nk_party,
1008,2014-526622-1-812-1,yes,nk_party,
1009,2014-526622-1-810-1,yes,nk_party,
1009,2014-526622-1-801-1,yes,nk_party,
1009,2014-526622-1-813-1,yes,nk_party,
1009,2014-526622-1-809-1,absent,nk_party,
1009,2014-526622-1-811-1,yes,nk_party,
1009,2014-526622-1-803-1,yes,nk_party,
1009,2014-526622-1-812-1,yes,nk_party,
2001,2014-526622-1-810-1,yes,nk_party,
2001,2014-526622-1-801-1,yes,nk_party,
2001,2014-526622-1-813-1,yes,nk_party,
2001,2014-526622-1-809-1,absent,nk_party,
2001,2014-526622-1-811-1,yes,nk_party,
2001,2014-526622-1-803-1,yes,nk_party,
2001,2014-526622-1-812-1,yes,nk_party,
3001,2014-526622-1-810-1,yes,nk_party,
3001,2014-526622-1-801-1,yes,nk_party,
3001,2014-526622-1-813-1,yes,nk_party,
3001,2014-526622-1-809-1,yes,nk_party,
3001,2014-526622-1-811-1,yes,nk_party,
3001,2014-526622-1-803-1,yes,nk_party,
3001,2014-526622-1-812-1,yes,nk_party,
3002,2014-526622-1-810-1,yes,nk_party,
3002,2014-526622-1-801-1,yes,nk_party,
3002,2014-526622-1-813-1,yes,nk_party,
3002,2014-526622-1-809-1,yes,nk_party,
3002,2014-526622-1-811-1,yes,nk_party,
3002,2014-526622-1-803-1,yes,nk_party,
3002,2014-526622-1-812-1,yes,nk_party,
3003,2014-526622-1-810-1,yes,nk_party,
3003,2014-526622-1-801-1,yes,nk_party,
3003,2014-526622-1-813-1,yes,nk_party,
3003,2014-526622-1-809-1,yes,nk_party,
3003,2014-526622-1-811-1,yes,nk_party,
3003,2014-526622-1-803-1,yes,nk_party,
3003,2014-526622-1-812-1,yes,nk_party,
3004,2014-526622-1-810-1,yes,nk_party,
3004,2014-526622-1-801-1,yes,nk_party,
3004,2014-526622-1-813-1,yes,nk_party,
3004,2014-526622-1-809-1,yes,nk_party,
3004,2014-526622-1-811-1,yes,nk_party,
3004,2014-526622-1-803-1,yes,nk_party,
3004,2014-526622-1-812-1,yes,nk_party,
3005,2014-526622-1-810-1,yes,nk_party,
3005,2014-526622-1-801-1,yes,nk_party,
3005,2014-526622-1-813-1,yes,nk_party,
3005,2014-526622-1-809-1,yes,nk_party,
3005,2014-526622-1-811-1,yes,nk_party,
3005,2014-526622-1-803-1,yes,nk_party,
3005,2014-526622-1-812-1,yes,nk_party,
3006,2014-526622-1-810-1,yes,nk_party,
3006,2014-526622-1-801-1,yes,nk_party,
3006,2014-526622-1-813-1,yes,nk_party,
3006,2014-526622-1-809-1,yes,nk_party,
3006,2014-526622-1-811-1,yes,nk_party,
3006,2014-526622-1-803-1,yes,nk_party,
3006,2014-526622-1-812-1,yes,nk_party,
3007,2014-526622-1-810-1,yes,nk_party,
3007,2014-526622-1-801-1,yes,nk_party,
3007,2014-526622-1-813-1,yes,nk_party,
3007,2014-526622-1-809-1,yes,nk_party,
3007,2014-526622-1-811-1,yes,nk_party,
3007,2014-526622-1-803-1,yes,nk_party,
3007,2014-526622-1-812-1,yes,nk_party,
3008,2014-526622-1-810-1,yes,nk_party,
3008,2014-526622-1-801-1,yes,nk_party,
3008,2014-526622-1-813-1,yes,nk_party,
3008,2014-526622-1-809-1,yes,nk_party,
3008,2014-526622-1-811-1,yes,nk_party,
3008,2014-526622-1-803-1,yes,nk_party,
3008,2014-526622-1-812-1,yes,nk_party,
3009,2014-526622-1-810-1,yes,nk_party,
3009,2014-526622-1-801-1,yes,nk_party,
3009,2014-526622-1-813-1,yes,nk_party,
3009,2014-526622-1-809-1,yes,nk_party,
3009,2014-526622-1-811-1,yes,nk_party,
3009,2014-526622-1-803-1,yes,nk_party,
3009,2014-526622-1-812-1,yes,nk_party,
3010,2014-526622-1-810-1,yes,nk_party,
3010,2014-526622-1-801-1,yes,nk_party,
3010,2014-526622-1-813-1,yes,nk_party,
3010,2014-526622-1-809-1,yes,nk_party,
3010,2014-526622-1-811-1,yes,nk_party,
3010,2014-526622-1-803-1,yes,nk_party,
3010,2014-526622-1-812-1,yes,nk_party,
3011,2014-526622-1-810-1,no,nk_party,
3011,2014-526622-1-801-1,yes,nk_party,
3011,2014-526622-1-813-1,yes,nk_party,
3011,2014-526622-1-809-1,no,nk_party,
3011,2014-526622-1-811-1,no,nk_party,
3011,2014-526622-1-803-1,no,nk_party,
3011,2014-526622-1-812-1,no,nk_party,
3012,2014-526622-1-810-1,yes,nk_party,
3012,2014-526622-1-801-1,yes,nk_party,
3012,2014-526622-1-813-1,yes,nk_party,
3012,2014-526622-1-809-1,yes,nk_party,
3012,2014-526622-1-811-1,yes,nk_party,
3012,2014-526622-1-803-1,yes,nk_party,
3012,2014-526622-1-812-1,yes,nk_party,
