id,classification_id,classification,name,
zitbrno_party,party,Navrhující strana,Žít Brno,
ano_party,party,Navrhující strana,ANO 2011,
sz_party,party,Navrhující strana,Strana zelených,
kdu_party,party,Navrhující strana,KDU-ČSL,
ods_party,party,Navrhující strana,ODS,
cssd_party,party,Navrhující strana,ČSSD,
top_party,party,Navrhující strana,TOP 09,
kscm_party,party,Navrhující strana,KSČM,

