vote_event_id,voter_id,option,group_id,
1001,2010-540188-1-810-1,yes,nk_party,
1001,2010-540188-1-806-1,yes,nk_party,
1001,2010-540188-1-815-1,yes,nk_party,
1001,2010-540188-1-813-1,yes,nk_party,
1001,2010-540188-1-1-1,yes,kdu-csl_party,
1001,2010-540188-1-802-1,yes,nk_party,
1001,2010-540188-1-811-1,yes,nk_party,
1001,2010-540188-1-814-1,yes,nk_party,
1001,2010-540188-1-809-1,yes,nk_party,
2001,2010-540188-1-810-1,yes,nk_party,
2001,2010-540188-1-806-1,yes,nk_party,
2001,2010-540188-1-815-1,yes,nk_party,
2001,2010-540188-1-813-1,absent,nk_party,
2001,2010-540188-1-1-1,yes,kdu-csl_party,
2001,2010-540188-1-802-1,yes,nk_party,
2001,2010-540188-1-811-1,yes,nk_party,
2001,2010-540188-1-814-1,yes,nk_party,
2001,2010-540188-1-809-1,yes,nk_party,
2002,2010-540188-1-810-1,yes,nk_party,
2002,2010-540188-1-806-1,yes,nk_party,
2002,2010-540188-1-815-1,yes,nk_party,
2002,2010-540188-1-813-1,absent,nk_party,
2002,2010-540188-1-1-1,yes,kdu-csl_party,
2002,2010-540188-1-802-1,yes,nk_party,
2002,2010-540188-1-811-1,yes,nk_party,
2002,2010-540188-1-814-1,yes,nk_party,
2002,2010-540188-1-809-1,yes,nk_party,
2003,2010-540188-1-810-1,yes,nk_party,
2003,2010-540188-1-806-1,yes,nk_party,
2003,2010-540188-1-815-1,yes,nk_party,
2003,2010-540188-1-813-1,absent,nk_party,
2003,2010-540188-1-1-1,yes,kdu-csl_party,
2003,2010-540188-1-802-1,yes,nk_party,
2003,2010-540188-1-811-1,yes,nk_party,
2003,2010-540188-1-814-1,yes,nk_party,
2003,2010-540188-1-809-1,yes,nk_party,
2004,2010-540188-1-810-1,yes,nk_party,
2004,2010-540188-1-806-1,yes,nk_party,
2004,2010-540188-1-815-1,yes,nk_party,
2004,2010-540188-1-813-1,absent,nk_party,
2004,2010-540188-1-1-1,yes,kdu-csl_party,
2004,2010-540188-1-802-1,yes,nk_party,
2004,2010-540188-1-811-1,yes,nk_party,
2004,2010-540188-1-814-1,yes,nk_party,
2004,2010-540188-1-809-1,yes,nk_party,
2005,2010-540188-1-810-1,yes,nk_party,
2005,2010-540188-1-806-1,yes,nk_party,
2005,2010-540188-1-815-1,yes,nk_party,
2005,2010-540188-1-813-1,absent,nk_party,
2005,2010-540188-1-1-1,yes,kdu-csl_party,
2005,2010-540188-1-802-1,yes,nk_party,
2005,2010-540188-1-811-1,yes,nk_party,
2005,2010-540188-1-814-1,yes,nk_party,
2005,2010-540188-1-809-1,yes,nk_party,
