"group:id","option","vote_event:id","voter:id"
"ÈSSD","Pro","7zmh_2015/h001","Mgr. Feberová Jana"
"ÈSSD","Pro","7zmh_2015/h001","Bc. Hanzel Radim"
"ÈSSD","Pro","7zmh_2015/h001","Mgr. Horòáková Michaela"
"ÈSSD","Pro","7zmh_2015/h001","Ing. Jantoš Pavol"
"ÈSSD","Pro","7zmh_2015/h001","Kozák Vojtìch"
"ÈSSD","Pro","7zmh_2015/h001","Kožmínová Ivana"
"ÈSSD","Pro","7zmh_2015/h001","Ing. Martinek Jiøí"
"ÈSSD","Pro","7zmh_2015/h001","MUDr. Dlabek Milan"
"ÈSSD","Pro","7zmh_2015/h001","Polak Miroslav"
"ÈSSD","Pro","7zmh_2015/h001","Radová Eva"
"ÈSSD","Pro","7zmh_2015/h001","Rapant Pavel"
"ÈSSD","Pro","7zmh_2015/h001","Robosz Petr"
"ÈSSD","Omluven","7zmh_2015/h001","Ing. Smrèek Petr"
"ÈSSD","Pro","7zmh_2015/h001","Ing. Šlachta Karel"
"ÈSSD","Pro","7zmh_2015/h001","Bc. Zedníková Alena"
"KSÈM","Pro","7zmh_2015/h001","Dosedìlová Soòa"
"KSÈM","Pro","7zmh_2015/h001","Ïurkáè Karel"
"KSÈM","Pro","7zmh_2015/h001","Ing Gongol Jaroslav"
"KSÈM","Pro","7zmh_2015/h001","PaedDr. Halíková Milada"
"KSÈM","Pro","7zmh_2015/h001","Bc. Havlíèková Monika"
"KSÈM","Pro","7zmh_2015/h001","Ing. Heczko Eduard"
"KSÈM","Pro","7zmh_2015/h001","Hegyi Alice"
"KSÈM","Pro","7zmh_2015/h001","JUDr. Langer Štefan"
"KSÈM","Pro","7zmh_2015/h001","Ondráèek David"
"KSÈM","Pro","7zmh_2015/h001","Bc. Pawlas Daniel"
"KSÈM","Pro","7zmh_2015/h001","Mgr. Ptáèek Tomáš"
"KSÈM","Pro","7zmh_2015/h001","Ing. Žák Karel"
"KSÈM","Pro","7zmh_2015/h001","Želinská Janina"
"ANO 2011","Pro","7zmh_2015/h001","Ing. Baránek Ondøej"
"ANO 2011","Pro","7zmh_2015/h001","Bc. Bìlica Josef"
"ANO 2011","Pro","7zmh_2015/h001","Bc. Bureš Ivan"
"ANO 2011","Pro","7zmh_2015/h001","Mgr. Gorecká Stanislava"
"ANO 2011","Pro","7zmh_2015/h001","Hrabèák Peter"
"ANO 2011","Pro","7zmh_2015/h001","Mgr. Georgiu Iva"
"ANO 2011","Pro","7zmh_2015/h001","Koèí Palkovská Iveta"
"ANO 2011","Pro","7zmh_2015/h001","Masaroviè Róbert MSc."
"ANO 2011","Pro","7zmh_2015/h001","Bc. Olšoková Alena"
"ANO 2011","Pro","7zmh_2015/h001","Bc. Tomaniecová Darja"
"Hnutí p.H.","Pro","7zmh_2015/h001","Ing. Muras Bohuslav"
"Hnutí p.H.","Pro","7zmh_2015/h001","Mgr. Šimek Rudolf"
"Hnutí p.H.","Pro","7zmh_2015/h001","Mgr. Vachtarèík Daniel"
"KDU-ÈSL","Pro","7zmh_2015/h001","Bc. Plawny Marek"
"KDU-ÈSL","Pro","7zmh_2015/h001","Ing.Šillerová Eva"
"ÈSSD","Pro","7zmh_2015/h002","Mgr. Feberová Jana"
"ÈSSD","Pro","7zmh_2015/h002","Bc. Hanzel Radim"
"ÈSSD","Pro","7zmh_2015/h002","Mgr. Horòáková Michaela"
"ÈSSD","Pro","7zmh_2015/h002","Ing. Jantoš Pavol"
"ÈSSD","Pro","7zmh_2015/h002","Kozák Vojtìch"
"ÈSSD","Pro","7zmh_2015/h002","Kožmínová Ivana"
