id,legislative_session:number,start_date,item:title,item:number,motion:title,
1014,1,2014-11-27,,,ZO projednalo žádost o příspěvek na podporu realizace služeb v oblasti protidrogové politiky na území Jihočeského kraje na rok 2015 ve výši 1.200 Kč od společnosti Arkáda – sociálně psychologické centrum Písek a rozhodlo dle hlasování.,
2001,2,2014-12-30,Schválení programu zasedání,2,Zastupitelstvo  obce  schvaluje program  druhého zasedání  ZO v předloženém znění.,
2002,2,2014-12-30,Rozpočtové opatření č. 9,3,Zastupitelstvo  obce  schvaluje po projednání změny dle rozpočtového opatření č. 9/2014 podle předloženého návrhu,
2003,2,2014-12-30,Rozpočet obce na rok 2015,4,"Po projednání ZO schvaluje rozpočet obce na r. 2015 jako vyrovnaný s celkovými příjmy 2,501.500 Kč a výdaji 2,501.500 Kč.",
2004,2,2014-12-30,Rozpočtový výhled obce na roky 2016 - 2018,5,Po projednání ZO schvaluje rozpočtový výhled obce na roky 2016 až 2018.,
2005,2,2014-12-30,Pronájem obecního bytu č. 2 o velikosti 1+1 ve Veselíčku čp. 24,6,"Zastupitelstvo obce projednalo žádost p. Lukáše Práška, Veselíčko č.p. 74 o pronájem obecního bytu č. 2 velikosti 1+1 o rozloze 50 m2  ve Veselíčku č.p. 24 doplněnou dne 22.12.2014 souhlasným stanoviskem s podmínkami pronájmu podle záměru k pronájmu tohoto bytu zveřejněného obcí Veselíčko dne 2.12.2014 podle usnesení č. 9/2014 a schvaluje pronájem uvedeného bytu na dobu neurčitou p. Lukášovi Práškovi za měsíční nájemné 1.400 Kč  + 50 Kč zálohu na energie společné prostory a jistotu na nájem včetně zálohy za společné prostory ve výši nájmu za 3 měsíce s úhradou před předáním bytu.",
2006,2,2014-12-30,Finanční dar za natahování a údržbu kostelních hodin ,7,ZO projednalo návrh starosty obce na udělení finančního daru p. Milanu Procházkovi za natahování a údržbu obecních hodin na kostele sv. Anny ve Veselíčku v r. 2014 a schvaluje udělení tohoto daru ve výši 4.500 Kč.,
2007,2,2014-12-30,Různé,8,"Zastupitelstvo obce projednalo žádost manželů Františka a Jany Chajdrnových z Biliny č.p. 21  o prodloužení pronájmu parkovací plochy 2 m2  na rok 2015 na pozemku p.č. 616/1 – ostatní komunikace v k.ú. Bilina před vjezdem do garáže u jejich domu a schvaluje prodloužení nájmu tohoto pozemku dle žádosti za cenu 0,50 Kč za 1 m2  á 1 den. Záměr pronájmu bylo schválen usnesením ZO č. 150/2013 dne 21.2.2013. ",
3001,3,2015-02-19,Schválení programu zasedání,2,Zastupitelstvo  obce  schvaluje program  třetího zasedání  ZO v předloženém znění.,
3002,3,2015-02-19,Projednání výsledků inventarizace za rok 2014 a zprávy hlavní inventarizační komise,3,Zastupitelstvo  obce  schvaluje po projednání Zprávu hlavní inventarizační komise ze dne 11.2.2015 k provedené inventarizaci za rok 2014 v předloženém znění bez výhrad.,
3003,3,2015-02-19,Plán kulturních a sportovních akcí v obci na r. 2015,4,Po projednání ZO schválilo Plán kulturních a sportovních akcí v obci na r. 2015.,
3004,3,2015-02-19,Vyžádání dotace na publikaci knihy „ Z dějin obce Veselíčko “,5,Po projednání ZO schválilo vyžádání dotace na publicitu knihy „ Z dějin obce Veselíčko “ z grantu Jihočeského kraje.,
3005,3,2015-02-19,Vyžádání dotace na zpracování „ Studie odtokových poměrů vody z  Veselského rybníka při povodni “,6,Po projednání ZO schválilo vyžádání dotace na zpracování „ Studie odtokových poměrů vody z  Veselského rybníka při povodni “ z grantu Jihočeského kraje.,
3006,3,2015-02-19,Schválení seznamu členů jednotky SDH obce Veselíčko,7,Po projednání  ZO schválilo seznam členů jednotky SDH obce Veselíčko.,
3007,3,2015-02-19,Pokácení 4 ks stromů na hřbitově v k.ú. Bilina,8,Zastupitelstvo obce projednalo  potřebu pokácení 4 přerostlých stromů na hřbitově v KÚ Bilina a doporučuje obecnímu úřadu Veselíčko vydat rozhodnutí k pokácení těchto stromů.,
3008,3,2015-02-19,Zabezpečení vystoupení písničkáře p. Jiřího Dědečka dne 27.2.2015 v bývalé školní jídelně ve Veselíčku,9,ZO projednalo zabezpečení kulturní akce – vystoupení písničkáře p. Jiřího Dědečka dne 27.2.2015 v jídelně ve Veselíčku a schválilo vstupné ve výši 100 Kč. Vyúčtování akce předloží starosta obce na příštím zasedání ZO.,
3009,3,2015-02-19,Různé,10,ZO projednalo a schválilo návrh smlouvy s městysem Bernartice o využívání systému nakládání s komunálním odpadem ve sběrném dvoře městyse Bernartice.,
4001,4,2015-03-26,Schválení programu zasedání,2,Zastupitelstvo  obce  schvaluje program  čtvrtého zasedání  ZO  v  předloženém znění.,
4002,4,2015-03-26,Vyhodnocení výběrového řízení na zakázku tisku knihy „ Z dějin obce Veselíčko “,3,"Zastupitelstvo  obce  schvaluje po projednání Zprávu o posouzení a hodnocení nabídek na zakázku grafické přípravy a tisk knihy „ Z dějin obce Veselíčko “ a na návrh hodnotící komise pro posuzování nabídek vybralo pro  realizaci této zakázky Tiskárnu vmpress, Petr Zítek z Písku s nejnižší nabídkovou cenou ve výši 87.670 Kč včetně DPH.",
4003,4,2015-03-26,Vyhodnocení kulturní akce písničkáře Jiřího Dědečka,4,ZO projednalo vyhodnocení kulturní akce koncertu písničkáře Jiřího Dědečka konaného dne 27.2.2015 v jídelně ve Veselíčku a schvaluje vyúčtování této akce s příjmy 4.600 Kč a výdaji ve výši 11.836 Kč.,
4004,4,2015-03-26,Příspěvek na činnost terénní pečovatelské služby Farní charity Milevsko pro rok 2015,5,"ZO projednalo žádost Farní charity Milevsko o poskytnutí finančního příspěvku na činnost terénní pečovatelské služby pro rok 2015 a v návaznosti na poskytování stejných služeb organizací  Sociální služby Města Milevska podle Smlouvy o zajištění sociálních služeb pro naši obec ze dne 16.1.2008 rozhodlo poskytnout finanční příspěvek ve výši 3.750 Kč na období 01-03/2015 s tím, že od 1.4.2015 budou poskytovat tyto služby pro naši obec jen Sociální služby Města Milevska.",
4005,4,2015-03-26,Příspěvek ZŠ a MŠ Bernartice na dárky pro děti končící MŠ před nástupem do ZŠ,6,ZO projednalo Žádost o finanční příspěvek ZŠ a MŠ Bernartice na dárek pro děti končící MŠ při jejich pasování na školáky a schvaluje poskytnout finanční dar ZŠ a MŠ Bernartice pro tento účel ve výši 500 Kč.,
5001,5,2015-04-23,Schválení programu zasedání,2,Zastupitelstvo  obce  schvaluje program  pátého zasedání  ZO  v  předloženém znění.,
5002,5,2015-04-23,Rozpočtové opatření č. 1/2015,3,ZO projednalo a schvaluje rozpočtové opatření č. 1/2015 podle předloženého návrhu.,
5003,5,2015-04-23,Projednání závěrečného účtu za rok 2014,4,ZO projednalo a schvaluje závěrečný účet obce Veselíčko za r. 2014 s konstatováním „Bez výhrad".,
5004,5,2015-04-23,Projednání účetní závěrky za rok 2014,5,ZO projednalo účetní závěrku obce Veselíčko za rok 2014 a na návrh komise posuzující účetní závěrku ji schvaluje s konstatováním „Bez výhrad“.,
5005,5,2015-04-23,Příspěvky obce na zabezpečení prvomájových oslav,6,ZO projednalo finanční zabezpečení prvomájových oslav a odsouhlasilo příspěvky pro Sbor dobrovolných hasičů Veselíčka na stavění májky ve výši 1.500 Kč a pro Svaz technických sportů a činností Veselíčka a Biliny na pálení čarodějnic ve výši 1.500 Kč.,
