vote_event_id,voter_id,option,group_id,
1001,2010-588768-1-470-7,yes,nk_party,
1001,2010-588768-1-1-1,yes,kdu-csl_party,
1001,2010-588768-1-470-3,yes,nk_party,
1001,2010-588768-1-901-1,yes,nk_party,
1001,2010-588768-1-901-5,abstain,nk_party,
1001,2010-588768-1-470-1,yes,nk_party,
1001,2010-588768-1-470-8,yes,nk_party,
1001,2010-588768-1-47-1,yes,kscm_party,
1001,2010-588768-1-901-8,abstain,nk_party,
1001,2010-588768-1-470-2,yes,stan_party,
1001,2010-588768-1-1-2,yes,kdu-csl_party,
1001,2010-588768-1-47-3,yes,kscm_party,
1001,2010-588768-1-47-2,yes,kscm_party,
1001,2010-588768-1-470-4,yes,nk_party,
1001,2010-588768-1-167-2,yes,hnpd_party,
1001,2010-588768-1-901-3,yes,nk_party,
1001,2010-588768-1-901-2,yes,nk_party,
1001,2010-588768-1-47-8,abstain,kscm_party,
1002,2010-588768-1-470-7,yes,nk_party,
1002,2010-588768-1-1-1,yes,kdu-csl_party,
1002,2010-588768-1-470-3,yes,nk_party,
1002,2010-588768-1-901-1,yes,nk_party,
1002,2010-588768-1-901-5,abstain,nk_party,
1002,2010-588768-1-470-1,yes,nk_party,
1002,2010-588768-1-470-8,yes,nk_party,
1002,2010-588768-1-47-1,yes,kscm_party,
1002,2010-588768-1-901-8,abstain,nk_party,
1002,2010-588768-1-470-2,yes,stan_party,
1002,2010-588768-1-1-2,yes,kdu-csl_party,
1002,2010-588768-1-47-3,yes,kscm_party,
1002,2010-588768-1-47-2,yes,kscm_party,
1002,2010-588768-1-470-4,yes,nk_party,
1002,2010-588768-1-167-2,yes,hnpd_party,
1002,2010-588768-1-901-3,yes,nk_party,
1002,2010-588768-1-901-2,yes,nk_party,
1002,2010-588768-1-47-8,abstain,kscm_party,
1003,2010-588768-1-470-7,yes,nk_party,
1003,2010-588768-1-1-1,yes,kdu-csl_party,
1003,2010-588768-1-470-3,yes,nk_party,
1003,2010-588768-1-901-1,yes,nk_party,
1003,2010-588768-1-901-5,abstain,nk_party,
1003,2010-588768-1-470-1,yes,nk_party,
1003,2010-588768-1-470-8,yes,nk_party,
1003,2010-588768-1-47-1,yes,kscm_party,
1003,2010-588768-1-901-8,abstain,nk_party,
1003,2010-588768-1-470-2,yes,stan_party,
1003,2010-588768-1-1-2,yes,kdu-csl_party,
1003,2010-588768-1-47-3,yes,kscm_party,
1003,2010-588768-1-47-2,yes,kscm_party,
1003,2010-588768-1-470-4,yes,nk_party,
1003,2010-588768-1-167-2,yes,hnpd_party,
1003,2010-588768-1-901-3,yes,nk_party,
1003,2010-588768-1-901-2,yes,nk_party,
1003,2010-588768-1-47-8,abstain,kscm_party,
1004,2010-588768-1-470-7,abstain,nk_party,
1004,2010-588768-1-1-1,abstain,kdu-csl_party,
1004,2010-588768-1-470-3,abstain,nk_party,
1004,2010-588768-1-901-1,yes,nk_party,
1004,2010-588768-1-901-5,abstain,nk_party,
1004,2010-588768-1-470-1,abstain,nk_party,
1004,2010-588768-1-470-8,abstain,nk_party,
1004,2010-588768-1-47-1,abstain,kscm_party,
1004,2010-588768-1-901-8,abstain,nk_party,
1004,2010-588768-1-470-2,abstain,stan_party,
1004,2010-588768-1-1-2,abstain,kdu-csl_party,
1004,2010-588768-1-47-3,abstain,kscm_party,
1004,2010-588768-1-47-2,abstain,kscm_party,
1004,2010-588768-1-470-4,abstain,nk_party,
1004,2010-588768-1-167-2,abstain,hnpd_party,
1004,2010-588768-1-901-3,yes,nk_party,
1004,2010-588768-1-901-2,yes,nk_party,
1004,2010-588768-1-47-8,abstain,kscm_party,
1005,2010-588768-1-470-7,yes,nk_party,
1005,2010-588768-1-1-1,yes,kdu-csl_party,
1005,2010-588768-1-470-3,yes,nk_party,
1005,2010-588768-1-901-1,no,nk_party,
1005,2010-588768-1-901-5,abstain,nk_party,
1005,2010-588768-1-470-1,yes,nk_party,
1005,2010-588768-1-470-8,yes,nk_party,
1005,2010-588768-1-47-1,yes,kscm_party,
1005,2010-588768-1-901-8,abstain,nk_party,
1005,2010-588768-1-470-2,yes,stan_party,
1005,2010-588768-1-1-2,yes,kdu-csl_party,
1005,2010-588768-1-47-3,yes,kscm_party,
1005,2010-588768-1-47-2,yes,kscm_party,
1005,2010-588768-1-470-4,yes,nk_party,
1005,2010-588768-1-167-2,yes,hnpd_party,
1005,2010-588768-1-901-3,no,nk_party,
1005,2010-588768-1-901-2,no,nk_party,
1005,2010-588768-1-47-8,abstain,kscm_party,
1006,2010-588768-1-470-7,yes,nk_party,
1006,2010-588768-1-1-1,yes,kdu-csl_party,
1006,2010-588768-1-470-3,yes,nk_party,
1006,2010-588768-1-901-1,abstain,nk_party,
1006,2010-588768-1-901-5,abstain,nk_party,
1006,2010-588768-1-470-1,yes,nk_party,
1006,2010-588768-1-470-8,yes,nk_party,
1006,2010-588768-1-47-1,yes,kscm_party,
1006,2010-588768-1-901-8,abstain,nk_party,
1006,2010-588768-1-470-2,yes,stan_party,
1006,2010-588768-1-1-2,yes,kdu-csl_party,
1006,2010-588768-1-47-3,yes,kscm_party,
1006,2010-588768-1-47-2,yes,kscm_party,
1006,2010-588768-1-470-4,yes,nk_party,
1006,2010-588768-1-167-2,yes,hnpd_party,
1006,2010-588768-1-901-3,abstain,nk_party,
1006,2010-588768-1-901-2,abstain,nk_party,
