vote_event_id,voter_id,option,group_id,
1001,2010-542571-1-901-1,yes,nk_party,
1001,2010-542571-1-119-3,yes,usz_party,
1001,2010-542571-1-119-2,yes,usz_party,
1001,2010-542571-1-53-1,yes,ods_party,
1001,2010-542571-1-53-3,yes,ods_party,
1001,2010-542571-1-7-3,yes,cssd_party,
1001,2010-542571-1-7-1,yes,cssd_party,
1001,2010-542571-1-119-1,yes,usz_party,
1001,2010-542571-1-53-2,yes,ods_party,
1001,2010-542571-1-119-5,yes,usz_party,
1001,2010-542571-1-7-2,yes,cssd_party,
1001,2010-542571-1-902-4,yes,nk_party,
1001,2010-542571-1-901-3,yes,nk_party,
1001,2010-542571-1-901-2,yes,nk_party,
1001,2010-542571-1-53-4,yes,ods_party,
1001,2010-542571-1-7-5,abstain,cssd_party,
1002,2010-542571-1-901-1,yes,nk_party,
1002,2010-542571-1-119-3,yes,usz_party,
1002,2010-542571-1-119-2,abstain,usz_party,
1002,2010-542571-1-53-1,yes,ods_party,
1002,2010-542571-1-53-3,yes,ods_party,
1002,2010-542571-1-7-3,yes,cssd_party,
1002,2010-542571-1-7-1,yes,cssd_party,
1002,2010-542571-1-119-1,yes,usz_party,
1002,2010-542571-1-53-2,yes,ods_party,
1002,2010-542571-1-119-5,yes,usz_party,
1002,2010-542571-1-7-2,yes,cssd_party,
1002,2010-542571-1-902-4,yes,nk_party,
1002,2010-542571-1-901-3,yes,nk_party,
1002,2010-542571-1-901-2,yes,nk_party,
1002,2010-542571-1-53-4,yes,ods_party,
1002,2010-542571-1-7-5,abstain,cssd_party,
1003,2010-542571-1-901-1,yes,nk_party,
1003,2010-542571-1-119-3,yes,usz_party,
1003,2010-542571-1-119-2,yes,usz_party,
1003,2010-542571-1-53-1,yes,ods_party,
1003,2010-542571-1-53-3,yes,ods_party,
1003,2010-542571-1-7-3,yes,cssd_party,
1003,2010-542571-1-7-1,yes,cssd_party,
1003,2010-542571-1-119-1,yes,usz_party,
1003,2010-542571-1-53-2,yes,ods_party,
1003,2010-542571-1-119-5,yes,usz_party,
1003,2010-542571-1-7-2,yes,cssd_party,
1003,2010-542571-1-902-4,yes,nk_party,
1003,2010-542571-1-901-3,yes,nk_party,
1003,2010-542571-1-901-2,yes,nk_party,
1003,2010-542571-1-53-4,abstain,ods_party,
1003,2010-542571-1-7-5,abstain,cssd_party,
1004,2010-542571-1-901-1,abstain,nk_party,
1004,2010-542571-1-119-3,yes,usz_party,
1004,2010-542571-1-119-2,yes,usz_party,
1004,2010-542571-1-53-1,yes,ods_party,
1004,2010-542571-1-53-3,yes,ods_party,
1004,2010-542571-1-7-3,yes,cssd_party,
1004,2010-542571-1-7-1,yes,cssd_party,
1004,2010-542571-1-119-1,yes,usz_party,
1004,2010-542571-1-53-2,yes,ods_party,
1004,2010-542571-1-119-5,yes,usz_party,
1004,2010-542571-1-7-2,yes,cssd_party,
1004,2010-542571-1-902-4,yes,nk_party,
1004,2010-542571-1-901-3,yes,nk_party,
1004,2010-542571-1-901-2,yes,nk_party,
1004,2010-542571-1-53-4,yes,ods_party,
1004,2010-542571-1-7-5,abstain,cssd_party,
1005,2010-542571-1-901-1,yes,nk_party,
1005,2010-542571-1-119-3,yes,usz_party,
1005,2010-542571-1-119-2,yes,usz_party,
1005,2010-542571-1-53-1,yes,ods_party,
1005,2010-542571-1-53-3,abstain,ods_party,
1005,2010-542571-1-7-3,yes,cssd_party,
1005,2010-542571-1-7-1,yes,cssd_party,
1005,2010-542571-1-119-1,yes,usz_party,
1005,2010-542571-1-53-2,yes,ods_party,
1005,2010-542571-1-119-5,yes,usz_party,
1005,2010-542571-1-7-2,yes,cssd_party,
1005,2010-542571-1-902-4,yes,nk_party,
1005,2010-542571-1-901-3,yes,nk_party,
1005,2010-542571-1-901-2,yes,nk_party,
1005,2010-542571-1-53-4,yes,ods_party,
1005,2010-542571-1-7-5,abstain,cssd_party,
1006,2010-542571-1-901-1,yes,nk_party,
1006,2010-542571-1-119-3,yes,usz_party,
1006,2010-542571-1-119-2,yes,usz_party,
1006,2010-542571-1-53-1,yes,ods_party,
1006,2010-542571-1-53-3,yes,ods_party,
1006,2010-542571-1-7-3,yes,cssd_party,
1006,2010-542571-1-7-1,yes,cssd_party,
1006,2010-542571-1-119-1,yes,usz_party,
1006,2010-542571-1-53-2,abstain,ods_party,
1006,2010-542571-1-119-5,yes,usz_party,
1006,2010-542571-1-7-2,yes,cssd_party,
1006,2010-542571-1-902-4,yes,nk_party,
1006,2010-542571-1-901-3,yes,nk_party,
1006,2010-542571-1-901-2,yes,nk_party,
1006,2010-542571-1-53-4,yes,ods_party,
