id,name,organization:party,organization:affiliation,organization:list,
2010-566934-1-902-2,Bureš Otta,nk_party,bezpp_affiliation,902_list,
2010-566934-1-901-2,Cagaš Pavel,nk_party,bezpp_affiliation,901_list,
2010-566934-1-902-1,Fleischmann Josef MUDr.,nk_party,bezpp_affiliation,902_list,
2010-566934-1-901-4,Jandík Vladimír,nk_party,bezpp_affiliation,901_list,
2010-566934-1-903-1,Kubelka Jaromír,nk_party,bezpp_affiliation,903_list,
2010-566934-1-905-2,Kuklová Marcela,nk_party,bezpp_affiliation,905_list,
2010-566934-1-47-2,Moravčíková Libuše,kscm_party,kscm_affiliation,47_list,
2010-566934-1-903-8,Svoboda Jaroslav,nk_party,bezpp_affiliation,903_list,
2010-566934-1-903-5,Tempel Petr,nk_party,bezpp_affiliation,903_list,
2010-566934-1-903-2,Ulke Jiří Mgr.,nk_party,bezpp_affiliation,903_list,
2010-566934-1-904-1,Vítek Vlastimil,nk_party,bezpp_affiliation,904_list,
