"id","legislative_session:number","motion:title","number","result","start_date","start_time"
"17zmh_2009/h041","17","73. EUROPA CUP 2011 - konání mezin.flor.soutìe","41","SCHVÁLENO","22.6.2009","14:32:15"
"17zmh_2009/h042","17","29. Zámìr prodeje objektu è.p. 1511 ul.Horymírova","42","SCHVÁLENO","22.6.2009","14:33:51"
"17zmh_2009/h044","17","30. Prodej nemovitostí na ul. Široká 3 a Široká 4","44","SCHVÁLENO","22.6.2009","15:25:03"
"17zmh_2009/h045","17","31. Smìna pozemkù se spoleèností Dukla Industrial","45","SCHVÁLENO","22.6.2009","15:26:07"
"17zmh_2009/h046","17","33. Navıšení kup. c. za pozemek parc. è. 2592/22","46","SCHVÁLENO","22.6.2009","15:33:36"
"17zmh_2009/h047","17","34. Zmìna kupní ceny za pozemky","47","SCHVÁLENO","22.6.2009","15:34:29"
"17zmh_2009/h048","17","35. Bezúplatnı pøevod pozemkù k.ú. Pr. Suchá","48","SCHVÁLENO","22.6.2009","15:35:05"
"17zmh_2009/h049","17","36. Bezúplatnı pøevod pozemkù k. ú. Dolní Suchá","49","SCHVÁLENO","22.6.2009","15:35:45"
"17zmh_2009/h050","17","37. Úplatnı pøevod pozemku parc. è. 2516/7","50","SCHVÁLENO","22.6.2009","15:36:26"
"17zmh_2009/h051","17","38. Zmìny pod. vypoøádání,pro úèely vıst.cyklost.","51","SCHVÁLENO","22.6.2009","15:36:59"
"17zmh_2009/h052","17","39. Smluvní vztahy pro úèely vıstavby cyklostezek","52","SCHVÁLENO","22.6.2009","15:37:39"
"17zmh_2009/h053","17","40. Bezúplatnı pøevod pozemku parc. è. 3875","53","SCHVÁLENO","22.6.2009","15:38:15"
"17zmh_2009/h054","17","41. Narovnání vlast. vztahu k pozemku pod gará.","54","SCHVÁLENO","22.6.2009","15:38:46"
"17zmh_2009/h055","17","42. Narovnání vlastnickıch vztahù","55","SCHVÁLENO","22.6.2009","15:39:21"
"17zmh_2009/h056","17","43. Odstoupení od závazku darovat spoluvlast.poz.","56","SCHVÁLENO","22.6.2009","15:40:01"
"17zmh_2009/h057","17","44. Smluvní vztahy pro úèely stavby","57","SCHVÁLENO","22.6.2009","15:42:44"
"17zmh_2009/h058","17","45. Smluvní vztahy pro úèely realizace stavby","58","SCHVÁLENO","22.6.2009","15:45:14"
"17zmh_2009/h059","17","46. Vıkup èásti pozemku, k.ú. Dolní Suchá","59","SCHVÁLENO","22.6.2009","15:45:51"
"17zmh_2009/h060","17","47. Vıkup pozemku parc. è. 1642/5, k. ú. Šumbark","60","SCHVÁLENO","22.6.2009","15:46:27"
"17zmh_2009/h061","17","48. Vıkup èástí pozemkù k.ú. Bludovice","61","SCHVÁLENO","22.6.2009","15:47:02"
"17zmh_2009/h062","17","49. Vyøazení dlouhodobého hmotného majetku","62","SCHVÁLENO","22.6.2009","15:47:32"
"17zmh_2009/h063","17","50. Zásady spolupráce pøi rozvoji Areálu Dukla","63","SCHVÁLENO","22.6.2009","16:52:31"
"17zmh_2009/h064","17","51. Informace o skuteèném stavu podanıch ádostí","64","SCHVÁLENO","22.6.2009","16:53:30"
"17zmh_2009/h065","17","52. Integrovanı plán rozvoje statutárního mìsta","65","SCHVÁLENO","22.6.2009","16:54:06"
"17zmh_2009/h066","17","53. Dotace z Integrovaného operaèního programu","66","SCHVÁLENO","22.6.2009","16:54:43"
"17zmh_2009/h067","17","54. Pøíspìvek mìsta pro Sdruení pro pøeloku","67","SCHVÁLENO","22.6.2009","16:58:48"
"17zmh_2009/h068","17","55. Rozhodnutí o poøízení zmìny Územního plánu","68","SCHVÁLENO","22.6.2009","16:59:26"
"17zmh_2009/h069","17","56. Zadání zmìny è.14 územ. plánu mìsta Havíøova","69","SCHVÁLENO","22.6.2009","16:59:58"
"17zmh_2009/h070","17","57. Informace o prùbìhu veøejné zakázky","70","SCHVÁLENO","22.6.2009","17:00:41"
"17zmh_2009/h071","17","58. Vıjimka z nejnišího poètu ákù","71","SCHVÁLENO","22.6.2009","17:01:19"
"17zmh_2009/h072","17","59. Zapojení schválené neinvestièní rozpoè.rezer.","72","SCHVÁLENO","22.6.2009","17:01:56"
"17zmh_2009/h073","17","60. Sníení pøíspìvku na provoz","73","SCHVÁLENO","22.6.2009","17:02:34"
"17zmh_2009/h074","17","61. Rozpis vıdajù OŠK v souladu s návrhem úprav","74","SCHVÁLENO","22.6.2009","17:04:56"
"17zmh_2009/h075","17","62. Poskytnutí investièní dotace na rok 2009","75","SCHVÁLENO","22.6.2009","17:09:28"
"17zmh_2009/h079","17","63. Zvıšení dotace Slavii Havíøov pro odd. volejb","79","SCHVÁLENO","22.6.2009","17:39:20"
"17zmh_2009/h080","17","64. Poskytnutí dotací z vıdajové èásti OJ 10","80","SCHVÁLENO","22.6.2009","17:40:12"
"17zmh_2009/h081","17","65. Poskytnutí dotací z rozpoètu mìsta Havíøova","81","SCHVÁLENO","22.6.2009","17:40:53"
"17zmh_2009/h082","17","66. Poskytnutí dotace Øímskokatolické farnosti","82","SCHVÁLENO","22.6.2009","17:41:32"
"17zmh_2009/h083","17","67. ádost neziskové organizace","83","SCHVÁLENO","22.6.2009","17:42:17"
"17zmh_2009/h084","17","68. Písemnost adresovaná ZMH","84","SCHVÁLENO","22.6.2009","17:43:01"
"17zmh_2009/h085","17","69. Poskytnutí bezúroèné pùjèky","85","SCHVÁLENO","22.6.2009","17:43:39"
"17zmh_2009/h086","17","70. Pøísedící Okresního soudu v Karviné","86","SCHVÁLENO","22.6.2009","17:44:16"
"17zmh_2009/h087","17","71. Zpráva o prùbìhu valné hromady","87","SCHVÁLENO","22.6.2009","17:44:50"
"17zmh_2009/h088","17","72. Zmìna zástupcù mìsta na valnıch hromadách","88","SCHVÁLENO","22.6.2009","17:45:25"
"17zmh_2009/h089","17","74. Èerpání z Fondu pro zvıšení bezpeènosti","89","SCHVÁLENO","22.6.2009","17:52:06"
"17zmh_2009/h090","17","75. Informativní zpráva o dani z nemovitostí","90","SCHVÁLENO","22.6.2009","17:57:09"
"17zmh_2009/h091","17","76. Informativní zpráva o èinnosti KV ZMH","91","SCHVÁLENO","22.6.2009","17:58:14"
"17zmh_2009/h092","17","77. Informativní zpráva o èinnosti FV ZMH","92","SCHVÁLENO","22.6.2009","17:58:56"
"17zmh_2009/h093","17","78. Informativní zpráva o èinnosti vedení mìsta","93","SCHVÁLENO","22.6.2009","17:59:32"
"17zmh_2009/h024","17","14. Veøejná soutì na odprodej 9 ks akcií","24","NESCHVÁLENO","22.6.2009","11:50:26"
"16zmh_2009/h001","16","01. Schválení pøedsednictva 16.ZMH dne 27.4.2009","1","SCHVÁLENO","27.4.2009","8:08:08"
"16zmh_2009/h002","16","Vıjimka z Jednacího øádu ZMH","2","SCHVÁLENO","27.4.2009","8:09:39"
"16zmh_2009/h003","16","02. Schválení programu 16.ZMH dne 27.4.2009","3","SCHVÁLENO","27.4.2009","8:10:35"
"16zmh_2009/h004","16","03. Schválení ovìøovatelù zápisu ze 16. ZMH","4","SCHVÁLENO","27.4.2009","8:12:06"
"16zmh_2009/h005","16","04. Investièní akce Domov seniorù","5","SCHVÁLENO","27.4.2009","9:06:04"
"15zmh_2009/h001","15","01. Schválení pøedsednictva 15.zasedání ZMH","1","SCHVÁLENO","23.3.2009","8:08:58"
"15zmh_2009/h005","15","02. Schválení programu 15.zasedání ZMH","5","SCHVÁLENO","23.3.2009","8:16:37"
"15zmh_2009/h006","15","03. Schválení ovìøovatelù zápisu z 15. ZMH","6","SCHVÁLENO","23.3.2009","8:19:17"
"15zmh_2009/h009","15","05. Kontrola plnìní usnesení ZMH","9","SCHVÁLENO","23.3.2009","8:35:09"
"15zmh_2009/h010","15","06. Plnìní rozpoètu mìsta Havíøova 2008","10","SCHVÁLENO","23.3.2009","8:41:11"
"15zmh_2009/h011","15","07. Vyúètování hospodaøení zøízenıch pøísp.organ.","11","SCHVÁLENO","23.3.2009","9:01:39"
"15zmh_2009/h013","15","08. Ukazatel dluhové sluby za rok 2008","13","SCHVÁLENO","23.3.2009","10:19:18"
"15zmh_2009/h014","15","09. Návrh úprav rozpoètu I. na rok 2009","14","SCHVÁLENO","23.3.2009","10:21:03"
"15zmh_2009/h015","15","10. Seznam pro mìsto potøebnıch akcí OIV, OŠK","15","SCHVÁLENO","23.3.2009","11:10:34"
"15zmh_2009/h016","15","11. Úprava rozpisu závazného ukazatele vıdajù","16","SCHVÁLENO","23.3.2009","11:27:20"
"15zmh_2009/h017","15","13. Zámìr prodeje èásti pozemku parc.è. 1358/5","17","SCHVÁLENO","23.3.2009","11:28:25"
"15zmh_2009/h019","15","14. Zámìr prodeje nemovitostí ul. Široká 3 a 4","19","SCHVÁLENO","23.3.2009","11:55:56"
"15zmh_2009/h020","15","15. Prodej pozemku parc.è. 3828/1,","20","SCHVÁLENO","23.3.2009","11:56:46"
"15zmh_2009/h021","15","16. Prodej èásti pozemku parc.è. 2720","21","SCHVÁLENO","23.3.2009","11:57:28"
"15zmh_2009/h022","15","17. Prodeje pozemkù pod garáemi","22","SCHVÁLENO","23.3.2009","11:58:00"
"15zmh_2009/h023","15","18. Smìna èásti pozemku parc. è. 1358/5","23","SCHVÁLENO","23.3.2009","11:58:38"
"15zmh_2009/h024","15","19. Darování èásti pozemku parc. è. 1315/2","24","SCHVÁLENO","23.3.2009","11:59:10"
"15zmh_2009/h025","15","20. Úprava textu usnesení è. 778/14/ZM/09","25","SCHVÁLENO","23.3.2009","11:59:42"
"15zmh_2009/h026","15","21. Vıkup èásti pozemku parc.è. 232,","26","SCHVÁLENO","23.3.2009","12:00:18"
"15zmh_2009/h027","15","22. Vıkup pozemku parc. è. 596/13,","27","SCHVÁLENO","23.3.2009","12:00:53"
"15zmh_2009/h028","15","23. Vıkup pozemkù k.ú. Dolní Datynì","28","SCHVÁLENO","23.3.2009","12:01:23"
"15zmh_2009/h029","15","24. &quot; Splašková kanalizace mìsta Havíøova","29","SCHVÁLENO","23.3.2009","12:02:08"
"15zmh_2009/h030","15","25. &quot;Rekonstrukce velkého rondelu","30","SCHVÁLENO","23.3.2009","14:06:53"
"15zmh_2009/h031","15","26. Narovnání vlast vztahù k pozemku parc. 2280/1","31","SCHVÁLENO","23.3.2009","14:07:35"
"15zmh_2009/h032","15","27. Pøedání majetku mìsta ZŠ M. Kudeøíkové","32","SCHVÁLENO","23.3.2009","14:08:15"
"15zmh_2009/h033","15","28. Pøedání movitého majetku mìsta SSRZ","33","SCHVÁLENO","23.3.2009","14:08:50"
"15zmh_2009/h034","15","29. Pøevod sil. III/4744 ul. Hornosušská","34","SCHVÁLENO","23.3.2009","14:09:26"
"15zmh_2009/h035","15","30. Zmìna èásti usnesení ZMH- 760/14/ZM/09","35","SCHVÁLENO","23.3.2009","14:10:26"
"15zmh_2009/h036","15","31. Koncepce rozvoje dopravní infrastruktury","36","SCHVÁLENO","23.3.2009","14:12:37"
"15zmh_2009/h037","15","32. Rozhodnutí o poøízení zmìny Územního plánu","37","SCHVÁLENO","23.3.2009","14:13:17"
"15zmh_2009/h038","15","33. Informace o odmítnutí návrhu na poøízení zmìn","38","SCHVÁLENO","23.3.2009","14:14:01"
"15zmh_2009/h039","15","34. Vyøazení a nákup sluebních vozidel","39","SCHVÁLENO","23.3.2009","14:15:14"
"15zmh_2009/h040","15","35. Návrh obecnì závaznì vyhlášky","40","SCHVÁLENO","23.3.2009","14:16:12"
"15zmh_2009/h042-1","15","36. Informace o sankèních opatøeních","41","SCHVÁLENO","23.3.2009","14:24:58"
"15zmh_2009/h042-2","15","15.zasedání Zastupitelstva mìsta Havíøova   36. Informace o sankèních opatøeních","42","SCHVÁLENO","23.3.2009","14:25:29"
"15zmh_2009/h043","15","37. Dotace z Integrovaného operaèního programu","43","SCHVÁLENO","23.3.2009","14:26:10"
"15zmh_2009/h044","15","38. Informativní zpráva o skuteèném stavu ádostí","44","SCHVÁLENO","23.3.2009","14:38:41"
"15zmh_2009/h045","15","39. Vyúètování poskytnutıch dotací z rozpoètu","45","SCHVÁLENO","23.3.2009","14:39:23"
"15zmh_2009/h046","15","40. Havíøovská hokejová spoleènost s.r.o.","46","SCHVÁLENO","23.3.2009","15:12:56"
"15zmh_2009/h047","15","41. HC Havíøov Panthers, obèanské sdruení","47","SCHVÁLENO","23.3.2009","15:31:13"
"15zmh_2009/h048","15","42. Návrh na poskytnutí dotací","48","SCHVÁLENO","23.3.2009","15:33:35"
"15zmh_2009/h049","15","43. Pøijetí finanèního daru od spol. KIMEX CASINO","49","SCHVÁLENO","23.3.2009","15:35:20"
"15zmh_2009/h050","15","44. Pøevod akcií obchodní spoleènosti KIC Odpady,","50","SCHVÁLENO","23.3.2009","15:52:12"
"15zmh_2009/h051","15","45. Zástupce mìsta v obchod. spol. KIC Odpady","51","SCHVÁLENO","23.3.2009","15:53:12"
"15zmh_2009/h052","15","46. Volba pøísedících Okresního soudu v Karviné","52","SCHVÁLENO","23.3.2009","15:56:22"
"15zmh_2009/h053","15","47. Technické sluby Havíøov a.s. - nákup akcií","53","SCHVÁLENO","23.3.2009","15:56:59"
"15zmh_2009/h054","15","48. Informativní zpráva o pohledávkách mìsta","54","SCHVÁLENO","23.3.2009","15:57:42"
"15zmh_2009/h055","15","49. Návrh na zmìnu zøiz. listiny Domov seniorù","55","SCHVÁLENO","23.3.2009","15:58:26"
"15zmh_2009/h056","15","52. Informativní zpráva o prùbìhu pøípravy akce","56","SCHVÁLENO","23.3.2009","15:59:13"
"15zmh_2009/h057","15","53. Informativní zpráva z úèasti REGIONTOUR 2009","57","SCHVÁLENO","23.3.2009","15:59:58"
"15zmh_2009/h058","15","54. Informativní zpráva o èinnosti KV","58","SCHVÁLENO","23.3.2009","16:00:39"
"15zmh_2009/h059","15","55. Informativní zpráva o èinnosti vedení mìsta","59","SCHVÁLENO","23.3.2009","16:04:58"
"14zmh_2009/h001","14","01. Schválení pøedsednictva 14.zasedání ZMH","1","SCHVÁLENO","26.1.2009","8:05:45"
"14zmh_2009/h002","14","02. Schválení programu 14.zasedání ZMH","2","SCHVÁLENO","26.1.2009","8:10:20"
"14zmh_2009/h003","14","03. Schválení ovìøovatelù zápisu z 14.ZMH","3","SCHVÁLENO","26.1.2009","8:12:27"
"14zmh_2009/h004","14","04. Ovìøení zápisu z 13.zasedání ZMH","4","SCHVÁLENO","26.1.2009","8:14:22"
"14zmh_2009/h005","14","05. Kontrola plnìní usnesení ZMH","5","SCHVÁLENO","26.1.2009","8:15:50"
"14zmh_2009/h006","14","06. Návrh úprav rozpoètu VII. na r.2008 - 111-118","6","SCHVÁLENO","26.1.2009","8:16:49"
"14zmh_2009/h007","14","07. Plnìní rozpoètu mìsta Havíøova 01 - 11/2008","7","SCHVÁLENO","26.1.2009","8:17:35"
"14zmh_2009/h008","14","08. Návrh na zhodnocení finanèních prostøedkù mìs","8","SCHVÁLENO","26.1.2009","8:23:34"
"14zmh_2009/h009","14","09. Návrh na úhradu neinvestièních vıdajù obce Ho","9","SCHVÁLENO","26.1.2009","8:45:51"
"14zmh_2009/h010","14","10. Poskytnutí dotace na provoz soukromım MŠ","10","SCHVÁLENO","26.1.2009","8:46:35"
"14zmh_2009/h011","14","11. ádost o finanèní podporu v rámci dotaèního","11","SCHVÁLENO","26.1.2009","8:47:20"
"14zmh_2009/h015","14","14. Informativní zpráva o skuteèném stavu podanıc","15","SCHVÁLENO","26.1.2009","9:38:10"
"14zmh_2009/h017","14","12. Opatøení obecné povahy - Zmìna è.13 územního","17","SCHVÁLENO","26.1.2009","10:11:34"
"14zmh_2009/h018","14","13. Rozhodnutí o poøízení zmìny Územního plánu mì","18","SCHVÁLENO","26.1.2009","10:15:38"
"14zmh_2009/h019","14","41. Vyhodnocení stavu veøejného poøádku","19","SCHVÁLENO","26.1.2009","10:28:47"
"14zmh_2009/h020","14","15. Integrovanı plán rozvoje mìsta - Regionální o","20","SCHVÁLENO","26.1.2009","10:43:42"
"14zmh_2009/h021","14","16. ádost o dotaci z OPP - Prioritní osa 3 - Ud","21","SCHVÁLENO","26.1.2009","10:45:13"
"14zmh_2009/h022","14","17. Prodej podílù na pozemcích parc.è. 701, 720,","22","SCHVÁLENO","26.1.2009","10:47:46"
"14zmh_2009/h023","14","18. Pøidìlení konkrétního obecního bytu - T.Novot","23","SCHVÁLENO","26.1.2009","10:48:22"
"14zmh_2009/h024","14","19. Zámìr prodeje pozemku parc.è. 3897/2, k.ú. Ha","24","SCHVÁLENO","26.1.2009","10:48:58"
"14zmh_2009/h025","14","20. Zámìr prodeje èástí pozemkù parc.è. 4306/1, 4","25","SCHVÁLENO","26.1.2009","10:49:32"
"14zmh_2009/h026","14","21. Zámìr prodeje èásti pozemku parc.è. 2720, k.ú","26","SCHVÁLENO","26.1.2009","10:50:05"
"14zmh_2009/h027","14","22. Zámìr prodeje pozemkù pod garáemi","27","SCHVÁLENO","26.1.2009","10:50:34"
"14zmh_2009/h028","14","23. Zámìr smìnit èást pozemku v majetku mìsta,","28","SCHVÁLENO","26.1.2009","10:51:12"
"14zmh_2009/h029","14","24. Zámìr darovat èásti pozemku parc. è. 1315/2","29","SCHVÁLENO","26.1.2009","10:51:49"
"14zmh_2009/h030","14","25. Prodej pozemku parc.è. 1064/14, k.ú. Bludovi","30","SCHVÁLENO","26.1.2009","10:52:26"
"14zmh_2009/h031","14","26. Prodej pozemku parc.è. 1475/2, k.ú. Šumbark","31","SCHVÁLENO","26.1.2009","10:53:01"
"14zmh_2009/h032","14","27. Prodej èásti pozemku parc.è. 293, k.ú. Bludov","32","SCHVÁLENO","26.1.2009","10:53:33"
"14zmh_2009/h033","14","28. Prodej èástí pozemkù parc.è. 1973/1 a 1972/2,","33","SCHVÁLENO","26.1.2009","10:54:04"
"14zmh_2009/h034","14","29. Prodej èásti pozemku parc.è. 3737, k.ú. Havíø","34","SCHVÁLENO","26.1.2009","10:54:36"
"14zmh_2009/h035","14","30. Prodej èástí pozemkù parc.è. 944/387 a parc.è","35","SCHVÁLENO","26.1.2009","10:55:11"
"14zmh_2009/h036","14","31. Prodej pozemku pod garáí","36","SCHVÁLENO","26.1.2009","10:55:39"
"14zmh_2009/h037","14","32. Smìna pozemkù s Církevním støediskem volného","37","SCHVÁLENO","26.1.2009","10:56:19"
"14zmh_2009/h038","14","33. Vypoøádání podílového spoluvlastnictví pozemk","38","SCHVÁLENO","26.1.2009","10:56:55"
"14zmh_2009/h039","14","34. Prodlouení termínu pro uzavøení kupní smlouv","39","SCHVÁLENO","26.1.2009","10:57:31"
"14zmh_2009/h040","14","35. Pøijetí daru pozemku parc. è. 1326/3, k.ú. Bl","40","SCHVÁLENO","26.1.2009","10:58:09"
"14zmh_2009/h041","14","36. Odkoupení pozemku parc. è. 2154/4, k. ú. Šumb","41","SCHVÁLENO","26.1.2009","11:01:13"
"14zmh_2009/h042","14","37. Vıkup èásti pozemku parc. è. 2809/18, k.ú. Bl","42","SCHVÁLENO","26.1.2009","11:01:48"
"14zmh_2009/h043","14","38. Dar pozemkù k.ú. Šumbark, pro úèely realizace","43","SCHVÁLENO","26.1.2009","11:02:27"
"14zmh_2009/h044","14","39. Plán financování obnovy vodovodù a kanalizací","44","SCHVÁLENO","26.1.2009","11:07:46"
"14zmh_2009/h045","14","40. Obecnì závazná vyhláška è. ../2009","45","SCHVÁLENO","26.1.2009","11:08:42"
"14zmh_2009/h046","14","42. Návrhy 54 kandidátù na pøísedící OS Karviná","46","SCHVÁLENO","26.1.2009","11:11:53"
"14zmh_2009/h047","14","43. Technické sluby Havíøov a.s. - akcie","47","SCHVÁLENO","26.1.2009","11:15:52"
"14zmh_2009/h048","14","44. Zpráva o prùbìhu valné hromady SmVaK","48","SCHVÁLENO","26.1.2009","11:16:26"
"14zmh_2009/h049","14","45. Informativní zpráva o èinnosti KV ZMH","49","SCHVÁLENO","26.1.2009","11:17:18"
"14zmh_2009/h050","14","46. Informativní zpráva o èinnosti vedení mìsta","50","SCHVÁLENO","26.1.2009","11:17:56"
"13zmh_2008/h001","13","01. Schválení pøedsednictva 13.zasedání ZMH","1","SCHVÁLENO","15.12.2008","8:11:10"
"13zmh_2008/h002","13","02. Schválení programu 13.zasedání ZMH","2","SCHVÁLENO","15.12.2008","8:15:56"
"13zmh_2008/h003","13","03. Schválení ovìøovatelù zápisu z 13.ZMH","3","SCHVÁLENO","15.12.2008","8:17:42"
"13zmh_2008/h004","13","04. Ovìøení zápisu z 12.zasedání ZMH","4","SCHVÁLENO","15.12.2008","8:19:24"
"13zmh_2008/h005","13","05. Kontrola plnìní usnesení ZMH","5","SCHVÁLENO","15.12.2008","8:20:53"
"13zmh_2008/h008","13","06. Obecnì závazná vyhláška, kterou se mìní OZV","8","SCHVÁLENO","15.12.2008","8:49:22"
"13zmh_2008/h009","13","07. Sníení pøíspìvku na provoz a pøevedení","9","SCHVÁLENO","15.12.2008","8:50:12"
"13zmh_2008/h010","13","08. Reijní náklady a náklady na dopravu spojené","10","SCHVÁLENO","15.12.2008","8:50:52"
"13zmh_2008/h011","13","09. ádost TJ Start Havíøov o zmìnu procentuálního","11","SCHVÁLENO","15.12.2008","8:51:41"
"13zmh_2008/h012","13","10. Poskytnutí dotací z vıdajové èásti OJ 10 - &quot;O","12","SCHVÁLENO","15.12.2008","8:52:24"
"13zmh_2008/h013","13","11. Mìstskı program prevence kriminality na r2009","13","SCHVÁLENO","15.12.2008","8:53:00"
"13zmh_2008/h014","13","12. Zapojení schválené neinvestièní rozpoètové re","14","SCHVÁLENO","15.12.2008","8:53:42"
"13zmh_2008/h015","13","13. Návrh úprav rozpoètu VI. na rok 2008 - rozpoè","15","SCHVÁLENO","15.12.2008","8:54:23"
"13zmh_2008/h016","13","14. Rozpoèet mìsta Havíøova na rok 2009","16","SCHVÁLENO","15.12.2008","9:14:35"
"13zmh_2008/h017","13","15. Hospodáøská èinnost mìsta Havíøova - návrh","17","SCHVÁLENO","15.12.2008","9:24:39"
"13zmh_2008/h018","13","16. Rozpoètovı vıhled mìsta Havíøova na 2009-2013","18","SCHVÁLENO","15.12.2008","9:42:54"
"13zmh_2008/h019","13","19. Seznam pro mìsto potøebnıch investièních akcí","19","SCHVÁLENO","15.12.2008","10:05:56"
"13zmh_2008/h020","13","17. Plnìní rozpoètu mìsta Havíøova 01-10/2009","20","SCHVÁLENO","15.12.2008","10:35:19"
"13zmh_2008/h021","13","18. Rozpoèet vıdajù na investièní akce a opravy","21","SCHVÁLENO","15.12.2008","10:38:39"
"13zmh_2008/h022","13","20. Zámìr prodeje èásti pozemku parc.è. 3737, k.ú","22","SCHVÁLENO","15.12.2008","10:39:20"
"13zmh_2008/h023","13","21. Zámìr prodeje pozemku parc.è. 1475/2, k.ú. Šu","23","SCHVÁLENO","15.12.2008","10:39:58"
"13zmh_2008/h024","13","22. Zámìr prodeje èástí pozemkù parc.è. 944/387 a","24","SCHVÁLENO","15.12.2008","10:40:30"
"13zmh_2008/h025","13","23. Zámìr prodeje èástí pozemkù parc.è. 1973/1 a","25","SCHVÁLENO","15.12.2008","10:41:01"
"13zmh_2008/h026","13","24. Zámìr prodeje pozemku pod garáí","26","SCHVÁLENO","15.12.2008","10:41:34"
"13zmh_2008/h027","13","25. Zámìr prodeje èásti pozemku parc.è. 293, k.ú.","27","SCHVÁLENO","15.12.2008","10:42:10"
"13zmh_2008/h029","13","26. Zámìr smìny nebo prodeje pozemkù Církevnímu s","29","SCHVÁLENO","15.12.2008","10:51:57"
"13zmh_2008/h030","13","27. Zámìr smìny pozemkù se spoleèností Dukla Indu","30","SCHVÁLENO","15.12.2008","10:52:38"
"13zmh_2008/h031","13","28. Zámìr darovat èásti pozemkù k.ú. Šumbark, pro","31","SCHVÁLENO","15.12.2008","10:53:33"
"13zmh_2008/h032","13","29. Prodej èásti pozemku parc.è. 2775, k.ú. Haví","32","SCHVÁLENO","15.12.2008","10:54:04"
"13zmh_2008/h033","13","30. Prodej èásti pozemku parc.è. 2173/1, k.ú. Hav","33","SCHVÁLENO","15.12.2008","10:54:41"
"13zmh_2008/h034","13","31. Prodej èásti pozemku parc.è. 1414/7, k.ú. Bl","34","SCHVÁLENO","15.12.2008","10:55:12"
"13zmh_2008/h035","13","32. Prodeje pozemkù - garáe","35","SCHVÁLENO","15.12.2008","10:55:42"
"13zmh_2008/h036","13","33. Prodeje pozemkù pod garáemi","36","SCHVÁLENO","15.12.2008","10:56:10"
"13zmh_2008/h037","13","34. Prodej pozemku parc.è. 2366/4, k.ú. Dolní Suc","37","SCHVÁLENO","15.12.2008","11:06:53"
"13zmh_2008/h038","13","35. Prodlouení termínu pro uzavøení kupní smlouv","38","SCHVÁLENO","15.12.2008","11:07:29"
"13zmh_2008/h039","13","36. Darování pozemkù v k.ú. Bludovice, zastavìnı","39","SCHVÁLENO","15.12.2008","11:08:07"
"13zmh_2008/h040","13","37. Smìna pozemkù v rámci stavby &quot;Regenerace pan","40","SCHVÁLENO","15.12.2008","11:08:42"
"13zmh_2008/h041","13","38. Prodej nemovitostí Moravskoslezskému kraji","41","SCHVÁLENO","15.12.2008","11:09:15"
"13zmh_2008/h042","13","39. Vypoøádání pozemkù v k.ú. Bludovice, v majetk","42","SCHVÁLENO","15.12.2008","11:27:00"
"13zmh_2008/h043","13","40. Majetkoprávní vypoøádání v rámci investièní a","43","SCHVÁLENO","15.12.2008","11:27:33"
"13zmh_2008/h044","13","41. Pøevod nemovitostí v areálu Dolu Dukla","44","SCHVÁLENO","15.12.2008","11:37:13"
"13zmh_2008/h047","13","42. Nabídka spoleènosti RPG RE Management, s.r.o.","47","SCHVÁLENO","15.12.2008","11:45:31"
"13zmh_2008/h048","13","43. Vıkup pozemku parc.è. 1270/1, k.ú. Bludovice","48","SCHVÁLENO","15.12.2008","11:46:15"
"13zmh_2008/h049","13","44. Vıkup pozemku parc.è. 4276/2, k.ú. Havíøov -","49","SCHVÁLENO","15.12.2008","11:46:48"
"13zmh_2008/h050","13","45. Vıkup pozemkù v souvislosti s vıstavbou cyklo","50","SCHVÁLENO","15.12.2008","11:47:20"
"13zmh_2008/h051","13","46. Vıkup pozemkù k.ú. Bludovice, pro úèely sta","51","SCHVÁLENO","15.12.2008","11:47:52"
"13zmh_2008/h054","13","48. Svìøení majetku (movitého i nemovitého) pøísp","54","SCHVÁLENO","15.12.2008","11:56:36"
"13zmh_2008/h055","13","49. Odstranìní staveb ve sportovním areálu v Haví","55","SCHVÁLENO","15.12.2008","11:57:13"
"13zmh_2008/h056","13","50. PETICE obèanù mìsta Havíøova za zajištìní och","56","SCHVÁLENO","15.12.2008","12:03:21"
"13zmh_2008/h057","13","51. Rozhodnutí o poøízení zmìny Územního plánu Ha","57","SCHVÁLENO","15.12.2008","12:23:33"
"13zmh_2008/h058","13","52. Zrušení usnesení o vydání opatøení obecné pov","58","SCHVÁLENO","15.12.2008","12:50:45"
"13zmh_2008/h059","13","53. SmVaK - informace o konání valné hromady","59","SCHVÁLENO","15.12.2008","12:51:33"
"13zmh_2008/h060","13","54. OØ/13/EO/08 - &quot;Poskytnutí úvìru ve vıši 150","60","SCHVÁLENO","15.12.2008","12:52:11"
"13zmh_2008/h061","13","55. Návrh na zmìnu zøizovací listiny DSH","61","SCHVÁLENO","15.12.2008","12:52:46"
"13zmh_2008/h062","13","56. Návrh na zmìnu zøizovací listiny MKS","62","SCHVÁLENO","15.12.2008","12:53:20"
"13zmh_2008/h063","13","57. &quot;Havíøov v kvìtech&quot;","63","SCHVÁLENO","15.12.2008","13:16:10"
"13zmh_2008/h064","13","58. Termíny schùzí RMH a zasedání ZMH v roce 2009","64","SCHVÁLENO","15.12.2008","13:17:09"
"13zmh_2008/h065","13","59. Informativní zpráva o soutìi &quot;Obec pøátelsk","65","SCHVÁLENO","15.12.2008","13:18:20"
