vote_event:id,voter:id,option
8-33,"Kalina, Martin",for
8-34,"Kalina, Martin",for
8-35,"Kalina, Martin",for
8-36,"Kalina, Martin",for
8-37,"Kalina, Martin",for
8-38,"Kalina, Martin",for
8-39,"Kalina, Martin",for
8-40,"Kalina, Martin",for
8-41,"Kalina, Martin",for
9-1,"Kalina, Martin",for
9-2,"Kalina, Martin",for
9-3,"Kalina, Martin",for
9-4,"Kalina, Martin",for
9-5,"Kalina, Martin",for
9-6,"Kalina, Martin",for
9-7,"Kalina, Martin",for
9-8,"Kalina, Martin",for
9-9,"Kalina, Martin",for
9-10,"Kalina, Martin",for
9-11,"Kalina, Martin",for
9-12,"Kalina, Martin",for
9-13,"Kalina, Martin",for
9-14,"Kalina, Martin",for
9-15,"Kalina, Martin",for
9-16,"Kalina, Martin",for
9-17,"Kalina, Martin",for
9-18,"Kalina, Martin",for
9-19,"Kalina, Martin",for
9-20,"Kalina, Martin",for
9-21,"Kalina, Martin",for
9-22,"Kalina, Martin",for
9-23,"Kalina, Martin",for
9-24,"Kalina, Martin",for
9-25,"Kalina, Martin",for
9-26,"Kalina, Martin",for
9-27,"Kalina, Martin",for
9-28,"Kalina, Martin",for
9-29,"Kalina, Martin",for
9-30,"Kalina, Martin",for
9-31,"Kalina, Martin",for
9-32,"Kalina, Martin",for
9-33,"Kalina, Martin",for
9-34,"Kalina, Martin",for
9-35,"Kalina, Martin",for
9-36,"Kalina, Martin",for
9-37,"Kalina, Martin",for
9-38,"Kalina, Martin",for
10-1,"Kalina, Martin",for
10-2,"Kalina, Martin",not voting
10-3,"Kalina, Martin",for
10-4,"Kalina, Martin",for
10-5,"Kalina, Martin",for
10-6,"Kalina, Martin",for
10-7,"Kalina, Martin",for
10-8,"Kalina, Martin",for
10-9,"Kalina, Martin",for
10-10,"Kalina, Martin",for
10-11,"Kalina, Martin",for
10-12,"Kalina, Martin",for
10-13,"Kalina, Martin",for
10-14,"Kalina, Martin",for
10-15,"Kalina, Martin",for
10-16,"Kalina, Martin",against
11-1,"Kalina, Martin",absent
11-2,"Kalina, Martin",absent
11-3,"Kalina, Martin",absent
11-4,"Kalina, Martin",absent
11-5,"Kalina, Martin",absent
11-6,"Kalina, Martin",absent
11-7,"Kalina, Martin",absent
11-8,"Kalina, Martin",absent
11-9,"Kalina, Martin",absent
11-10,"Kalina, Martin",absent
11-11,"Kalina, Martin",absent
11-12,"Kalina, Martin",absent
11-13,"Kalina, Martin",absent
11-14,"Kalina, Martin",absent
11-15,"Kalina, Martin",absent
11-16,"Kalina, Martin",absent
8-1,"Kantor, Vladimír",for
8-2,"Kantor, Vladimír",for
8-3,"Kantor, Vladimír",for
8-4,"Kantor, Vladimír",for
8-5,"Kantor, Vladimír",for
8-6,"Kantor, Vladimír",for
8-7,"Kantor, Vladimír",for
8-8,"Kantor, Vladimír",for
8-9,"Kantor, Vladimír",for
8-10,"Kantor, Vladimír",for
8-11,"Kantor, Vladimír",for
8-12,"Kantor, Vladimír",for
8-13,"Kantor, Vladimír",for
8-14,"Kantor, Vladimír",for
8-15,"Kantor, Vladimír",for
8-16,"Kantor, Vladimír",for
8-17,"Kantor, Vladimír",for
8-18,"Kantor, Vladimír",for
8-19,"Kantor, Vladimír",for
8-20,"Kantor, Vladimír",for
8-21,"Kantor, Vladimír",for
8-22,"Kantor, Vladimír",for
8-23,"Kantor, Vladimír",for
8-24,"Kantor, Vladimír",for
8-25,"Kantor, Vladimír",for
8-26,"Kantor, Vladimír",for
8-27,"Kantor, Vladimír",for
8-28,"Kantor, Vladimír",for
8-29,"Kantor, Vladimír",for
8-30,"Kantor, Vladimír",for
8-31,"Kantor, Vladimír",for
8-32,"Kantor, Vladimír",for
8-33,"Kantor, Vladimír",for
8-34,"Kantor, Vladimír",for
8-35,"Kantor, Vladimír",for
8-36,"Kantor, Vladimír",for
8-37,"Kantor, Vladimír",for
8-38,"Kantor, Vladimír",for
8-39,"Kantor, Vladimír",for
8-40,"Kantor, Vladimír",for
8-41,"Kantor, Vladimír",for
9-1,"Kantor, Vladimír",for
9-2,"Kantor, Vladimír",for
9-3,"Kantor, Vladimír",for
9-4,"Kantor, Vladimír",for
9-5,"Kantor, Vladimír",for
9-6,"Kantor, Vladimír",for
9-7,"Kantor, Vladimír",for
9-8,"Kantor, Vladimír",for
9-9,"Kantor, Vladimír",for
9-10,"Kantor, Vladimír",for
9-11,"Kantor, Vladimír",for
9-12,"Kantor, Vladimír",for
9-13,"Kantor, Vladimír",for
9-14,"Kantor, Vladimír",for
9-15,"Kantor, Vladimír",for
9-16,"Kantor, Vladimír",for
9-17,"Kantor, Vladimír",for
9-18,"Kantor, Vladimír",for
9-19,"Kantor, Vladimír",for
9-20,"Kantor, Vladimír",for
9-21,"Kantor, Vladimír",for
9-22,"Kantor, Vladimír",for
9-23,"Kantor, Vladimír",for
9-24,"Kantor, Vladimír",for
9-25,"Kantor, Vladimír",for
9-26,"Kantor, Vladimír",for
9-27,"Kantor, Vladimír",for
9-28,"Kantor, Vladimír",for
9-29,"Kantor, Vladimír",for
9-30,"Kantor, Vladimír",for
9-31,"Kantor, Vladimír",for
9-32,"Kantor, Vladimír",for
9-33,"Kantor, Vladimír",for
9-34,"Kantor, Vladimír",for
9-35,"Kantor, Vladimír",for
9-36,"Kantor, Vladimír",for
9-37,"Kantor, Vladimír",for
9-38,"Kantor, Vladimír",for
10-1,"Kantor, Vladimír",for
10-2,"Kantor, Vladimír",for
10-3,"Kantor, Vladimír",for
10-4,"Kantor, Vladimír",for
10-5,"Kantor, Vladimír",for
10-6,"Kantor, Vladimír",for
10-7,"Kantor, Vladimír",for
10-8,"Kantor, Vladimír",for
10-9,"Kantor, Vladimír",for
10-10,"Kantor, Vladimír",for
10-11,"Kantor, Vladimír",for
10-12,"Kantor, Vladimír",for
10-13,"Kantor, Vladimír",for
10-14,"Kantor, Vladimír",for
10-15,"Kantor, Vladimír",for
10-16,"Kantor, Vladimír",for
11-1,"Kantor, Vladimír",for
11-2,"Kantor, Vladimír",for
11-3,"Kantor, Vladimír",for
11-4,"Kantor, Vladimír",for
11-5,"Kantor, Vladimír",for
11-6,"Kantor, Vladimír",for
11-7,"Kantor, Vladimír",for
11-8,"Kantor, Vladimír",for
11-9,"Kantor, Vladimír",for
11-10,"Kantor, Vladimír",for
11-11,"Kantor, Vladimír",abstain
11-12,"Kantor, Vladimír",for
11-13,"Kantor, Vladimír",for
11-14,"Kantor, Vladimír",for
11-15,"Kantor, Vladimír",for
11-16,"Kantor, Vladimír",for
8-1,"Knotek, Ondøej",for
8-2,"Knotek, Ondøej",for
8-3,"Knotek, Ondøej",for
8-4,"Knotek, Ondøej",for
8-5,"Knotek, Ondøej",for
8-6,"Knotek, Ondøej",for
8-7,"Knotek, Ondøej",for
8-8,"Knotek, Ondøej",for
8-9,"Knotek, Ondøej",for
8-10,"Knotek, Ondøej",for
8-11,"Knotek, Ondøej",for
8-12,"Knotek, Ondøej",for
8-13,"Knotek, Ondøej",for
8-14,"Knotek, Ondøej",for
8-15,"Knotek, Ondøej",for
8-16,"Knotek, Ondøej",for
8-17,"Knotek, Ondøej",for
8-18,"Knotek, Ondøej",for
8-19,"Knotek, Ondøej",for
8-20,"Knotek, Ondøej",for
8-21,"Knotek, Ondøej",for
8-22,"Knotek, Ondøej",for
8-23,"Knotek, Ondøej",for
8-24,"Knotek, Ondøej",for
8-25,"Knotek, Ondøej",for
8-26,"Knotek, Ondøej",for
8-27,"Knotek, Ondøej",for
8-28,"Knotek, Ondøej",for
8-29,"Knotek, Ondøej",for
8-30,"Knotek, Ondøej",for
8-31,"Knotek, Ondøej",for
8-32,"Knotek, Ondøej",for
8-33,"Knotek, Ondøej",for
8-34,"Knotek, Ondøej",for
8-35,"Knotek, Ondøej",for
8-36,"Knotek, Ondøej",for
8-37,"Knotek, Ondøej",for
8-38,"Knotek, Ondøej",for
8-39,"Knotek, Ondøej",for
8-40,"Knotek, Ondøej",for
8-41,"Knotek, Ondøej",for
9-1,"Knotek, Ondøej",for
9-2,"Knotek, Ondøej",for
9-3,"Knotek, Ondøej",for
9-4,"Knotek, Ondøej",for
9-5,"Knotek, Ondøej",for
9-6,"Knotek, Ondøej",for
9-7,"Knotek, Ondøej",for
9-8,"Knotek, Ondøej",for
9-9,"Knotek, Ondøej",for
9-10,"Knotek, Ondøej",for
9-11,"Knotek, Ondøej",for
9-12,"Knotek, Ondøej",for
9-13,"Knotek, Ondøej",for
9-14,"Knotek, Ondøej",for
9-15,"Knotek, Ondøej",for
9-16,"Knotek, Ondøej",for
9-17,"Knotek, Ondøej",for
9-18,"Knotek, Ondøej",for
9-19,"Knotek, Ondøej",for
9-20,"Knotek, Ondøej",for
9-21,"Knotek, Ondøej",for
9-22,"Knotek, Ondøej",for
9-23,"Knotek, Ondøej",for
9-24,"Knotek, Ondøej",for
9-25,"Knotek, Ondøej",for
9-26,"Knotek, Ondøej",for
9-27,"Knotek, Ondøej",for
9-28,"Knotek, Ondøej",for
9-29,"Knotek, Ondøej",for
9-30,"Knotek, Ondøej",for
9-31,"Knotek, Ondøej",for
9-32,"Knotek, Ondøej",for
9-33,"Knotek, Ondøej",for
9-34,"Knotek, Ondøej",for
9-35,"Knotek, Ondøej",for
9-36,"Knotek, Ondøej",for
9-37,"Knotek, Ondøej",for
9-38,"Knotek, Ondøej",for
10-1,"Knotek, Ondøej",absent
10-2,"Knotek, Ondøej",absent
10-3,"Knotek, Ondøej",absent
10-4,"Knotek, Ondøej",absent
10-5,"Knotek, Ondøej",absent
10-6,"Knotek, Ondøej",absent
10-7,"Knotek, Ondøej",absent
10-8,"Knotek, Ondøej",absent
10-9,"Knotek, Ondøej",absent
10-10,"Knotek, Ondøej",absent
10-11,"Knotek, Ondøej",absent
10-12,"Knotek, Ondøej",absent
10-13,"Knotek, Ondøej",absent
10-14,"Knotek, Ondøej",absent
10-15,"Knotek, Ondøej",absent
10-16,"Knotek, Ondøej",absent
11-1,"Knotek, Ondøej",for
11-2,"Knotek, Ondøej",for
11-3,"Knotek, Ondøej",for
11-4,"Knotek, Ondøej",for
11-5,"Knotek, Ondøej",for
11-6,"Knotek, Ondøej",for
11-7,"Knotek, Ondøej",for
11-8,"Knotek, Ondøej",abstain
11-9,"Knotek, Ondøej",for
11-10,"Knotek, Ondøej",for
11-11,"Knotek, Ondøej",for
11-12,"Knotek, Ondøej",for
11-13,"Knotek, Ondøej",for
11-14,"Knotek, Ondøej",for
11-15,"Knotek, Ondøej",for
11-16,"Knotek, Ondøej",absent
8-1,"Míka, Miroslav",for
8-2,"Míka, Miroslav",for
8-3,"Míka, Miroslav",for
8-4,"Míka, Miroslav",abstain
8-5,"Míka, Miroslav",for
8-6,"Míka, Miroslav",for
8-7,"Míka, Miroslav",for
8-8,"Míka, Miroslav",for
8-9,"Míka, Miroslav",for
8-10,"Míka, Miroslav",for
8-11,"Míka, Miroslav",for
8-12,"Míka, Miroslav",for
8-13,"Míka, Miroslav",for
8-14,"Míka, Miroslav",for
8-15,"Míka, Miroslav",for
8-16,"Míka, Miroslav",for
8-17,"Míka, Miroslav",abstain
8-18,"Míka, Miroslav",for
8-19,"Míka, Miroslav",for
8-20,"Míka, Miroslav",for
8-21,"Míka, Miroslav",for
8-22,"Míka, Miroslav",for
8-23,"Míka, Miroslav",for
8-24,"Míka, Miroslav",for
8-25,"Míka, Miroslav",for
8-26,"Míka, Miroslav",for
8-27,"Míka, Miroslav",for
8-28,"Míka, Miroslav",for
8-29,"Míka, Miroslav",for
8-30,"Míka, Miroslav",for
8-31,"Míka, Miroslav",for
8-32,"Míka, Miroslav",for
8-33,"Míka, Miroslav",for
8-34,"Míka, Miroslav",abstain
8-35,"Míka, Miroslav",for
8-36,"Míka, Miroslav",for
8-37,"Míka, Miroslav",for
8-38,"Míka, Miroslav",for
8-39,"Míka, Miroslav",for
8-40,"Míka, Miroslav",for
8-41,"Míka, Miroslav",for
9-1,"Míka, Miroslav",for
9-2,"Míka, Miroslav",against
9-3,"Míka, Miroslav",for
9-4,"Míka, Miroslav",for
9-5,"Míka, Miroslav",for
9-6,"Míka, Miroslav",for
9-7,"Míka, Miroslav",for
9-8,"Míka, Miroslav",for
9-9,"Míka, Miroslav",abstain
9-10,"Míka, Miroslav",for
9-11,"Míka, Miroslav",for
9-12,"Míka, Miroslav",for
9-13,"Míka, Miroslav",for
9-14,"Míka, Miroslav",for
9-15,"Míka, Miroslav",for
9-16,"Míka, Miroslav",for
9-17,"Míka, Miroslav",abstain
9-18,"Míka, Miroslav",for
9-19,"Míka, Miroslav",for
9-20,"Míka, Miroslav",for
9-21,"Míka, Miroslav",for
9-22,"Míka, Miroslav",for
9-23,"Míka, Miroslav",for
9-24,"Míka, Miroslav",for
9-25,"Míka, Miroslav",for
9-26,"Míka, Miroslav",for
9-27,"Míka, Miroslav",for
9-28,"Míka, Miroslav",for
9-29,"Míka, Miroslav",for
9-30,"Míka, Miroslav",for
9-31,"Míka, Miroslav",for
9-32,"Míka, Miroslav",for
9-33,"Míka, Miroslav",for
9-34,"Míka, Miroslav",for
9-35,"Míka, Miroslav",for
9-36,"Míka, Miroslav",for
9-37,"Míka, Miroslav",for
9-38,"Míka, Miroslav",for
10-1,"Míka, Miroslav",for
10-2,"Míka, Miroslav",for
10-3,"Míka, Miroslav",abstain
10-4,"Míka, Miroslav",for
10-5,"Míka, Miroslav",for
10-6,"Míka, Miroslav",for
10-7,"Míka, Miroslav",for
10-8,"Míka, Miroslav",for
10-9,"Míka, Miroslav",for
10-10,"Míka, Miroslav",for
10-11,"Míka, Miroslav",for
10-12,"Míka, Miroslav",for
10-13,"Míka, Miroslav",abstain
10-14,"Míka, Miroslav",for
10-15,"Míka, Miroslav",for
10-16,"Míka, Miroslav",abstain
11-1,"Míka, Miroslav",for
11-2,"Míka, Miroslav",for
11-3,"Míka, Miroslav",for
11-4,"Míka, Miroslav",for
11-5,"Míka, Miroslav",for
11-6,"Míka, Miroslav",for
11-7,"Míka, Miroslav",for
11-8,"Míka, Miroslav",abstain
11-9,"Míka, Miroslav",for
11-10,"Míka, Miroslav",for
11-11,"Míka, Miroslav",for
11-12,"Míka, Miroslav",for
11-13,"Míka, Miroslav",for
11-14,"Míka, Miroslav",for
11-15,"Míka, Miroslav",for
11-16,"Míka, Miroslav",for
8-1,"Miklušák, Pavel",for
8-2,"Miklušák, Pavel",for
8-3,"Miklušák, Pavel",against
8-4,"Miklušák, Pavel",abstain
8-5,"Miklušák, Pavel",abstain
8-6,"Miklušák, Pavel",for
8-7,"Miklušák, Pavel",for
8-8,"Miklušák, Pavel",for
8-9,"Miklušák, Pavel",for
8-10,"Miklušák, Pavel",for
8-11,"Miklušák, Pavel",for
8-12,"Miklušák, Pavel",abstain
8-13,"Miklušák, Pavel",for
8-14,"Miklušák, Pavel",for
8-15,"Miklušák, Pavel",abstain
8-16,"Miklušák, Pavel",for
8-17,"Miklušák, Pavel",against
8-18,"Miklušák, Pavel",for
8-19,"Miklušák, Pavel",for
8-20,"Miklušák, Pavel",for
8-21,"Miklušák, Pavel",for
8-22,"Miklušák, Pavel",for
8-23,"Miklušák, Pavel",for
8-24,"Miklušák, Pavel",for
8-25,"Miklušák, Pavel",for
8-26,"Miklušák, Pavel",for
8-27,"Miklušák, Pavel",for
8-28,"Miklušák, Pavel",for
8-29,"Miklušák, Pavel",for
8-30,"Miklušák, Pavel",for
8-31,"Miklušák, Pavel",for
8-32,"Miklušák, Pavel",for
8-33,"Miklušák, Pavel",for
8-34,"Miklušák, Pavel",abstain
8-35,"Miklušák, Pavel",for
8-36,"Miklušák, Pavel",for
8-37,"Miklušák, Pavel",for
8-38,"Miklušák, Pavel",for
8-39,"Miklušák, Pavel",for
8-40,"Miklušák, Pavel",for
8-41,"Miklušák, Pavel",for
9-1,"Miklušák, Pavel",absent
9-2,"Miklušák, Pavel",absent
9-3,"Miklušák, Pavel",absent
9-4,"Miklušák, Pavel",absent
9-5,"Miklušák, Pavel",absent
9-6,"Miklušák, Pavel",absent
9-7,"Miklušák, Pavel",absent
9-8,"Miklušák, Pavel",absent
9-9,"Miklušák, Pavel",absent
9-10,"Miklušák, Pavel",absent
9-11,"Miklušák, Pavel",absent
9-12,"Miklušák, Pavel",absent
9-13,"Miklušák, Pavel",absent
9-14,"Miklušák, Pavel",absent
9-15,"Miklušák, Pavel",absent
9-16,"Miklušák, Pavel",absent
9-17,"Miklušák, Pavel",absent
9-18,"Miklušák, Pavel",absent
9-19,"Miklušák, Pavel",absent
9-20,"Miklušák, Pavel",absent
9-21,"Miklušák, Pavel",absent
9-22,"Miklušák, Pavel",absent
9-23,"Miklušák, Pavel",absent
9-24,"Miklušák, Pavel",absent
9-25,"Miklušák, Pavel",absent
9-26,"Miklušák, Pavel",absent
9-27,"Miklušák, Pavel",absent
9-28,"Miklušák, Pavel",absent
9-29,"Miklušák, Pavel",absent
9-30,"Miklušák, Pavel",absent
9-31,"Miklušák, Pavel",absent
9-32,"Miklušák, Pavel",absent
9-33,"Miklušák, Pavel",absent
9-34,"Miklušák, Pavel",absent
9-35,"Miklušák, Pavel",absent
9-36,"Miklušák, Pavel",absent
9-37,"Miklušák, Pavel",absent
9-38,"Miklušák, Pavel",absent
10-1,"Miklušák, Pavel",for
10-2,"Miklušák, Pavel",for
10-3,"Miklušák, Pavel",for
10-4,"Miklušák, Pavel",for
10-5,"Miklušák, Pavel",for
10-6,"Miklušák, Pavel",for
10-7,"Miklušák, Pavel",for
10-8,"Miklušák, Pavel",for
10-9,"Miklušák, Pavel",abstain
10-10,"Miklušák, Pavel",for
10-11,"Miklušák, Pavel",for
10-12,"Miklušák, Pavel",for
10-13,"Miklušák, Pavel",for
10-14,"Miklušák, Pavel",for
10-15,"Miklušák, Pavel",for
10-16,"Miklušák, Pavel",against
11-1,"Miklušák, Pavel",for
11-2,"Miklušák, Pavel",for
11-3,"Miklušák, Pavel",for
11-4,"Miklušák, Pavel",for
11-5,"Miklušák, Pavel",not voting
11-6,"Miklušák, Pavel",for
11-7,"Miklušák, Pavel",for
11-8,"Miklušák, Pavel",for
11-9,"Miklušák, Pavel",for
11-10,"Miklušák, Pavel",for
11-11,"Miklušák, Pavel",for
11-12,"Miklušák, Pavel",for
11-13,"Miklušák, Pavel",for
11-14,"Miklušák, Pavel",for
11-15,"Miklušák, Pavel",for
11-16,"Miklušák, Pavel",for
8-1,"Mottlová, Ivana",for
8-2,"Mottlová, Ivana",for
8-3,"Mottlová, Ivana",for
8-4,"Mottlová, Ivana",for
8-5,"Mottlová, Ivana",for
8-6,"Mottlová, Ivana",for
8-7,"Mottlová, Ivana",for
8-8,"Mottlová, Ivana",for
8-9,"Mottlová, Ivana",for
8-10,"Mottlová, Ivana",for
8-11,"Mottlová, Ivana",for
8-12,"Mottlová, Ivana",for
8-13,"Mottlová, Ivana",for
8-14,"Mottlová, Ivana",for
8-15,"Mottlová, Ivana",for
8-16,"Mottlová, Ivana",for
8-17,"Mottlová, Ivana",for
8-18,"Mottlová, Ivana",for
8-19,"Mottlová, Ivana",for
8-20,"Mottlová, Ivana",for
8-21,"Mottlová, Ivana",for
8-22,"Mottlová, Ivana",for
8-23,"Mottlová, Ivana",for
8-24,"Mottlová, Ivana",for
8-25,"Mottlová, Ivana",for
8-26,"Mottlová, Ivana",for
8-27,"Mottlová, Ivana",for
8-28,"Mottlová, Ivana",for
8-29,"Mottlová, Ivana",for
8-30,"Mottlová, Ivana",for
8-31,"Mottlová, Ivana",for
8-32,"Mottlová, Ivana",for
8-33,"Mottlová, Ivana",for
8-34,"Mottlová, Ivana",for
8-35,"Mottlová, Ivana",for
8-36,"Mottlová, Ivana",for
8-37,"Mottlová, Ivana",for
8-38,"Mottlová, Ivana",for
8-39,"Mottlová, Ivana",for
8-40,"Mottlová, Ivana",for
8-41,"Mottlová, Ivana",for
9-1,"Mottlová, Ivana",for
9-2,"Mottlová, Ivana",for
9-3,"Mottlová, Ivana",for
9-4,"Mottlová, Ivana",for
9-5,"Mottlová, Ivana",for
9-6,"Mottlová, Ivana",for
9-7,"Mottlová, Ivana",for
9-8,"Mottlová, Ivana",for
9-9,"Mottlová, Ivana",for
9-10,"Mottlová, Ivana",for
9-11,"Mottlová, Ivana",for
9-12,"Mottlová, Ivana",for
9-13,"Mottlová, Ivana",for
9-14,"Mottlová, Ivana",for
9-15,"Mottlová, Ivana",for
9-16,"Mottlová, Ivana",for
9-17,"Mottlová, Ivana",for
9-18,"Mottlová, Ivana",for
9-19,"Mottlová, Ivana",for
9-20,"Mottlová, Ivana",for
9-21,"Mottlová, Ivana",for
9-22,"Mottlová, Ivana",for
9-23,"Mottlová, Ivana",for
9-24,"Mottlová, Ivana",for
9-25,"Mottlová, Ivana",for
9-26,"Mottlová, Ivana",for
9-27,"Mottlová, Ivana",for
9-28,"Mottlová, Ivana",for
9-29,"Mottlová, Ivana",for
9-30,"Mottlová, Ivana",for
9-31,"Mottlová, Ivana",for
9-32,"Mottlová, Ivana",for
9-33,"Mottlová, Ivana",for
9-34,"Mottlová, Ivana",for
9-35,"Mottlová, Ivana",for
9-36,"Mottlová, Ivana",for
9-37,"Mottlová, Ivana",for
9-38,"Mottlová, Ivana",for
10-1,"Mottlová, Ivana",for
10-2,"Mottlová, Ivana",for
10-3,"Mottlová, Ivana",for
10-4,"Mottlová, Ivana",for
10-5,"Mottlová, Ivana",for
10-6,"Mottlová, Ivana",for
10-7,"Mottlová, Ivana",for
10-8,"Mottlová, Ivana",for
10-9,"Mottlová, Ivana",for
10-10,"Mottlová, Ivana",for
10-11,"Mottlová, Ivana",for
10-12,"Mottlová, Ivana",for
10-13,"Mottlová, Ivana",for
10-14,"Mottlová, Ivana",for
10-15,"Mottlová, Ivana",for
10-16,"Mottlová, Ivana",for
11-1,"Mottlová, Ivana",for
11-2,"Mottlová, Ivana",for
11-3,"Mottlová, Ivana",for
11-4,"Mottlová, Ivana",for
11-5,"Mottlová, Ivana",for
11-6,"Mottlová, Ivana",for
11-7,"Mottlová, Ivana",for
11-8,"Mottlová, Ivana",for
11-9,"Mottlová, Ivana",for
11-10,"Mottlová, Ivana",for
11-11,"Mottlová, Ivana",for
11-12,"Mottlová, Ivana",for
11-13,"Mottlová, Ivana",for
11-14,"Mottlová, Ivana",for
11-15,"Mottlová, Ivana",for
11-16,"Mottlová, Ivana",for
8-1,"Nìmec, Josef",for
8-2,"Nìmec, Josef",for
8-3,"Nìmec, Josef",for
8-4,"Nìmec, Josef",abstain
8-5,"Nìmec, Josef",abstain
8-6,"Nìmec, Josef",for
8-7,"Nìmec, Josef",for
8-8,"Nìmec, Josef",for
8-9,"Nìmec, Josef",for
8-10,"Nìmec, Josef",for
8-11,"Nìmec, Josef",for
8-12,"Nìmec, Josef",for
8-13,"Nìmec, Josef",for
8-14,"Nìmec, Josef",for
8-15,"Nìmec, Josef",abstain
8-16,"Nìmec, Josef",for
8-17,"Nìmec, Josef",for
8-18,"Nìmec, Josef",for
8-19,"Nìmec, Josef",for
8-20,"Nìmec, Josef",for
8-21,"Nìmec, Josef",for
8-22,"Nìmec, Josef",for
8-23,"Nìmec, Josef",for
8-24,"Nìmec, Josef",for
8-25,"Nìmec, Josef",for
8-26,"Nìmec, Josef",for
8-27,"Nìmec, Josef",for
8-28,"Nìmec, Josef",for
8-29,"Nìmec, Josef",for
8-30,"Nìmec, Josef",for
8-31,"Nìmec, Josef",for
8-32,"Nìmec, Josef",for
8-33,"Nìmec, Josef",for
8-34,"Nìmec, Josef",for
8-35,"Nìmec, Josef",for
8-36,"Nìmec, Josef",for
8-37,"Nìmec, Josef",for
8-38,"Nìmec, Josef",for
8-39,"Nìmec, Josef",for
8-40,"Nìmec, Josef",for
8-41,"Nìmec, Josef",for
9-1,"Nìmec, Josef",for
9-2,"Nìmec, Josef",for
9-3,"Nìmec, Josef",for
9-4,"Nìmec, Josef",for
9-5,"Nìmec, Josef",for
9-6,"Nìmec, Josef",for
9-7,"Nìmec, Josef",for
9-8,"Nìmec, Josef",for
9-9,"Nìmec, Josef",for
9-10,"Nìmec, Josef",abstain
9-11,"Nìmec, Josef",for
9-12,"Nìmec, Josef",for
9-13,"Nìmec, Josef",for
9-14,"Nìmec, Josef",for
9-15,"Nìmec, Josef",for
9-16,"Nìmec, Josef",for
9-17,"Nìmec, Josef",for
9-18,"Nìmec, Josef",for
9-19,"Nìmec, Josef",for
9-20,"Nìmec, Josef",for
9-21,"Nìmec, Josef",against
9-22,"Nìmec, Josef",for
9-23,"Nìmec, Josef",for
9-24,"Nìmec, Josef",for
9-25,"Nìmec, Josef",for
9-26,"Nìmec, Josef",for
9-27,"Nìmec, Josef",for
9-28,"Nìmec, Josef",for
9-29,"Nìmec, Josef",for
9-30,"Nìmec, Josef",for
9-31,"Nìmec, Josef",not voting
9-32,"Nìmec, Josef",for
9-33,"Nìmec, Josef",for
9-34,"Nìmec, Josef",for
9-35,"Nìmec, Josef",for
9-36,"Nìmec, Josef",for
9-37,"Nìmec, Josef",for
9-38,"Nìmec, Josef",for
10-1,"Nìmec, Josef",for
10-2,"Nìmec, Josef",abstain
10-3,"Nìmec, Josef",abstain
10-4,"Nìmec, Josef",for
10-5,"Nìmec, Josef",for
10-6,"Nìmec, Josef",for
10-7,"Nìmec, Josef",abstain
10-8,"Nìmec, Josef",for
10-9,"Nìmec, Josef",abstain
10-10,"Nìmec, Josef",not voting
10-11,"Nìmec, Josef",for
10-12,"Nìmec, Josef",for
10-13,"Nìmec, Josef",for
10-14,"Nìmec, Josef",for
10-15,"Nìmec, Josef",for
10-16,"Nìmec, Josef",against
11-1,"Nìmec, Josef",for
11-2,"Nìmec, Josef",against
11-3,"Nìmec, Josef",for
11-4,"Nìmec, Josef",not voting
11-5,"Nìmec, Josef",not voting
11-6,"Nìmec, Josef",for
11-7,"Nìmec, Josef",for
11-8,"Nìmec, Josef",for
11-9,"Nìmec, Josef",for
11-10,"Nìmec, Josef",for
11-11,"Nìmec, Josef",for
11-12,"Nìmec, Josef",for
11-13,"Nìmec, Josef",for
11-14,"Nìmec, Josef",for
11-15,"Nìmec, Josef",for
11-16,"Nìmec, Josef",for
8-1,"Pelc, Miloslav",absent
8-2,"Pelc, Miloslav",absent
8-3,"Pelc, Miloslav",absent
8-4,"Pelc, Miloslav",absent
8-5,"Pelc, Miloslav",absent
8-6,"Pelc, Miloslav",absent
8-7,"Pelc, Miloslav",absent
8-8,"Pelc, Miloslav",absent
8-9,"Pelc, Miloslav",absent
8-10,"Pelc, Miloslav",absent
8-11,"Pelc, Miloslav",absent
8-12,"Pelc, Miloslav",absent
8-13,"Pelc, Miloslav",absent
8-14,"Pelc, Miloslav",absent
8-15,"Pelc, Miloslav",absent
8-16,"Pelc, Miloslav",absent
8-17,"Pelc, Miloslav",absent
8-18,"Pelc, Miloslav",absent
8-19,"Pelc, Miloslav",absent
8-20,"Pelc, Miloslav",absent
8-21,"Pelc, Miloslav",absent
8-22,"Pelc, Miloslav",absent
8-23,"Pelc, Miloslav",absent
8-24,"Pelc, Miloslav",absent
8-25,"Pelc, Miloslav",absent
8-26,"Pelc, Miloslav",absent
8-27,"Pelc, Miloslav",absent
8-28,"Pelc, Miloslav",absent
8-29,"Pelc, Miloslav",absent
8-30,"Pelc, Miloslav",absent
8-31,"Pelc, Miloslav",absent
8-32,"Pelc, Miloslav",absent
8-33,"Pelc, Miloslav",absent
8-34,"Pelc, Miloslav",absent
8-35,"Pelc, Miloslav",absent
8-36,"Pelc, Miloslav",absent
8-37,"Pelc, Miloslav",absent
8-38,"Pelc, Miloslav",absent
8-39,"Pelc, Miloslav",absent
8-40,"Pelc, Miloslav",absent
8-41,"Pelc, Miloslav",absent
9-1,"Pelc, Miloslav",for
9-2,"Pelc, Miloslav",for
