"id","start_date","start_time","number","motion.title","result","legislative_session.id","legislative_session.number"
"zmb-z7-02/20141219-62-53590","19.12.2014","14:53:10",62," Bod è. 53 Projekt ""Úprava zahrady v pøírodním stylu, MŠ Veslaøská""– potvrzení o pøijetí dotace ","Pøijato",2875,2
"zmb-z7-02/20141219-63-53622","19.12.2014","14:53:42",63," Bod è. 54 Projekt „NKP Špilberk – lapidárium a centrum restaurátorskıch èinností“ – rozhodnutí o poskytnutí dotace ","Pøijato",2875,2
"zmb-z7-02/20141219-64-53653","19.12.2014","14:54:13",64," Bod è. 55 Projekt IPRM IOP ""Stavební úpravy bytového domu Bratislavská 39"" – zmìnové rozhodnutí o poskytnutí dotace ","Pøijato",2875,2
"zmb-z7-02/20141219-65-53686","19.12.2014","14:54:46",65," Bod è. 56 Projekt „Farská zahrada v mìstské èásti Brno – Komín“ - rozhodnutí o poskytnutí dotace, návrh smlouvy o poskytnutí podpory ze SFP ","Pøijato",2875,2
"zmb-z7-02/20141219-66-53721","19.12.2014","14:55:21",66," Bod è. 57 Projekt „Sanace – skalní øícení v ulici Pod Horkou“ - rozhodnutí o poskytnutí dotace, návrh smlouvy o poskytnutí podpory ze SFP ","Pøijato",2875,2
"zmb-z7-02/20141219-67-53760","19.12.2014","14:56:00",67," Bod è. 58 Projekt „Úprava ploch veøejné zelenì v okolí bytovıch domù Sibiøská 60, 62 a 64“ – rozhodnutí o poskytnutí dotace, návrh smlouvy o poskytnutí podpory ze SFP ","Pøijato",2875,2
"zmb-z7-02/20141219-68-53793","19.12.2014","14:56:33",68," Bod è. 59 Projekt „Zateplení ZS Pøemyslovo námìstí"" - rozhodnutí o poskytnutí dotace: smlouva ","Pøijato",2875,2
"zmb-z7-02/20141219-69-53830","19.12.2014","14:57:10",69," Bod è. 60 Projekt ""Zateplení MŠ Škrétova"" – rozhodnutí o poskytnutí dotace (zmìna), návrh dodatku è. 1 ke smlouvì o poskytnutí podpory ze SFP ","Pøijato",2875,2
"zmb-z7-02/20141219-70-53863","19.12.2014","14:57:43",70," Bod è. 61 Projekt „Pøírodovìdné digitárium - návštìvnické centrum“ - dodatek è. 3, dodatek è. 4 k rozhodnutí o poskytnutí dotace ","Pøijato",2875,2
"zmb-z7-02/20141219-71-53954","19.12.2014","14:59:14",71," Bod è. 62 Návrh dodatku è. 2 ke smlouvì o poskytnutí dotace spoleènosti STAREZ-SPORT, a. s., v souvislosti s pøípravou a realizací projektu „Areál dopravní vıchovy“ ","Pøijato",2875,2
"zmb-z7-02/20141219-72-54042","19.12.2014","15:00:42",72," Bod è. 63 Projekt „Jihomoravské regionální centrum na podporu integrace cizincù 2014“ - návrh dodatku è. 1 smlouvy o partnerství ","Pøijato",2875,2
"zmb-z7-02/20141219-73-54120","19.12.2014","15:02:00",73," Zaøazení bodu è. 67 ","Pøijato",2875,2
"zmb-z7-02/20141219-74-54156","19.12.2014","15:02:36",74," Bod è. 64 Zmìna úèelu pouití investièního transferu MÈ Brno – abovøesky - návrh rozpoètového opatøení ","Pøijato",2875,2
"zmb-z7-02/20141219-75-54188","19.12.2014","15:03:08",75," Bod è. 65 Zmìna úèelu pouití investièního transferu MC Brno - abovøesky ","Pøijato",2875,2
"zmb-z7-02/20141219-77-54282","19.12.2014","15:04:43",77," Bod è. 66 - var. A Návrh dodatku è. 1 ke smlouvì o poskytnutí pùjèky s Nadaèním fondem Campianus, návrh rozpoètového opatøení ","Pøijato",2875,2
"zmb-z7-02/20141219-78-54419","19.12.2014","15:06:59",78," Bod è. 67 Nabídky pøedkupního práva – návrh na nabytí budovy è. e. 168, stojící na pozemku p. è. 1885/67 a budovy è. e. 155, stojící na pozemku p. è. 1885/41 vše k. ú. Štıøice, do vlastnictví statutárního mìsta Brna ","Pøijato",2875,2
"zmb-z7-02/20141219-79-55109","19.12.2014","15:18:29",79," Bod è. 68 Nabídka pøedkupního práva – návrh na nabytí budovy bez è. p./è. e., stojící na pozemku p. è. 740/2 k. ú. Veveøí, do vlastnictví statutárního mìsta Brna ","Pøijato",2875,2
"zmb-z7-03/20150210-1-29373","10.2.2015","8:09:33",1," Bod è. 1 - program - ovìøovatelé zápisu Technickı bod (zapisovatelky, právní asistence, ovìøovatelé zápisu, schválení programu zasedání ZMB) ","Pøijato",2900,3
"zmb-z7-03/20150210-2-29986","10.2.2015","8:19:46",2," Bod è. 1 - program - hlasování o staení bodu è. 52 Technickı bod (zapisovatelky, právní asistence, ovìøovatelé zápisu, schválení programu zasedání ZMB) ","Pøijato",2900,3
"zmb-z7-03/20150210-3-30014","10.2.2015","8:20:14",3," Bod è. 1 - program - hlasování o zaøazení bodu è. 54 a 55 Technickı bod (zapisovatelky, právní asistence, ovìøovatelé zápisu, schválení programu zasedání ZMB) ","Pøijato",2900,3
"zmb-z7-03/20150210-4-30050","10.2.2015","8:20:51",4," Bod è. 1 - program - hlasování o zaøazení bodu Projednání dalšího postupu ve vìci privatizace bytovıch domù a diskuse s obèany, nájemníky domù, jejich prodej byl pozastaven Technickı bod (zapisovatelky, právní asistence, ovìøovatelé zápisu, schválení programu zasedání ZMB) ","Nepøijato",2900,3
"zmb-z7-03/20150210-5-30080","10.2.2015","8:21:20",5," Bod è. 1 - program Technickı bod (zapisovatelky, právní asistence, ovìøovatelé zápisu, schválení programu zasedání ZMB) ","Pøijato",2900,3
"zmb-z7-03/20150210-6-32498","10.2.2015","9:01:38",6," Bod è. 2 - hlasování o prodlouení èasového limitu na projednání bodu o 30 min. Dotazy, pøipomínky a podnìty obèanù ","Pøijato",2900,3
"zmb-z7-03/20150210-7-34730","10.2.2015","9:38:50",7," Bod è. 6 Návrh na zvolení èlenù Rady Klubu zastupitelù mìsta Brna ","Pøijato",2900,3
"zmb-z7-03/20150210-8-34856","10.2.2015","9:40:56",8," Bod è. 7 - p. Viïa Návrh na zmìnu delegování zástupce statutárního mìsta Brna na všech valnıch shromádìních a jednáních Asociace mìst pro cyklisty ","Nepøijato",2900,3
"zmb-z7-03/20150210-9-34885","10.2.2015","9:41:25",9," Bod è. 7 - p. Øíha Návrh na zmìnu delegování zástupce statutárního mìsta Brna na všech valnıch shromádìních a jednáních Asociace mìst pro cyklisty ","Nepøijato",2900,3
"zmb-z7-03/20150210-10-34908","10.2.2015","9:41:48",10," Bod è. 7 - p. Ander Návrh na zmìnu delegování zástupce statutárního mìsta Brna na všech valnıch shromádìních a jednáních Asociace mìst pro cyklisty ","Pøijato",2900,3
"zmb-z7-03/20150210-11-35001","10.2.2015","9:43:21",11," Bod è. 8 - staení bodu Návrh na zmìnu v orgánech spoleènosti KORDIS JMK a. s. – doplnìní návrhù na zvolení ","Pøijato",2900,3
"zmb-z7-03/20150210-12-35035","10.2.2015","9:43:55",12," Bod è. 9 Zapojení a pøesun finanèních prostøedkù Fondu kofinancování evropskıch projektù – únor 2015 – návrh rozpoètového opatøení ","Pøijato",2900,3
"zmb-z7-03/20150210-13-35064","10.2.2015","9:44:24",13," Bod è. 10 Projekty financované z Fondu kofinancování evropskıch projektù – únor 2015 - návrh rozpoètového opatøení ","Pøijato",2900,3
"zmb-z7-03/20150210-14-35098","10.2.2015","9:44:58",14," Bod è. 11 Projekt IPRM „Pøírodovìdné kognitorium – vìdecká stezka“ - návrh smlouvy o poskytnutí zápùjèky s Hvìzdárnou a planetáriem Brno, pøíspìvkovou organizací, návrh rozpoètového opatøení ","Pøijato",2900,3
"zmb-z7-03/20150210-15-35128","10.2.2015","9:45:28",15," Bod è. 12 Projekt IPRM „Knihovna pro mìsto II. – vzdìlávání na míru“ - návrh smlouvy o poskytnutí zápùjèky s Knihovnou Jiøího Mahena v Brnì, pøíspìvkovou organizací, návrh rozpoètového opatøení ","Pøijato",2900,3
"zmb-z7-03/20150210-16-35425","10.2.2015","9:50:25",16," Bod è. 13 Návrh na poskytnutí dotací na podporu vrcholového sportu pro rok 2015 – návrh rozpoètového opatøení ","Pøijato",2900,3
"zmb-z7-03/20150210-17-35458","10.2.2015","9:50:58",17," Bod è. 14 Návrh na poskytnutí dotací na projekty nestátních neziskovıch organizací smìøující k prevenci kriminality spojené se zneuíváním drog – Mìstskı program prevence kriminality v Brnì na rok 2015 – návrh rozpoètového opatøení ","Pøijato",2900,3
"zmb-z7-03/20150210-18-35526","10.2.2015","9:52:06",18,"Bod è. 15 Návrh na poskytnutí dotací nestátním neziskovım organizacím na sociální sluby pro rok 2015 (program I) – návrh rozpoètového opatøení","Pøijato",2900,3
"zmb-z7-03/20150210-19-35542","10.2.2015","9:52:22",19," Bod è. 16 Návrh na poskytnutí dotací a uzavøení smluv s nestátními neziskovımi organizacemi, které vhodnım zpùsobem navazují na sociální sluby nebo je doplòují na rok 2015 (program II) – návrh rozpoètového opatøení ","Pøijato",2900,3
"zmb-z7-03/20150210-20-35628","10.2.2015","9:53:48",20," Bod è. 17 Návrh na uzavøení smluv o poskytnutí dotací, schválenıch v rozpoètu mìsta Brna na rok 2015, s organizacemi poskytujícími sluby v souladu s protidrogovou politikou a potøebami mìsta Brna ","Pøijato",2900,3
"zmb-z7-03/20150210-21-35759","10.2.2015","9:55:59",21," Bod è. 18 Návrh na uzavøení smlouvy o poskytnutí dotace GALANT BRNO, s.r.o. na úhradu provozních nákladù Sportareálu Drustevní v Brnì ","Pøijato",2900,3
"zmb-z7-03/20150210-22-35791","10.2.2015","9:56:31",22," Bod è. 19 Návrh na uzavøení smlouvy o poskytnutí dotace TJ TESLA BRNO na provoz sportovního areálu na Halasovì nám. v Brnì ","Pøijato",2900,3
"zmb-z7-03/20150210-23-35826","10.2.2015","9:57:06",23," Bod è. 20 Návrh na uzavøení smlouvy o poskytnutí dotace SK Královo Pole na provoz sportovního areálu na ul. Vodova 108 v Brnì ","Pøijato",2900,3
"zmb-z7-03/20150210-24-35866","10.2.2015","9:57:46",24," Bod è. 21 Návrh na uzavøení smluv s organizacemi poskytujícími zdravotnické a prorodinné sluby, jim byla schválena adresná dotace z rozpoètu mìsta Brna na rok 2015 k zajištìní tìchto slueb ve prospìch obèanù mìsta Brna ","Pøijato",2900,3
"zmb-z7-03/20150210-25-35905","10.2.2015","9:58:25",25," Bod è. 22 Návrh na uzavøení smluv o poskytnutí dotací typu A se subjekty v oblasti kultury, kterım byla schválena jmenovitá dotace v rozpoètu mìsta Brna na rok 2015 ","Pøijato",2900,3
"zmb-z7-03/20150210-26-35939","10.2.2015","9:58:59",26," Bod è. 23 Projekt Regionální inovaèní strategie Jihomoravského kraje 3 „Inovaèní vouchery“ – smlouva o poskytnutí dotace JIC, zájmovému sdruení právnickıch osob ","Pøijato",2900,3
"zmb-z7-03/20150210-27-36172","10.2.2015","10:02:52",27," Bod è. 24 Projekt IPRM „IN line dráha pøi ZŠ Brno, Pavlovská 16, Brno-Kohoutovice“ – návrh smlouvy o poskytnutí dotace ","Pøijato",2900,3
"zmb-z7-03/20150210-28-36207","10.2.2015","10:03:27",28," Bod è. 28 Projekt IPRM „Novostavba tìlocvièny v MÈ Brno-Tuøany""- návrh smlouvy o poskytnutí dotace ","Pøijato",2900,3
"zmb-z7-03/20150210-29-36241","10.2.2015","10:04:01",29," Bod è. 25, 26, 27, 29, 30 ","Pøijato",2900,3
"zmb-z7-03/20150210-30-38034","10.2.2015","10:33:55",30," Bod è. 31 Projekt ""Dopravní telematika ve mìstì Brnì - 2. èást"" - návrh dodatku è. 1 ke smlouvì o poskytnutí dotace ","Pøijato",2900,3
"zmb-z7-03/20150210-31-38096","10.2.2015","10:34:56",31," Bod è. 32 Projekt „Rekonstrukce a dostavba kanalizace v Brnì“– návrh dodatku è. 3 ke smlouvì o poskytnutí podpory ze SFP ","Pøijato",2900,3
"zmb-z7-03/20150210-32-38127","10.2.2015","10:35:27",32," Bod è. 33 Projekt ""Zateplení fasády objektu SVÈ a KJM Lány 3 v MÈ Brno-Bohunice"" - rozhodnutí o poskytnutí dotace, návrh smlouvy o poskytnutí podpory ze SFP ","Pøijato",2900,3
"zmb-z7-03/20150210-33-38160","10.2.2015","10:36:00",33," Bod è. 35 Projekt „Mìsto Brno zvyšuje kvalitu vzdìlávání v základních školách“ – návrh dodatku è. 2 k rozhodnutí o poskytnutí dotace ","Pøijato",2900,3
"zmb-z7-03/20150210-34-38219","10.2.2015","10:36:59",34," Bod è. 34 Projekt „Zateplení Logopedického stacionáøe Synkova“ – rozhodnutí o poskytnutí dotace, návrh smlouvy o poskytnutí podpory ze SFP ","Pøijato",2900,3
"zmb-z7-03/20150210-35-38253","10.2.2015","10:37:33",35," Bod è. 36 Projekt ""Nízkoprahové centrum v parku Hvìzdièka"" – zmìnové rozhodnutí o poskytnutí dotace ","Pøijato",2900,3
"zmb-z7-03/20150210-36-38454","10.2.2015","10:40:54",36," Body è. 37 - 40 ","Pøijato",2900,3
"zmb-z7-03/20150210-37-38472","10.2.2015","10:41:12",37," Body è. 37 - 40 - opakované hlasování ","Pøijato",2900,3
"zmb-z7-03/20150210-38-38902","10.2.2015","10:48:22",38," Bod è. 41 Aktualizace Integrovaného plánu rozvoje mìsta Brna I: Komplexní regenerace historického centra, vèetnì rozvoje slueb pro cestovní ruch ","Pøijato",2900,3
"zmb-z7-03/20150210-39-38937","10.2.2015","10:48:58",39," Bod è. 42 Návrh aktualizace Metodiky veøejné podpory a podpory de minimis ","Pøijato",2900,3
"zmb-z7-03/20150210-40-39048","10.2.2015","10:50:48",40," Bod è. 43 – staení bodu Návrh prodeje pozemku p. è. 5417 v k. ú. Bystrc ","Pøijato",2900,3
"zmb-z7-03/20150210-41-39079","10.2.2015","10:51:19",41," Bod è. 44 Návrh prodeje pozemku p. è. 6399/1 v k. ú. Bystrc ","Pøijato",2900,3
"zmb-z7-03/20150210-42-39111","10.2.2015","10:51:51",42," Bod è. 45 Návrh prodeje èástí pozemku p. è. 5541/1 v k. ú. Bystrc ","Pøijato",2900,3
"zmb-z7-03/20150210-43-39259","10.2.2015","10:54:19",43," Bod è. 46 Návrh nabytí pozemkù p.è. 436/2 a 436/3 v k.ú. Mokrá Hora ","Pøijato",2900,3
"zmb-z7-03/20150210-44-39302","10.2.2015","10:55:02",44," Bod è. 47 Bezúplatné nabytí pozemku p. è. 377/2 v k. ú. Knínièky z majetku ÈR – Státní pozemkovı úøad do vlastnictví statutárního mìsta Brna – návrh zmìny pøílohy è. 49. bodu è. 63 usnesení Z6/027 ZMB ","Pøijato",2900,3
"zmb-z7-03/20150210-45-39329","10.2.2015","10:55:29",45," Bod è. 48 Bezúplatné nabytí pozemku p. è. 1691/126 v k. ú. Èernovice z majetku ÈR – Státní pozemkovı úøad do vlastnictví statutárního mìsta Brna – návrh zmìny pøílohy è. 50. bodu è. 64 usnesení Z6/027 ZMB Bod è. 49 Bezúplatné nabytí pozemku p. è. 5012/2 v k. ú. abovøesky z majetku ÈR – Státní pozemkovı úøad do vlastnictví statutárního mìsta Brna – návrh zmìny pøílohy è. 80. bodu è. 106 usnesení Z6/016 ZMB ","Pøijato",2900,3
"zmb-z7-03/20150210-46-39368","10.2.2015","10:56:08",46," Bod è. 50 Nabídka pøedkupního práva – návrh na nabytí budovy bez è. p./è. e., gará, stojící na pozemku p. è. 1717/3 k. ú. Staré Brno ","Pøijato",2900,3
"zmb-z7-03/20150210-47-39527","10.2.2015","10:58:47",47," Bod è. 51 Návrh dispozice s pozemky p. è. 7828, 7831/18 a èásti p. è. 7822/1 v k. ú. idenice ","Pøijato",2900,3
"zmb-z7-03/20150210-48-39569","10.2.2015","10:59:29",48," Bod è. 53 Návrh Protokolu è. 51 o pøedání majetku statutárního mìsta Brna k hospodaøení Veøejné zeleni mìsta Brna, pøíspìvkové organizaci ","Pøijato",2900,3
"zmb-z7-03/20150210-49-39905","10.2.2015","11:05:05",49," Bod è. 54 Zámìr poøídit zmìny Územního plánu mìsta Brna (ÚPmB) celomìstského vıznamu – Mendlovo námìstí ","Pøijato",2900,3
"zmb-z7-03/20150210-50-39930","10.2.2015","11:05:31",50," Bod è. 54 Zámìr poøídit zmìny Územního plánu mìsta Brna (ÚPmB) celomìstského vıznamu – Olomoucká – parkovištì P&R ","Pøijato",2900,3
"zmb-z7-03/20150210-51-39959","10.2.2015","11:05:59",51," Bod è. 54 Zámìr poøídit zmìny Územního plánu mìsta Brna (ÚPmB) celomìstského vıznamu – Areál bıvalé Zbrojovky a motorárny – Nová Dukelská (41. soubor) ","Pøijato",2900,3
"zmb-z7-03/20150210-52-40008","10.2.2015","11:06:48",52," Bod è. 54 - rozhoduje Zámìr poøídit zmìny Územního plánu mìsta Brna (ÚPmB) celomìstského vıznamu – Mendlovo námìstí, Olomoucká – parkovištì P&R, Areál bıvalé Zbrojovky a motorárny – Nová Dukelská (41. soubor) ","Pøijato",2900,3
"zmb-z7-03/20150210-53-41954","10.2.2015","11:39:14",53," Bod è. 55 - bere na vìdomí Rozsudek Krajského soudu v Brnì è. j. 67 A 15/2014-551 ze dne 23. 1. 2015, kterım bylo zrušeno opatøení obecné povahy è. 3/2014 – zmìna Územního plánu mìsta Brna „Aktualizace ÚPmB“ – návrh na podání kasaèní stínosti ","Pøijato",2900,3
"zmb-z7-03/20150210-54-41992","10.2.2015","11:39:53",54," Bod è. 55 - souhlasí Rozsudek Krajského soudu v Brnì è. j. 67 A 15/2014-551 ze dne 23. 1. 2015, kterım bylo zrušeno opatøení obecné povahy è. 3/2014 – zmìna Územního plánu mìsta Brna „Aktualizace ÚPmB“ – návrh na podání kasaèní stínosti ","Nepøijato",2900,3
"zmb-z7-03/20150210-55-43722","10.2.2015","12:08:43",55," Bod è. 4 - pokraèování jednání do vyèerpání programu Dotazy, pøipomínky a podnìty èlenù ZMB (dle ust. § 82, písm. b, zák. è. 128/2000 Sb., o obcích, v platném znìní) ","Pøijato",2900,3
"zmb-z7-04/20150317-1-29425","17.3.2015","8:10:25",1," Bod è. 1 - ovìøovatelé zápisu Technickı bod (zapisovatelky, právní asistence, ovìøovatelé zápisu, schválení programu zasedání ZMB) ","Pøijato",2917,4
"zmb-z7-04/20150317-2-29873","17.3.2015","8:17:53",2," Bod è. 1 - program - hlasování o staení bodù è. 14, 53, 54, 63 Technickı bod (zapisovatelky, právní asistence, ovìøovatelé zápisu, schválení programu zasedání ZMB) ","Pøijato",2917,4
"zmb-z7-04/20150317-3-29897","17.3.2015","8:18:17",3," Bod è. 1 - program - hlasování o zaøazení bodu è. 76, 77 Technickı bod (zapisovatelky, právní asistence, ovìøovatelé zápisu, schválení programu zasedání ZMB) ","Pøijato",2917,4
"zmb-z7-04/20150317-4-30187","17.3.2015","8:23:07",4," Bod è. 1 - program - hlasování o zaøazení bodu - návrh p. Øíhy Technickı bod (zapisovatelky, právní asistence, ovìøovatelé zápisu, schválení programu zasedání ZMB) ","Nepøijato",2917,4
"zmb-z7-04/20150317-5-30210","17.3.2015","8:23:30",5," Bod è. 1 - program Technickı bod (zapisovatelky, právní asistence, ovìøovatelé zápisu, schválení programu zasedání ZMB) ","Pøijato",2917,4
"zmb-z7-04/20150317-6-30265","17.3.2015","8:24:25",6," Bod è. 4 Návrh obecnì závazné vyhlášky statutárního mìsta Brna, kterou se mìní obecnì závazná vyhláška mìsta Brna è. 1/1992, kterou se ve mìstì Brnì zøizuje Mìstská policie podle zákona ÈNR è. 553/1991 Sb., ve znìní pozdìjších vyhlášek ","Pøijato",2917,4
"zmb-z7-04/20150317-7-30295","17.3.2015","8:24:55",7," Bod è. 5 Návrh nové zøizovací listiny Domu umìní mìsta Brna, pøíspìvkové organizace ","Pøijato",2917,4
"zmb-z7-04/20150317-8-30330","17.3.2015","8:25:30",8," Bod è. 6 Návrh rozpoètového opatøení – navıšení finanèních prostøedkù v souvislosti s odmìòováním èlenù komisí/vıborù neèlenù ZMB ","Pøijato",2917,4
"zmb-z7-04/20150317-9-30364","17.3.2015","8:26:04",9," Bod è. 7 Úèast statutárního mìsta Brna na Všeobecné svìtové vıstavì EXPO 2015 v Milánì, návrh rozpoètového opatøení ","Pøijato",2917,4
"zmb-z7-04/20150317-10-30730","17.3.2015","8:32:10",10," Bod è. 8 - hlasování o staení bodu Veøejná zakázka malého rozsahu na „Posouzení moné restrukturalizace obchodních spoleèností se 100% majetkovou úèastí mìsta – s cílem vyhodnotit vıhody a rizika pøípadné restrukturalizace vèetnì holdingového uspoøádání“ – návrh rozpoètového opatøení ","Nepøijato",2917,4
"zmb-z7-04/20150317-11-32518","17.3.2015","9:01:59",11," Bod è. 2- hlasování o prodlouení èasového limitu na projev obèanù o 30 min. Dotazy, pøipomínky a podnìty obèanù ","Pøijato",2917,4
"zmb-z7-04/20150317-12-34255","17.3.2015","9:30:56",12," Bod è. 2- hlasování o prodlouení èasového limitu na projev obèanù Dotazy, pøipomínky a podnìty obèanù ","Pøijato",2917,4
"zmb-z7-04/20150317-13-36362","17.3.2015","10:06:02",13," Bod è. 8 - hlasování o staení bodu Veøejná zakázka malého rozsahu na „Posouzení moné restrukturalizace obchodních spoleèností se 100% majetkovou úèastí mìsta – s cílem vyhodnotit vıhody a rizika pøípadné restrukturalizace vèetnì holdingového uspoøádání“ – návrh rozpoètového opatøení ","Nepøijato",2917,4
"zmb-z7-04/20150317-14-39248","17.3.2015","10:54:08",14," Bod è. 8 Veøejná zakázka malého rozsahu na „Posouzení moné restrukturalizace obchodních spoleèností se 100% majetkovou úèastí mìsta – s cílem vyhodnotit vıhody a rizika pøípadné restrukturalizace vèetnì holdingového uspoøádání“ – návrh rozpoètového opatøení ","Pøijato",2917,4
"zmb-z7-04/20150317-15-39346","17.3.2015","10:55:46",15," Bod è. 9 Poskytnutí transferu na realizaci projektu „Úpravy venkovních ploch v areálu koupalištì Dobrovského, Brno - Královo Pole“ – návrh rozpoètového opatøení ","Pøijato",2917,4
"zmb-z7-04/20150317-16-39383","17.3.2015","10:56:23",16," Bod è. 10 Návrh rozpoètového opatøení – navıšení pøíjmù a bìnıch vıdajù rozpoètu Odboru správy majetku Brna ","Pøijato",2917,4
"zmb-z7-04/20150317-17-39444","17.3.2015","10:57:24",17," Bod è. 11 Projekt ""MŠ Tišnovská - zateplení budovy vèetnì vımìny oken"" – posouzení projektu, návrh rozpoètového opatøení ","Pøijato",2917,4
"zmb-z7-04/20150317-18-39473","17.3.2015","10:57:53",18," Bod è. 12 Projekt ""MŠ Šrámkova - zatepleni budovy vèetnì vımìny oken"" - posouzení projektu, návrh rozpoètového opatøení ","Pøijato",2917,4
"zmb-z7-04/20150317-19-39503","17.3.2015","10:58:23",19," Bod è. 13 Projekt ""Zateplení SVÈ Kosmonautù"" – posouzení projektu, návrh rozpoètového opatøení ","Pøijato",2917,4
"zmb-z7-04/20150317-20-39538","17.3.2015","10:58:58",20," Bod è. 15 Podpora pedagogickıch pracovníkù základních škol po skonèení projektu Operaèního programu Vzdìlávání pro konkurenceschopnost (OP VK) – návrh rozpoètového opatøení ","Pøijato",2917,4
"zmb-z7-04/20150317-21-39632","17.3.2015","11:00:32",21," Bod è. 16 Návrh na poskytnutí dotací na podporu projektù ekologické vıchovy v Brnì na rok 2015 a návrh rozpoètového opatøení ","Pøijato",2917,4
"zmb-z7-04/20150317-22-39678","17.3.2015","11:01:19",22," Bod è. 17 Návrh na poskytnutí dotací na podporu dìtskıch a mládenickıch aktivit v roce 2015 – návrh rozpoètového opatøení ","Pøijato",2917,4
"zmb-z7-04/20150317-23-39727","17.3.2015","11:02:07",23," Bod è. 18 Návrh na poskytnutí dotací na podporu tìlovıchovnıch a sportovních aktivit pro rok 2015 – návrh rozpoètového opatøení ","Pøijato",2917,4
"zmb-z7-04/20150317-24-39762","17.3.2015","11:02:42",24," Bod è. 19 Návrh na podporu mezinárodních aktivit dìtí a mládee v roce 2015 – návrh rozpoètového opatøení ","Pøijato",2917,4
"zmb-z7-04/20150317-25-39798","17.3.2015","11:03:18",25," Bod è. 20 Návrh na poskytnutí dotací typu B v oblasti kultury v roce 2015 – návrh rozpoètového opatøení ","Pøijato",2917,4
"zmb-z7-04/20150317-27-39848","17.3.2015","11:04:09",27," Bod è. 21 Návrh na poskytnutí dotací na provozní náklady støedisek volného èasu v roce 2015 ","Pøijato",2917,4
"zmb-z7-04/20150317-28-39877","17.3.2015","11:04:37",28," Bod è. 22 Návrh na poskytnutí dotace nestátní neziskové organizaci na projekt v sociální oblasti ","Pøijato",2917,4
"zmb-z7-04/20150317-29-39913","17.3.2015","11:05:14",29," Bod è. 23 Pøesun finanèních prostøedkù z dùvodu zmìny právní formy pøíjemcù dotací – návrh rozpoètového opatøení ","Pøijato",2917,4
"zmb-z7-04/20150317-30-39951","17.3.2015","11:05:51",30," Bod è. 24 Návrh na uzavøení smluv o poskytnutí dotací schválenıch v rozpoètu mìsta Brna na rok 2015 se spolky národnostních menšin a spolky pùsobícími v oblasti etnik ","Pøijato",2917,4
"zmb-z7-04/20150317-31-39979","17.3.2015","11:06:19",31," Bod è. 25 Návrh na doplnìní Zásad pro poskytování dotací z rozpoètu statutárního mìsta Brna ","Pøijato",2917,4
"zmb-z7-04/20150317-32-40007","17.3.2015","11:06:47",32," Bod è. 26 Projekt IPRM „ZŠ Vranovská 17 - rekonstrukce høištì"" - návrh smlouvy o poskytnutí dotace ","Pøijato",2917,4
"zmb-z7-04/20150317-33-40038","17.3.2015","11:07:18",33," Bod è. 27 Projekt IPRM ""Regenerace sportoviš v lokalitách Rybáøská, Botanická a transformace sportovištì Vysoká na parkour"" - návrh smlouvy o poskytnutí dotace ","Pøijato",2917,4
"zmb-z7-04/20150317-34-40070","17.3.2015","11:07:50",34," Bod è. 28 Projekt „Sanace skalního øícení v ulici Práèata, MÈ Brno-Bosonohy“ - rozhodnutí o poskytnutí dotace, návrh smlouvy o poskytnutí podpory ze SFP ","Pøijato",2917,4
"zmb-z7-04/20150317-35-40099","17.3.2015","11:08:19",35," Bod è. 29 Projekt IPRM ""Domov pro seniory, Foltınova 21, Brno - odstranìní bariér a zvıšení lùkové kapacity"" – návrh dodatku è. 1 ke smlouvì o poskytnutí dotace ","Pøijato",2917,4
"zmb-z7-04/20150317-36-40127","17.3.2015","11:08:47",36," Bod è. 30 Návrh dodatku è. 1 ke smlouvì o poskytnutí úèelové neinvestièní dotace na opravu parní tramvajové lokomotivy CAROLINE ","Pøijato",2917,4
"zmb-z7-04/20150317-37-40155","17.3.2015","11:09:15",37," Bod è. 31 Zápùjèky z Fondu rozvoje bydlení mìsta Brna – I. etapa 2015, návrh rozpoètového opatøení ","Pøijato",2917,4
"zmb-z7-04/20150317-38-40183","17.3.2015","11:09:43",38," Bod è. 32 Zpráva o zápùjèkách z Fondu rozvoje bydlení mìsta Brna ","Pøijato",2917,4
"zmb-z7-04/20150317-39-40215","17.3.2015","11:10:15",39," Bod è. 33 ádost MÈ Brno-Starı Lískovec o souhlas s pouitím èásti postoupenıch pøíjmù z prodeje nemovitostí k jinému úèelu ","Pøijato",2917,4
"zmb-z7-04/20150317-40-40266","17.3.2015","11:11:06",40," Bod è. 34 ádost MÈ Brno-Øeèkovice a Mokrá Hora o souhlas s pouitím èásti kladného vısledku hospodaøení z VHÈ – bytového hospodáøství k jinému úèelu ","Pøijato",2917,4
"zmb-z7-04/20150317-41-40441","17.3.2015","11:14:01",41," Bod è. 35 Návrh na prominutí smluvní pokuty Bytovému drustvu Merhautova 138, Brno ","Pøijato",2917,4
"zmb-z7-04/20150317-42-40477","17.3.2015","11:14:37",42," Bod è. 36 Návrh prodeje bytové jednotky è. 1891/3 v domì Jeronımova 24 ","Pøijato",2917,4
"zmb-z7-04/20150317-43-40509","17.3.2015","11:15:09",43," Bod è. 37 Návrh prodeje id. 1/2 nemovitosti (budova objektu bydlení) na adrese Jakubské nám. 2/Rašínova 8 v k. ú. Mìsto Brno ","Pøijato",2917,4
