id,legislative_session:number,start_date,item:title,item:number,motion:title,
2005,2,2014-12-19,Kolektivní pojištění ZO,8,ZO Libá pověřuje starostu obce zjištěním možností kolektivního pojištění zastupitelstva obce ke škodám způsobeným na základě neúmyslného chybného rozhodnutí,
2006,2,2014-12-19,různé,9,"ZO Libá schvaluje nákup přední hydraulicky otočné radlice a nástavby se zásobníkem a posypovým zařízením na komunální stroj obce od jeho výrobce v celkové hodnotě 233.000,-Kč bez DPH od výrobce komunálního stroje obce Libá.",
2007,2,2014-12-19,různé,9,ZO Libá schvaluje proplacení zůstatku dovolené za rok 2014 starostovi obce.,
2008,2,2014-12-19,různé,9,"ZO Libá hlasuje o schválení pronájmu části p.p. 2771 k.ú. Libá o vel. do 200 m2 v zadní části domu podél stráně p. Barboře Cigáňové, byt. Libá 99, za částku 2,-Kč/1m2 ročně.",
3001,3,2015-02-27,Volba ověřovatelů zápisu 3. zasedání ZO Libá,2,ZO Libá hlasuje o schválení ověřovatelů zápisu 3. zasedání ZO Libá R. Jarocha a Z. Balvína,
3002,3,2015-02-27,program,3,hlasování o programu,
3003,3,2015-02-27,Rozpočet obce na rok 2015,5,"ZO Libá schvaluje rozpočet obce Libá na rok 2015 jako vyrovnaný, příjmy a výdaje ve výši 15.180.050,-Kč, závaznými ukazateli rozpočtu je schváleno poloţkové znění.",
3004,3,2015-02-27,Rozpočtový výhled obce 2015 – 2018.,6,ZO Libá schvaluje rozpočtový výhled obce Libá na rok 2015 – 2018,
3005,3,2015-02-27,Obecně závazná vyhláška obce Libá,8,"ZO Libá ruší obecně závaznou vyhlášku č. 3/2001 o nakládání s komunálním a stavebním odpadem a schvaluje Obecně závaznou vyhlášku č. 1/2015 o stanovení systému shromaţďování, sběru, přepravy, třídění, vyuţívání a odstraňování komunálních odpadů a nakládání se stavebním odpadem",
3006,3,2015-02-27,"ZaMŠ Libá – příspěvek zřizovatele na provoz v roce 2015, plán oprav",9,"ZO Libá schvaluje příspěvek zřizovatele MaZŠ Libá na její provoz v roce 2015 ve výši 500.000,-Kč.",
3007,3,2015-02-27,Nabídka pojištění ZO – výkon veřejné správy,11,"ZO Libá hlasuje o přijetí nabídky připojištění zastupitelstva obce Libá a osob ve veřejných funkcích od společnosti Generalli a.s. ve výši 5.859,-Kč ročně s tím, ţe původní pojištění odpovědnosti obce bude ukončeno, nahrazeno novým a samotné připojištění zastupitelstva obce bude ročně ve výši 1.300,-Kč a pověřuje starostu obce podpisem smlouvy o pojištění.",
3008,3,2015-02-27,žádost o prodej p.p. 2216/1 a 256/4 vše k.ú. Libá- stanovení ceny,12,"ZO Libá hlasuje o schválení prodeje p.p. 2216/1 (trvalý travní porost) o vel. 272 m2 ţadateli p. MUDr. Miloslavu Doulovi za částku 100,-Kč/m2 a schválení prodeje p.p. č. 256/4 k.ú. Libá (trvalý travní porost) o vel. 157 m2 ţadateli p. Eduardu Novákovi za 100,-Kč/1m2, přičemţ bude zachována plná šíře komunikace p.p. č. 2624/1, oddělení části p.p. 256/4 k.ú. zasahující do komunikace Libá bude provedena na náklady ţadatele, prodejní cely vychází z cenové mapy obce Libá schválené usn. ZO Libá č. 195/11/2012 z 8.11. 2012",
3009,3,2015-02-27,žádost o prodej části p.p.13/8 a části p.p.47/2 vše k.ú. Libá – záměr.,13,ZO Libá pověřuje starostu obce k jednání o prodeji části p.p.13/8 a části p.p.47/2 vše k.ú. Libá a zaměření konkrétních částí pozemků.,
3010,3,2015-02-27,Předložení nabídky sponzorského daru,14,ZO Libá pověřuje starostu obce jednáním se sponzorem p. K. Lipertem a přípravou sponzorské smlouvy,
3011,3,2015-02-27,žádosti spolků a sdruţení o finanční podporu obce v roce 2015.,17,"ZO Libá hlasuje o schválení poskytnutí fnanční podpory na rok 2015 JSDH Libá ve výšii 75.036,-Kč a ČSŢ o.s. ve výši 34.000,-Kč",
3012,3,2015-02-27,Umístění nalezeného smírčího kříţe na návsi.,18,"ZO Libá hlasuje o schválení umístění nalezeného smírčího kříţe u kamenné zdi na návsi v Libé, na p.p. č. 2767 k.ú. Libá, v majetku obce Libá",
3013,3,2015-02-27,Nabídka p. Klaudy na odprodej objektu,19,"ZO Libá pověřuje starostu obce prvotním jednáním s majitelem objektu pohostinství u Bohouše k upřesnění rozsahu a ceny nabídky s tím, ţe konkrétní jednání bude poté probíhat za přítomnosti majitele objektu a ZO Libá.",
3014,3,2015-02-27,různé,20,ZO Libá hlasuje o schválení úpravy vodného v části Hůrka u Libé zvané Sorkov dle aktuálních cen spol. Chevak na rok 2015.,
4001,4,2015-04-10,Volba ověřovatelů zápisu 4. zasedání ZO Libá,2,ZO Libá hlasuje o schválení ověřovatelů zápisu 4. zasedání ZO Libá K. Hallovi a V. Votíkové.,
4002,4,2015-04-10,program,3,hlasování o programu,
4003,4,2015-04-10,Soudní spor s Elči s.r.o,5,ZO hlasuje o schválení podání odvolání proti rozsudku Okresního soudu Cheb č.j.: 13C 100/2010 ke Krajskému soudu v Plzni.,
4004,4,2015-04-10,Poptávka PD - multifunkční objekt na p.p. 285/1 a 285/3 k.ú.Libá.,6,ZO Libá schvaluje zadání poptávky veřejné architektonické soutěže k vyhotovení projektové dokumentace k výstavbě multifunkčního objektu obce Libá na p.p. 285/1 a 285/3 k.ú. Libá.,
4005,4,2015-04-10,Areál u školy – zajištění PD na multifunkční hřiště,7,"ZO Libá pověřuje starostu obce konáním kroků k zajištění projektové dokumentace k multifunkčnímu sportovnímu hřišti s tím, že v kladném případě bude na následujícím zasedání jednáno o schválení zadávacího řízení k vyhotovení kompletní projektové dokumentace až po stavební povolen",
4006,4,2015-04-10,Sponzorský dar p. Lippert,11,"ZO Libá hlasuje o účelu využití nabízeného sponzorského daru ve výši 50.000,-Kč nabídnutého obci Libá a to jeho přijetím SDH Libá k dostavbě a vybavení přístavby hasičské zbrojnice.",
4007,4,2015-04-10,různé,12,"ZO Libá hlasuje o schválení přijetí cenové nabídky v celkové výši 38.880,-Kč k výsadbě 12 okrasných dřevin na dětském hřišti u hasičské zbrojnice a u okolních komunikacích.",
4008,4,2015-04-10,různé,12,ZO Libá hlasuje o schválení záměru prodeje části p.p.13/8 a části p.p.47/2 vše k.ú. Libá dle GP č. 735-74/2015 ze dne 31.3. 2015.,
4009,4,2015-04-10,různé,12,"ZO Libá hlasuje o schválení investice do částky ve výši 20.000,-Kč k rekonstrukci koupelny obecního bytu p. Volštáta, čp. 220, Libá",
4010,4,2015-04-10,různé,12,"ZO Libá hlasuje o schválení finanční podpory na činnost kroužku mladých hasičů SDH Libá v roce 2015 ve výši 10.000,-Kč.",
4011,4,2015-04-10,různé,12,"ZO Libá hlasuje o schválení účasti obce Libá v elektronické dražbě o zakoupení objektu čp. 173 a pozemku o vel. 381 m2, pověřuje starostu obce zastoupením obce Libá s tím, že max. výše podání bude za obec omezena na dohodnutou částku, jejíž výše bude z taktických důvodů ověřenou přílohou tohoto zápisu",
4012,4,2015-04-10,různé,12,ZO Libá pověřuje starostu zmonitorováním poškození částí obecních komunikací a zajištění přípravy na jejich opravu včetně poptání příslušných služeb,
