id,name,organization:party,organization:affiliation,organization:list,
2010-538523-1-901-5,Bergmann Tomáš,nk_party,bezpp_affiliation,901_list,
2010-538523-1-901-3,Eichnerová Marcela Ing.,nk_party,bezpp_affiliation,901_list,
2010-538523-1-721-2,Jakob Ondřej Mgr.,top-09_party,top-09_affiliation,721_list,
2010-538523-1-721-4,Klimentová Jana JUDr.,top-09_party,top-09_affiliation,721_list,
2010-538523-1-901-11,Čadilová Kateřina PhDr.,nk_party,bezpp_affiliation,901_list,
2010-538523-1-721-5,Malá Ivana Ing.,top-09_party,top-09_affiliation,721_list,
2010-538523-1-7-11,Pokorný František,cssd_party,bezpp_affiliation,7_list,
2010-538523-1-901-6,Semanská Alena,nk_party,bezpp_affiliation,901_list,
2010-538523-1-901-1,Semanský Rudolf,nk_party,stan_affiliation,901_list,
2010-538523-1-901-12,Rősler Jiří,nk_party,bezpp_affiliation,901_list,
2010-538523-1-901-7,Třeštík Patrik Ing.,nk_party,bezpp_affiliation,901_list,
2010-538523-1-901-9,Uzel Jan,nk_party,bezpp_affiliation,901_list,
2010-538523-1-901-2,Zima Přemysl Ing.,nk_party,bezpp_affiliation,901_list,
