vote_event:id,voter:id,option
21504,4009,yes
21504,3447,no
21504,4010,yes
21504,3444,yes
21504,3632,yes
21504,4014,yes
21504,3967,abstain
21504,3644,yes
21504,4027,yes
21504,3454,yes
21504,3457,yes
21504,3460,yes
21504,3459,yes
21504,4085,abstain
21504,4039,yes
21504,4011,absent
21504,4041,abstain
21504,3184,yes
21504,4012,absent
21504,3461,yes
21504,3482,yes
21504,3689,yes
21504,4045,yes
21504,3269,yes
21504,4046,yes
21504,3464,yes
21504,3969,abstain
21504,3970,absent
21504,3452,yes
21504,4047,yes
21504,3230,yes
21504,3538,yes
21504,3471,absent
21504,4048,yes
21504,3472,abstain
21504,4049,abstain
21504,3483,yes
21504,4064,yes
21504,4065,yes
21504,4079,yes
21504,3186,yes
21504,4066,yes
21504,3478,abstain
21504,4067,yes
21504,3480,yes
21504,4684,yes
21504,4068,absent
21504,4069,yes
21504,4099,absent
21504,3165,yes
21504,3762,yes
21504,3167,absent
21504,4080,yes
21504,4100,yes
21504,4101,yes
21504,4102,yes
21504,4103,yes
21504,4097,yes
21504,3346,yes
21504,4104,yes
21504,4105,yes
21504,3170,yes
21504,3925,yes
21504,3926,abstain
21504,4114,absent
21504,4115,no
21504,3484,absent
21504,4121,yes
21504,4122,yes
22784,4009,yes
22784,3447,yes
22784,4010,yes
22784,3444,yes
22784,3632,yes
22784,4014,yes
22784,3967,yes
22784,3644,yes
22784,4027,yes
22784,3454,yes
22784,3457,not voting
22784,3460,yes
22784,3459,yes
22784,4085,yes
22784,4039,yes
22784,4011,yes
22784,4041,yes
22784,3184,yes
22784,4012,yes
22784,3461,yes
22784,3482,yes
22784,3689,yes
22784,4045,yes
22784,3269,yes
22784,4046,yes
22784,3464,yes
22784,3969,yes
22784,3970,absent
22784,3452,yes
22784,4047,yes
22784,3230,yes
22784,3538,absent
22784,3471,yes
22784,4048,yes
22784,3472,yes
22784,4049,yes
22784,3483,yes
22784,4064,yes
22784,4065,yes
22784,4079,yes
22784,3186,absent
22784,4066,yes
22784,3478,yes
22784,4067,yes
22784,3480,not voting
22784,4684,absent
22784,4068,yes
22784,4069,yes
22784,4099,absent
22784,3165,yes
22784,3762,yes
22784,3167,absent
22784,4080,yes
22784,4100,yes
22784,4101,yes
22784,4102,absent
22784,4103,yes
22784,4097,yes
22784,3346,absent
22784,4104,not voting
22784,4105,yes
22784,3170,yes
22784,3925,not voting
22784,3926,not voting
22784,4114,yes
22784,4115,yes
22784,3484,absent
22784,4121,yes
22018,4009,yes
22018,3447,yes
22018,4010,yes
22018,3444,yes
22018,3632,yes
22018,4014,absent
22018,3967,absent
22018,3644,yes
22018,4027,yes
22018,3454,yes
22018,3457,yes
22018,3460,yes
22018,3459,yes
22018,4085,yes
22018,4039,yes
22018,4011,yes
22018,4041,yes
22018,3184,yes
22018,4012,yes
22018,3461,absent
22018,3482,yes
22018,3689,absent
22018,4045,yes
22018,3269,absent
22018,4046,yes
22018,3464,yes
22018,3969,yes
