id,legislative_session:number,start_date,item:title,item:number,motion:title,
18006,18,2014-09-18,ZO schválilo,6,"Zastupitelstvo obce Rochlov schvaluje odkup části pozemku č. 22/1 v k.ú. Rochlovdo 150 m' za cenu 280,-Kč/l m~ a poplatků s tím souvisejících. Dále Obec Rochlovuhradí náklady za přesun oplocení. Zajistí změnu užívání pozemku ze zahrady namístní komunikaci a zřízeni předkupního práva pro paní Kaslovou v případě, žebychom chtěli nově koupené pozemky prodat",
19001,19,2014-09-19,ZO schválilo,7,Zastupitelstvo obce Rochlov schvaluje rozpočtové opatření č.4/2014 dle přílohyČ.5/VZ33.,
16001,16,2014-07-26,ZO schválilo,1,"Zastupitelstvo obce Rochlov schvaluje bez výhrad Povodňový plán obce Rochlov,vypracovaný ve spolupráci s f. ENVIPARTNER s.r.o. v rámci projektu Místníinformační systém a povodňový plán Rochlov.",
16002,16,2014-07-26,ZO schválilo,2,"Zastupitelstvo obce Rochlov schvaluje odprodej pozemku č. 723/18 - travní porostv k.ú. Rochlov o celkové výměře 81m2 p. Jiřímu Pechovi, U Poradny 9, 330 00Plzeň, za cenu 100,-Kč/lm2 a poplatků s tímto prodejem spojených",
16003,16,2014-07-26,ZO schválilo,3,"Zastupitelstvo obce Rochlov schvaluje vytvoření pracovní příležitosti v rámci VPPaposkytnutí příspěvku 11.390,-Kč/měsíc pro obec Rochlov za druhé pracovní místo",
16004,16,2014-07-26,ZO schválilo,4,"Zastupitelstvo obce Rochlov schvaluje přijetí daru ve výši 5.000,-Kč od f. In kastas.r.o., 1.000,-Kč od f. Beránek Bohemia s.r.o. a 5.805,- od občanů obce Rochlov",
16005,16,2014-07-26,ZO schválilo,5,"Zastupitelstvo obce Rochlov schvaluje poskytnutí daru ve výši 15.000,-Kč NemocniciStod a.s. za účelem pořízení CT.",
16006,16,2014-07-26,ZO schválilo,6,"Zastupitelstvo obce Rochlov potvrzuje do funkce ředitelky MŠ Rochlov, okres Plzeň- sever příspěvková organizace MgrJanu Šauerovou na dalších 6 let",
16007,16,2014-07-26,ZO schválilo,7,Zastupitelstvo obce Rochlov schvaluje zápis do obecní kroniky za rok,
16008,16,2014-07-26,ZO schválilo,8,Zastupitelstvo obce Rochlov schvaluje dle § 67 a 68 zákona o obcích č.128/2000Sb.t počet členů Zastupitelstva pro volební období 2014 - 2018 na 7.členů.,
16009,16,2014-07-26,ZO schválilo,9,"Zastupitelstvo obce Rochlov schvaluje Obecně závaznou vyhlášku č. 1/2014 kterou semění a doplňuje OZVo volném pohybu psů č.2/2009. Dále pověřit starostu, abypřipravil informaci pro občany a tuto informaci vhodným způsobem zveřejnil",
16010,16,2014-07-26,ZO schválilo,10,"Zastupitelstvo obce Rochlov pověřuje starostu, aby zjistil přesné informace apodmínky elektronické aukce na dodavatele elektrické energie pro Obec Rochlov aMateřskou školu Rochlov.",
16011,16,2014-07-26,ZO schválilo,11,Zastupitelstvo obce Rochlov schvaluje rozpočtové opatření č.3/2014 dle přílohyČ.S/VZ3L,
