vote_event_id,voter_id,option,group_id,
1001,2010-553247-1-166-1,yes,stan_party,
1001,2010-553247-1-901-1,yes,nk_party,
1001,2010-553247-1-166-3,yes,stan_party,
1001,2010-553247-1-166-2,yes,stan_party,
1001,2010-553247-1-901-4,yes,nk_party,
1001,2010-553247-1-166-4,abstain,stan_party,
1001,2010-553247-1-166-5,abstain,stan_party,
1002,2010-553247-1-166-1,yes,stan_party,
1002,2010-553247-1-901-1,yes,nk_party,
1002,2010-553247-1-166-3,yes,stan_party,
1002,2010-553247-1-166-2,yes,stan_party,
1002,2010-553247-1-901-4,yes,nk_party,
1002,2010-553247-1-166-4,abstain,stan_party,
1002,2010-553247-1-166-5,abstain,stan_party,
2001,2010-553247-1-166-1,yes,stan_party,
2001,2010-553247-1-901-1,yes,nk_party,
2001,2010-553247-1-166-3,yes,stan_party,
2001,2010-553247-1-166-2,yes,stan_party,
2001,2010-553247-1-901-4,yes,nk_party,
2001,2010-553247-1-166-4,abstain,stan_party,
2001,2010-553247-1-166-5,abstain,stan_party,
3001,2010-553247-1-166-1,yes,stan_party,
3001,2010-553247-1-901-1,yes,nk_party,
3001,2010-553247-1-166-3,yes,stan_party,
3001,2010-553247-1-166-2,yes,stan_party,
3001,2010-553247-1-901-4,yes,nk_party,
3001,2010-553247-1-166-4,abstain,stan_party,
3001,2010-553247-1-166-5,abstain,stan_party,
3002,2010-553247-1-166-1,yes,stan_party,
3002,2010-553247-1-901-1,yes,nk_party,
3002,2010-553247-1-166-3,yes,stan_party,
3002,2010-553247-1-166-2,yes,stan_party,
3002,2010-553247-1-901-4,abstain,nk_party,
3002,2010-553247-1-166-4,abstain,stan_party,
3002,2010-553247-1-166-5,abstain,stan_party,
3003,2010-553247-1-166-1,yes,stan_party,
3003,2010-553247-1-901-1,abstain,nk_party,
3003,2010-553247-1-166-3,yes,stan_party,
3003,2010-553247-1-166-2,yes,stan_party,
3003,2010-553247-1-901-4,abstain,nk_party,
3003,2010-553247-1-166-4,abstain,stan_party,
3003,2010-553247-1-166-5,abstain,stan_party,
3004,2010-553247-1-166-1,yes,stan_party,
3004,2010-553247-1-901-1,abstain,nk_party,
3004,2010-553247-1-166-3,yes,stan_party,
3004,2010-553247-1-166-2,yes,stan_party,
3004,2010-553247-1-901-4,abstain,nk_party,
3004,2010-553247-1-166-4,abstain,stan_party,
3004,2010-553247-1-166-5,abstain,stan_party,
3005,2010-553247-1-166-1,yes,stan_party,
3005,2010-553247-1-901-1,yes,nk_party,
3005,2010-553247-1-166-3,yes,stan_party,
3005,2010-553247-1-166-2,yes,stan_party,
3005,2010-553247-1-901-4,no,nk_party,
3005,2010-553247-1-166-4,abstain,stan_party,
3005,2010-553247-1-166-5,abstain,stan_party,
4001,2010-553247-1-166-1,no,stan_party,
4001,2010-553247-1-901-1,yes,nk_party,
4001,2010-553247-1-166-3,no,stan_party,
4001,2010-553247-1-166-2,no,stan_party,
4001,2010-553247-1-901-4,yes,nk_party,
4001,2010-553247-1-166-4,abstain,stan_party,
4001,2010-553247-1-166-5,abstain,stan_party,
4002,2010-553247-1-166-1,yes,stan_party,
4002,2010-553247-1-901-1,no,nk_party,
4002,2010-553247-1-166-3,yes,stan_party,
4002,2010-553247-1-166-2,yes,stan_party,
4002,2010-553247-1-901-4,no,nk_party,
4002,2010-553247-1-166-4,abstain,stan_party,
4002,2010-553247-1-166-5,abstain,stan_party,
4003,2010-553247-1-166-1,yes,stan_party,
4003,2010-553247-1-901-1,no,nk_party,
4003,2010-553247-1-166-3,yes,stan_party,
4003,2010-553247-1-166-2,yes,stan_party,
4003,2010-553247-1-901-4,no,nk_party,
4003,2010-553247-1-166-4,abstain,stan_party,
4003,2010-553247-1-166-5,abstain,stan_party,
4004,2010-553247-1-166-1,yes,stan_party,
4004,2010-553247-1-901-1,no,nk_party,
4004,2010-553247-1-166-3,yes,stan_party,
4004,2010-553247-1-166-2,yes,stan_party,
4004,2010-553247-1-901-4,abstain,nk_party,
4004,2010-553247-1-166-4,abstain,stan_party,
4004,2010-553247-1-166-5,abstain,stan_party,
4005,2010-553247-1-166-1,yes,stan_party,
4005,2010-553247-1-901-1,no,nk_party,
4005,2010-553247-1-166-3,yes,stan_party,
4005,2010-553247-1-166-2,yes,stan_party,
4005,2010-553247-1-901-4,no,nk_party,
4005,2010-553247-1-166-4,abstain,stan_party,
4005,2010-553247-1-166-5,abstain,stan_party,
4006,2010-553247-1-166-1,yes,stan_party,
