"id","legislative_session:number","motion:title","start_date","start_time"
"45372",23,"4/e)  Změna výše daru města F-M p.Anežce Wawreczkové…                                 ","2002-09-24","09:29:03"
"45373",23,"4/f)  Vyplacení  dotace z Fondu regenerace města Frýdku-Místku                  ","2002-09-24","09:48:29"
"45374",23,"4/g) Smlouva o poskytnutí invest.transferu mezi městem F-M a obcí St.Město","2002-09-24","09:49:47"
"45375",23,"4/h) Poskytnutí incest. transferu dobrovolnému svazku obcí povodí Olešná","2002-09-24","09:50:56"
"45376",23,"4/i) Dodatky ke smlouvám mezi městem F-M a dobrovol.svazkem obcí …….","2002-09-24","09:52:05"
"45377",23,"4/l) Návrh na uzavření smluv o poskytnutí neinvest.dodací z Centra sportu","2002-09-24","09:53:49"
"45378",23,"4/m) Dodatky ke smlouvám o poskytnutí neinvest. dotací z Centra sportu","2002-09-24","09:56:38"
"45379",23,"4/n)  Návrh na uzavření smluv o poskytnutí neinvest. dotací ze sportovního fondu","2002-09-24","09:57:35"
"45380",23,"4/n1) Návrh dohody o splátkách dluhu mezi FK VP, Table tennis a městem","2002-09-24","10:00:51"
"45381",23,"4/o Návrh na uzavření smluv o poskytnutí neinvest.dotací z fondu reprezentace","2002-09-24","10:01:56"
"45382",23,"4/p) Návrh na uzavření smluv o poskytnutí neinvest. dotací z fondu  výchovy a vzdělávání","2002-09-24","10:02:53"
"45383",23,"4/r) Návrh na uzavření smluv o poskytnutí neinvest. dotací a příspěvku z rozpočtu města","2002-09-24","10:04:32"
"45384",23,"4/s)  Návrh na uzavření smluv o poskytnutí neinvest.dotací z kulturního fondu                    ","2002-09-24","10:05:50"
"45385",23,"4/t)   Návrh na uzavření uzavření dodatků ke smlouvám o poskytnutí neinvest.dotací","2002-09-24","10:06:48"
"45386",23,"4/u)   Finanční pomoc oblastem postiženým povodní ","2002-09-24","10:07:54"
"45387",23,"4/v)   Pověření starosty města Frýdek-Místek","2002-09-24","10:09:09"
"45388",23,"4/w)  Uzavření leasingové smlouvy","2002-09-24","10:10:14"
"45389",23,"Procedurální návrh PhDr.Stolař","2002-09-24","10:11:21"
"45390",23,"6/a ) Změna harmonogramu pořízení změny č.6 ÚP města F-M","2002-09-24","10:15:15"
"45391",23,"6/b) Záměr pořízení aktualizace územního plánu zóny Olešná ……","2002-09-24","10:20:42"
"45392",23,"6/c Regulační plán MPZ Frýdek - návrh řešení námitek a připomínek + vyhláška","2002-09-24","10:23:07"
"45393",23,"Procedurální PhDr.Stolař","2002-09-24","10:24:17"
"45394",23,"7/a OZV č…../2002,kterou se mění vyhl.č.8/2000 o záv.části ÚP města F-M……","2002-09-24","10:37:33"
"45395",23,"5/a) Hospodaření s majetkem města - prodej, darování, směny …. + dodatek","2002-09-24","10:41:21"
"45396",23,"5/b)  Prodej obytných domů a pozemků zastavěných obytnými domy                 ","2002-09-24","10:43:38"
"45397",23,"5/c)  Návrh na upuštění od vymáhání pohledávek                                                     ","2002-09-24","10:44:36"
"45398",23,"5/d) Návrh na upuštění od vymáhání poplatků z prodlení","2002-09-24","10:45:38"
"45399",23,"- 7/b) slevy","2002-09-24","11:29:00"
"45400",23,"- 7/b) pozměňující návrh 348,-Kč","2002-09-24","11:29:54"
"45401",23,"procedurální návrh PhDr.Stolař","2002-09-24","11:49:14"
"45402",23,"- 8/c) návrh 5.zm rozpočtu","2002-09-24","12:06:11"
"45403",23,"8/c) Zrušení obchodní společnosti ND-R a.s. a související úkony","2002-09-24","12:06:40"
"45404",23,"7/c) OZV,kterou se mění a doplňuje vyhl..č.1/1996 o místních poplatcích ….","2002-09-24","12:19:20"
"45405",23,"8/a ) Návrh na org.změny na úseku školství…………","2002-09-24","12:26:32"
"45406",23,"8/b)  Návrh na schválení dodatku ke zřiz.listině Spec.školy - Naděje","2002-09-24","12:28:32"
"45407",23,"- 9/a) návrh Ing.Pavlík","2002-09-24","12:48:57"
"45408",23,"9/c)  Návrh na stanovení výše odměn a darů pro členy komisí RM, KV, FV,majetk.výb….","2002-09-24","13:03:15"
"45409",23,"9/d) Návrh na stanov.měsíční odměny za výkon fce u Mgr.Šostého a JUDr.Dokoupila","2002-09-24","13:04:10"
"45410",23,"9/e)  Oznámení Ing.P.Rafaje o změně statutu…..","2002-09-24","13:05:10"
"45411",23,"- 9/f) návrh Ing.Roháč","2002-09-24","13:10:44"
"45412",23,"- 9/f) návrh Ing.Roháč","2002-09-24","13:11:20"
"45413",23,"9/f)  Zásady pro poskytování cestovních náhrad…..","2002-09-24","13:11:46"
"45414",23,"- oběd","2002-09-24","13:13:26"
