id,legislative_session:number,start_date,item:title,item:number,motion:title,
9004,9,2011-09-22,návrh na vyřazení některého vybavení bývalého obchodu,2,Zastupitelstvo obce schvaluje vyřadit opotřebované a nepotřebné zařízení z býv. obchodu a ukládá účetní obce vytvořit seznam tohoto nepotřebného majetku. Dále obecní zastupitelstvo schvaluje toto zařízení určené k vyřazení nabídnout za minimální zůstatkovou cenu občanům.,
9005,9,2011-09-22,návrh rozpočtového opatření č. 7,3,Zastupitelstvo obce schvaluje návrh rozpočtového opatření č. 7 v navrženém znění.,
9006,9,2011-09-22,"nabídka Pozemkového fondu k bezúplatnému převodu komunikace v k.ú. Vlkanov č. parc. 863/2,863/3,874 a č.p. 864 dle PK - /INVČ. 000000844. ID majetku 15130",4,"Zastupitelstvo obce schvaluje vstoupit do jednání s Pozemkovým fondem o bezúplatném převodu komunikace č. parc. 863/2, 863/3 a č.p. 864 dle PK - /INVČ. 000000844, ID majetku 15130 a pověřuje starostu vést jednání s PF tak, že zastupitelstvo obce Vlkanov souhlasí s převodem výše uvedených pozemků do vlastnictví obce za podmínky současného převodu pozemků kolem vodojemu, za které nyní obec platí PF nájem a rovněž převodu ostatních pozemků ve vlastnictví PF do vlastnictví obce v intravilánu obce Vlkanov.",
9007,9,2011-09-22,žádost firmy DIESELWORX s.r.o. Nový Kramolín o odkoupení býv. zemědělského letiště poblíž obce,5,Zastupitelstvo zamítá žádost firmy DIESELWORX s.r.o. Nový Kramolín o odkoupení pozemků na býv. zemědělském letišti poblíž obce a rovněž nesouhlasí ani s případnou směnou pozemků.,
9008,9,2011-09-22,žádost KÚ o spolupráci ve věci tvorby digitálních povodňových plánů obecních úřadů,6,"Zastupitelstvo obce schvaluje toto složení povodňové komise: předseda: Jan Doktor, místopředseda: Ivana Jacáková, tajemník: Ladislav Jacák člen: František Planěk, zapisovatelka: Veronika Houdková. Dále zastupitelstvo obce ukládá povodňové komisi zpracovat zjednodušený povodňový plán a dodržet požadované termíny.",
9009,9,2011-09-22,projednání návrhu zhotovení pamětních CD ke II. srazu rodáků pro zájemce z řad občanů,7,"Zastupitelstvo schvaluje zhotovit DVD s videozáznamem II. srazu rodáků pro zájemce z řad občanů za cenu Kč 50,-/ ks. Počet DVD bude upřesněn dle počtu zájemců - nabídka bude zveřejněna na obecní vývěsce.",
9010,9,2011-09-22,projednání dalšího postupu ve věci dluhu na nájemném za obecní byt,8,Zastupitelstvo obce schvaluje ve věci nesplácení dluhu na nájemném a porušení splátkového kalendáře p. Anderlem Martinem předat celou záležitost právníkovi a v případě nutnosti řešit soudní cestou.,
10001,10,2011-10-31,Určení ověřovatelů zápisu a zapisovatele,0,Obecní zastupitelstvo schvaluje ověřovatele zápisu p. Stanislava Stehlíka a pana Ladislava Jacáka.,
10002,10,2011-10-31,Schválení programu,0,Zastupitelstvo obce schvaluje program jednání 11. zasedání zastupitelstva obce Vlkanov v navrženém znění doplněném o níže uvedený bod.,
10003,10,2011-10-31,Schválení programu,0,Zastupitelstvo pověřuje starostu obce vyvolat jednání se starostou města Poběžovice ohledně možnosti pečovatelské služby na území obce Vlkanov.,
