"group:id","option","vote_event:id","voter:id"
"ČSSD","ZDRŽEL SE","453260","Adam Miroslav, MUDr."
"VV","NEHLASOVAL","453260","Adamec Martin, MUDr."
"KDU-ČSL","NEHLASOVAL","453260","Adamus Petr, Ing."
"TOP 09","NEHLASOVAL","453260","Caletková Renáta, Mgr."
"ČSSD","PROTI","453260","Chýlek Jaroslav, Ing., MBA"
"ČSSD","NEHLASOVAL","453260","Cvik Petr, Mgr."
"ČSSD","PROTI","453260","Deutscher Karel"
"KSČM","NEHLASOVAL","453260","Dokoupil Miroslav, JUDr."
"ČSSD","NEHLASOVAL","453260","Hájek Jiří"
"KSČM","NEHLASOVAL","453260","Holý Pavel"
"VV","NEHLASOVAL","453260","Hrabec Dalibor, Ing."
"VV","NEHLASOVAL","453260","Jurtíková Drahomíra, Mgr."
"ODS","PROTI","453260","Kocich Pavel, Ing."
"ODS","NEHLASOVAL","453260","Konůpka Petr, Ing."
"KDU-ČSL","NEHLASOVAL","453260","Koval Libor"
"ČSSD","NEHLASOVAL","453260","Kožušníková Jarmila, Mgr."
"NEZ","NEHLASOVAL","453260","Krulikovský Jan, Mgr."
"ODS","NEHLASOVAL","453260","Kučík Rafael, Ing."
"ODS","NEHLASOVAL","453260","Lepík Libor, Mgr."
"ČSSD","PROTI","453260","Machala Pavel, Bc."
"ČSSD","NEHLASOVAL","453260","Muroň Jaroslav"
"NEZ","PRO","453260","Nejezchleba Jozef"
"ČSSD","NEHLASOVAL","453260","Novák Michal, Mgr."
"ČSSD","PRO","453260","Nytrová Pavlína, Ing."
"KSČM","NEHLASOVAL","453260","Pavlík Ivo, Ing."
"ČSSD","PRO","453260","Pobucký Michal, Mgr. DiS."
"KDU-ČSL","PRO","453260","Přádka Miroslav, MUDr. Ing. PhD."
"KSČM","NEHLASOVAL","453260","Recman Svatomír, RSDr., Ing."
"ČSSD","PRO","453260","Richtrová Eva, Ing."
"ODS","NEHLASOVAL","453260","Ruszová Helena, Ing."
"ČSSD","NEHLASOVAL","453260","Sabela Pavel, Ing."
"ČSSD","NEHLASOVAL","453260","Skotnica Petr"
"ČSSD","ZDRŽEL SE","453260","Slezák Miroslav"
"TOP 09","NEHLASOVAL","453260","Špetla Martin, Ing."
"TOP 09","NEHLASOVAL","453260","Šrubař Pavel, MUDr."
"ČSSD","NEHLASOVAL","453260","Štefek Miroslav, Bc."
"ODS","NEHLASOVAL","453260","Švejkovský Dalibor, Ing."
"ODS","NEHLASOVAL","453260","Svoják Igor, Ing., MBA"
"TOP 09","NEHLASOVAL","453260","Vojkovský Pavel, MUDr."
"KSČM","NEHLASOVAL","453260","Vrba Ivan, Mgr."
"ODS","NEHLASOVAL","453260","Walková Pavla"
"ČSSD","NEHLASOVAL","453260","Zaoral Jiří"
