vote_event_id,voter_id,option,group_id,
1001,2010-575372-1-904-4,absent,nk_party,
1001,2010-575372-1-902-2,yes,nk_party,
1001,2010-575372-1-901-1,yes,nk_party,
1001,2010-575372-1-901-3,absent,nk_party,
1001,2010-575372-1-903-1,yes,nk_party,
1001,2010-575372-1-901-4,yes,nk_party,
1001,2010-575372-1-902-8,yes,nk_party,
1001,2010-575372-1-904-1,absent,nk_party,
1001,2010-575372-1-901-2,yes,nk_party,
1002,2010-575372-1-904-4,absent,nk_party,
1002,2010-575372-1-902-2,yes,nk_party,
1002,2010-575372-1-901-1,yes,nk_party,
1002,2010-575372-1-901-3,absent,nk_party,
1002,2010-575372-1-903-1,yes,nk_party,
1002,2010-575372-1-901-4,yes,nk_party,
1002,2010-575372-1-902-8,yes,nk_party,
1002,2010-575372-1-904-1,absent,nk_party,
1002,2010-575372-1-901-2,yes,nk_party,
1003,2010-575372-1-904-4,absent,nk_party,
1003,2010-575372-1-902-2,yes,nk_party,
1003,2010-575372-1-901-1,yes,nk_party,
1003,2010-575372-1-901-3,absent,nk_party,
1003,2010-575372-1-903-1,yes,nk_party,
1003,2010-575372-1-901-4,yes,nk_party,
1003,2010-575372-1-902-8,yes,nk_party,
1003,2010-575372-1-904-1,absent,nk_party,
1003,2010-575372-1-901-2,yes,nk_party,
1004,2010-575372-1-904-4,absent,nk_party,
1004,2010-575372-1-902-2,yes,nk_party,
1004,2010-575372-1-901-1,yes,nk_party,
1004,2010-575372-1-901-3,absent,nk_party,
1004,2010-575372-1-903-1,yes,nk_party,
1004,2010-575372-1-901-4,yes,nk_party,
1004,2010-575372-1-902-8,yes,nk_party,
1004,2010-575372-1-904-1,absent,nk_party,
1004,2010-575372-1-901-2,yes,nk_party,
1005,2010-575372-1-904-4,absent,nk_party,
1005,2010-575372-1-902-2,yes,nk_party,
1005,2010-575372-1-901-1,yes,nk_party,
1005,2010-575372-1-901-3,absent,nk_party,
1005,2010-575372-1-903-1,yes,nk_party,
1005,2010-575372-1-901-4,yes,nk_party,
1005,2010-575372-1-902-8,yes,nk_party,
1005,2010-575372-1-904-1,absent,nk_party,
1005,2010-575372-1-901-2,yes,nk_party,
1006,2010-575372-1-904-4,absent,nk_party,
1006,2010-575372-1-902-2,yes,nk_party,
1006,2010-575372-1-901-1,yes,nk_party,
1006,2010-575372-1-901-3,absent,nk_party,
1006,2010-575372-1-903-1,yes,nk_party,
1006,2010-575372-1-901-4,yes,nk_party,
1006,2010-575372-1-902-8,yes,nk_party,
1006,2010-575372-1-904-1,absent,nk_party,
1006,2010-575372-1-901-2,yes,nk_party,
1007,2010-575372-1-904-4,absent,nk_party,
1007,2010-575372-1-902-2,yes,nk_party,
1007,2010-575372-1-901-1,yes,nk_party,
1007,2010-575372-1-901-3,absent,nk_party,
1007,2010-575372-1-903-1,yes,nk_party,
1007,2010-575372-1-901-4,yes,nk_party,
1007,2010-575372-1-902-8,yes,nk_party,
1007,2010-575372-1-904-1,absent,nk_party,
1007,2010-575372-1-901-2,yes,nk_party,
1008,2010-575372-1-904-4,absent,nk_party,
1008,2010-575372-1-902-2,yes,nk_party,
1008,2010-575372-1-901-1,yes,nk_party,
1008,2010-575372-1-901-3,absent,nk_party,
1008,2010-575372-1-903-1,yes,nk_party,
1008,2010-575372-1-901-4,yes,nk_party,
1008,2010-575372-1-902-8,yes,nk_party,
1008,2010-575372-1-904-1,absent,nk_party,
1008,2010-575372-1-901-2,yes,nk_party,
1009,2010-575372-1-904-4,absent,nk_party,
1009,2010-575372-1-902-2,yes,nk_party,
1009,2010-575372-1-901-1,yes,nk_party,
1009,2010-575372-1-901-3,yes,nk_party,
1009,2010-575372-1-903-1,yes,nk_party,
1009,2010-575372-1-901-4,yes,nk_party,
1009,2010-575372-1-902-8,yes,nk_party,
1009,2010-575372-1-904-1,absent,nk_party,
1009,2010-575372-1-901-2,yes,nk_party,
1010,2010-575372-1-904-4,absent,nk_party,
1010,2010-575372-1-902-2,yes,nk_party,
1010,2010-575372-1-901-1,yes,nk_party,
1010,2010-575372-1-901-3,yes,nk_party,
1010,2010-575372-1-903-1,yes,nk_party,
1010,2010-575372-1-901-4,yes,nk_party,
1010,2010-575372-1-902-8,yes,nk_party,
1010,2010-575372-1-904-1,absent,nk_party,
1010,2010-575372-1-901-2,yes,nk_party,
1011,2010-575372-1-904-4,absent,nk_party,
1011,2010-575372-1-902-2,yes,nk_party,
1011,2010-575372-1-901-1,yes,nk_party,
1011,2010-575372-1-901-3,yes,nk_party,
1011,2010-575372-1-903-1,yes,nk_party,
1011,2010-575372-1-901-4,yes,nk_party,
1011,2010-575372-1-902-8,yes,nk_party,
1011,2010-575372-1-904-1,absent,nk_party,
1011,2010-575372-1-901-2,yes,nk_party,
1012,2010-575372-1-904-4,absent,nk_party,
1012,2010-575372-1-902-2,yes,nk_party,
1012,2010-575372-1-901-1,yes,nk_party,
1012,2010-575372-1-901-3,yes,nk_party,
1012,2010-575372-1-903-1,yes,nk_party,
1012,2010-575372-1-901-4,yes,nk_party,
1012,2010-575372-1-902-8,yes,nk_party,
1012,2010-575372-1-904-1,absent,nk_party,
1012,2010-575372-1-901-2,yes,nk_party,
1013,2010-575372-1-904-4,absent,nk_party,
1013,2010-575372-1-902-2,yes,nk_party,
1013,2010-575372-1-901-1,yes,nk_party,
1013,2010-575372-1-901-3,yes,nk_party,
1013,2010-575372-1-903-1,yes,nk_party,
1013,2010-575372-1-901-4,yes,nk_party,
1013,2010-575372-1-902-8,yes,nk_party,
1013,2010-575372-1-904-1,absent,nk_party,
1013,2010-575372-1-901-2,yes,nk_party,
1014,2010-575372-1-904-4,absent,nk_party,
1014,2010-575372-1-902-2,yes,nk_party,
1014,2010-575372-1-901-1,yes,nk_party,
1014,2010-575372-1-901-3,yes,nk_party,
1014,2010-575372-1-903-1,yes,nk_party,
1014,2010-575372-1-901-4,yes,nk_party,
1014,2010-575372-1-902-8,yes,nk_party,
1014,2010-575372-1-904-1,absent,nk_party,
1014,2010-575372-1-901-2,yes,nk_party,
1015,2010-575372-1-904-4,absent,nk_party,
1015,2010-575372-1-902-2,yes,nk_party,
1015,2010-575372-1-901-1,yes,nk_party,
1015,2010-575372-1-901-3,yes,nk_party,
1015,2010-575372-1-903-1,yes,nk_party,
1015,2010-575372-1-901-4,yes,nk_party,
1015,2010-575372-1-902-8,yes,nk_party,
1015,2010-575372-1-904-1,absent,nk_party,
1015,2010-575372-1-901-2,yes,nk_party,
2001,2010-575372-1-904-4,yes,nk_party,
2001,2010-575372-1-902-2,yes,nk_party,
2001,2010-575372-1-901-1,yes,nk_party,
2001,2010-575372-1-901-3,yes,nk_party,
2001,2010-575372-1-903-1,yes,nk_party,
2001,2010-575372-1-901-4,absent,nk_party,
2001,2010-575372-1-902-8,absent,nk_party,
2001,2010-575372-1-904-1,absent,nk_party,
2001,2010-575372-1-901-2,yes,nk_party,
2002,2010-575372-1-904-4,yes,nk_party,
2002,2010-575372-1-902-2,yes,nk_party,
2002,2010-575372-1-901-1,yes,nk_party,
2002,2010-575372-1-901-3,yes,nk_party,
2002,2010-575372-1-903-1,yes,nk_party,
2002,2010-575372-1-901-4,absent,nk_party,
2002,2010-575372-1-902-8,absent,nk_party,
2002,2010-575372-1-904-1,absent,nk_party,
2002,2010-575372-1-901-2,yes,nk_party,
2003,2010-575372-1-904-4,yes,nk_party,
2003,2010-575372-1-902-2,yes,nk_party,
2003,2010-575372-1-901-1,yes,nk_party,
2003,2010-575372-1-901-3,yes,nk_party,
2003,2010-575372-1-903-1,yes,nk_party,
2003,2010-575372-1-901-4,absent,nk_party,
2003,2010-575372-1-902-8,absent,nk_party,
2003,2010-575372-1-904-1,absent,nk_party,
2003,2010-575372-1-901-2,yes,nk_party,
2004,2010-575372-1-904-4,yes,nk_party,
2004,2010-575372-1-902-2,yes,nk_party,
2004,2010-575372-1-901-1,yes,nk_party,
2004,2010-575372-1-901-3,yes,nk_party,
2004,2010-575372-1-903-1,yes,nk_party,
2004,2010-575372-1-901-4,absent,nk_party,
2004,2010-575372-1-902-8,absent,nk_party,
2004,2010-575372-1-904-1,absent,nk_party,
2004,2010-575372-1-901-2,yes,nk_party,
2005,2010-575372-1-904-4,yes,nk_party,
2005,2010-575372-1-902-2,yes,nk_party,
2005,2010-575372-1-901-1,yes,nk_party,
2005,2010-575372-1-901-3,yes,nk_party,
2005,2010-575372-1-903-1,yes,nk_party,
2005,2010-575372-1-901-4,absent,nk_party,
2005,2010-575372-1-902-8,absent,nk_party,
2005,2010-575372-1-904-1,absent,nk_party,
2005,2010-575372-1-901-2,yes,nk_party,
2006,2010-575372-1-904-4,yes,nk_party,
2006,2010-575372-1-902-2,yes,nk_party,
2006,2010-575372-1-901-1,yes,nk_party,
2006,2010-575372-1-901-3,yes,nk_party,
2006,2010-575372-1-903-1,yes,nk_party,
2006,2010-575372-1-901-4,absent,nk_party,
2006,2010-575372-1-902-8,absent,nk_party,
2006,2010-575372-1-904-1,absent,nk_party,
2006,2010-575372-1-901-2,yes,nk_party,
2007,2010-575372-1-904-4,yes,nk_party,
2007,2010-575372-1-902-2,yes,nk_party,
2007,2010-575372-1-901-1,yes,nk_party,
2007,2010-575372-1-901-3,yes,nk_party,
2007,2010-575372-1-903-1,yes,nk_party,
2007,2010-575372-1-901-4,absent,nk_party,
2007,2010-575372-1-902-8,absent,nk_party,
2007,2010-575372-1-904-1,absent,nk_party,
2007,2010-575372-1-901-2,yes,nk_party,
2008,2010-575372-1-904-4,yes,nk_party,
2008,2010-575372-1-902-2,yes,nk_party,
2008,2010-575372-1-901-1,yes,nk_party,
2008,2010-575372-1-901-3,yes,nk_party,
2008,2010-575372-1-903-1,yes,nk_party,
2008,2010-575372-1-901-4,absent,nk_party,
2008,2010-575372-1-902-8,absent,nk_party,
2008,2010-575372-1-904-1,absent,nk_party,
2008,2010-575372-1-901-2,yes,nk_party,
2009,2010-575372-1-904-4,yes,nk_party,
2009,2010-575372-1-902-2,yes,nk_party,
2009,2010-575372-1-901-1,abstain,nk_party,
2009,2010-575372-1-901-3,yes,nk_party,
2009,2010-575372-1-903-1,yes,nk_party,
2009,2010-575372-1-901-4,absent,nk_party,
2009,2010-575372-1-902-8,yes,nk_party,
2009,2010-575372-1-904-1,absent,nk_party,
2009,2010-575372-1-901-2,yes,nk_party,
2010,2010-575372-1-904-4,yes,nk_party,
2010,2010-575372-1-902-2,yes,nk_party,
2010,2010-575372-1-901-1,yes,nk_party,
