id,name,organization:party,organization:affiliation,organization:list,
2014-584665-1-901-2,Antal Igor Ing.,nk_party,bezpp_affiliation,901_list,
2014-584665-1-47-1,Bezchleba Bohumír Mgr.,kscm_party,bezpp_affiliation,47_list,
2014-584665-1-1-6,Čermák Miroslav MUDr.,kdu-csl_party,bezpp_affiliation,1_list,
2014-584665-1-480-8,Fila Jiří Mgr.,nk_party,bezpp_affiliation,480_list,
2014-584665-1-902-7,Glos Jaroslav,nk_party,bezpp_affiliation,902_list,
2014-584665-1-480-2,Gréeová Eva,nk_party,bezpp_affiliation,480_list,
2014-584665-1-901-9,Jančálková Miroslava Mgr.,nk_party,bezpp_affiliation,901_list,
2014-584665-1-480-9,Janulíková Hana Mgr.,top-09_party,bezpp_affiliation,480_list,
2014-584665-1-480-1,Košut Marek Mgr. Bc.,top-09_party,bezpp_affiliation,480_list,
2014-584665-1-902-9,Kučera Jaroslav,nk_party,bezpp_affiliation,902_list,
2014-584665-1-901-12,Petrjanošová Soňa Mgr.,nk_party,bezpp_affiliation,901_list,
2014-584665-1-1-1,Silný Rostislav JUDr.,kdu-csl_party,kdu-csl_affiliation,1_list,
2014-584665-1-7-1,Šimáček Libor,cssd_party,cssd_affiliation,7_list,
2014-584665-1-480-3,Špačková Kučerová Eva MUDr.,top-09_party,bezpp_affiliation,480_list,
2014-584665-1-7-2,Tuček Josef Ing.,cssd_party,bezpp_affiliation,7_list,
2014-584665-1-902-1,Imrichová Martina,nk_party,bezpp_affiliation,902_list,
