id,start_date,motion:title,motion:number,motion:id,legislative_session:id,result,counts:option:yes,counts:option:no,counts:option:abstain,counts:number_of_people,counts:present
17107,27.1.2000,k návrhu na poskytnutí finančního daru hl. m. Prahy - humanitární pomoc (F),15.9,153,15,,,,,,
16555,27.1.2000,k návrhu na schválení úplatného převodu pozemku parc.č. 2318/4 o výměře 1870 m2 v kat. území (F),15.10,5,15,,,,,,
17212,27.1.2000,k návrhu na schválení úplatného převodu pozemku parc.č. 1580/9 o výměře 219 m2 v kat. území Říčany (F),15.11,6,15,,,,,,
17214,27.1.2000,"k majetkoprávnímu vypořádání pozemků v k.ú. Stodůlky ve vlastnictví fyzických osob, zastavěných (F)",15.12,112,15,,,,,,
16746,27.1.2000,"k majetkoprávnímu vypořádání pozemků v k.ú. Stodůlky ve vlastnictví fyzické osoby, zastavěných (F)",15/13,124,15,,,,,,
17182,27.1.2000,k návrhu na schválení bezúplatného převodu věcí do vlastnictví hl.m. Prahy (F),15/14,148,15,,,,,,
17185,27.1.2000,k návrhu na schválení převodu vlastnictví pozemku parc. č. 348/10 o výměře 250 m2 v kat. území Braní (F),15/15,102,15,,,,,,
17128,27.1.2000,k návrhu na úplatný převod vlastnictví pozemku č. parc. 1605/2 o výměře 38 m2 v katastrálním území K (F),15/16,119,15,,,,,,
17180,27.1.2000,"k majetkoprávnímu vypořádání pozemku v k.ú. Sobín, ve vlastnictví fyzických osob, zastavěného stavbo (F)",15/17,109,15,,,,,,
17082,27.1.2000,"k majetkoprávnímu vypořádání pozemků v k.ú. Záběhlice ve vlastnictví fyzické osoby, zastavěných (F)",15/18,141,15,,,,,,
17168,27.1.2000,k návrhu na úplatný převod vlastnictví pozemků parc.č. 930/10  a parc.č. 930/21 v kat. území Malešic (F),15/19,117,15,,,,,,
17104,27.1.2000,k návrhu na schválení úplatného převodu vlastnictví pozemku parc. č. 3245/4 kat. území Michle (F),15/20,131,15,,,,,,
17114,27.1.2000,k návrhu na bezúplatné nabytí pozemků parc.č. 1263/31 o výměře 6944 m2 a parc.č. 1263/32 o výměře (F),15/21,140,15,,,,,,
17092,27.1.2000,"k návrhu na schválení bezúplatného nabytí pozemků parc.č. 4485/1, 4488/6, 4485/20 v katastrálním (F)",15/22,145,15,,,,,,
17181,27.1.2000,k návrhu vyhlášky hlavního města Prahy na odejmutí oprávnění hospodařit se svěřenými věcmi hlavního (F),15/23,139,15,,,,,,
17150,27.1.2000,k návrhu na úplatný převod pozemku č. parc. 259/3 o výměře 7 m2 v katastrálním území Miškovice (F),15/24,123,15,,,,,,
17173,27.1.2000,k návrhu na schválení úplatného převodu vlastnictví pozemku parc.č. 131/1 o výměře 338 m2 v kat. (F),15/25,132,15,,,,,,
15982,27.1.2000,"k návrhu na schválení bezúplatného převodu věcí - komunikace, chodníků, veřejného osvětlení, (F)",15/26,137,15,,,,,,
16036,27.1.2000,"revokace usnesení ZHMP č. 06/12 ze dne 25.3.1999  k návrhu na schválení nemovitých věcí, které jsou (F)",15/27,127,15,,,,,,
17135,27.1.2000,revokace usnesení ZHMP č. 23/18 ze dne 12.12.1996 (č.TISKU Z-711)  k návrhu na schválení (F),15/28,125,15,,,,,,
17145,27.1.2000,k návrhu na schválení darování majetku hl.m. Prahy Fakultní Thomayerově nemocnici (F),15/29,135,15,,,,,,
17189,27.1.2000,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy č. 12/1999 (F)",15/30,138,15,,,,,,
17131,27.1.2000,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy č. 12/1999 (F)",15/31,134,15,,,,,,
17132,27.1.2000,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy č. 12/1999 (F)",15/32,122,15,,,,,,
16562,27.1.2000,"k návrhu na schválení nemovitých věcí, které jsou nabývány do vlastnictví hl.m. Prahy za účelem příp (F)",15/33,130,15,,,,,,
17108,27.1.2000,"k návrhu vyhlášky hlavního města Prahy, kterou se mění vyhláška hlavního města Prahy č.21/1994 Sb. (F)",15/34,143,15,,,,,,
17079,27.1.2000,"k návrhu vyhlášky hlavního města Prahy, kterou se mění vyhláška hlavního města Prahy č. 12/1999 Sb. (F)",15/35,133,15,,,,,,
17157,27.1.2000,revokace usnesení ZHMP č. 22/3 ze dne 31.10.1996 (č.TISKU Z-624)  k návrhu na schválení nemovitých (F),15/36,126,15,,,,,,
17097,24.2.2000,k návrhu změny jednacího řádu Zastupitelstva hl.m.Prahy (F),16.1,182,16,,,,,,
17122,24.2.2000,k návrhu na zastavení dalších prací na přípravě projektu Polyfunkční a bytový komplex Flora (PBKF) (F),16.2,197,16,,,,,,
17106,24.2.2000,"materiál k poskytnutí garance na úvěr KCP, a.s. ve výši 800 mil. Kč. (F)",16.3,200,16,,,,,,
15885,24.2.2000,k návrhu na udělení grantů v oblasti prevence kriminality v roce 2000 (F),16.4,198,16,,,,,,
17083,24.2.2000,k návrhu na nevyužití předkupního práva k podílu 3/4 pozemku parc. č. 1037/13  kat. území (F),16.5,172,16,,,,,,
17089,24.2.2000,k návrhu na schválení úplatného převodu vlastnictví pozemku parc. č. 1908/29 kat. území Vysočany (F),16.6,168,16,,,,,,
17123,24.2.2000,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy č. 12/1999 (F)",16.7,173,16,,,,,,
17190,24.2.2000,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy č.12/1999 (F)",16.8,175,16,,,,,,
17086,24.2.2000,k návrhu financování protidrogových aktivit v roce 2000 (F),16.9,185,16,,,,,,
16586,24.2.2000,k návrhu na úplatný převod vlastnictví pozemků v  kat. území Střešovice (F),16.10,164,16,,,,,,
17103,24.2.2000,k návrhu na schválení úplatného převodu části pozemku č. parc. 524/1 v kat. území Hrdlořezy do (F),16.11,171,16,,,,,,
17105,24.2.2000,k návrhu na schválení bezúplatného převodu věcí do vlastnictví hl.m. Prahy (F),16.12,169,16,,,,,,
17121,24.2.2000,"k oznámení záměru MČ Praha 6 na prodej věcí z vlastnictví hl.m. Prahy , svěřených MČ Praha 6, domu (F)",16/13,174,16,,,,,,
17442,24.2.2000,k návrhu na poskytnutí finančního daru Policii ČR - Správě HMP (F),16/14,170,16,,,,,,
17112,24.2.2000,k návrhu na schválení úplatného převodu vlastnictví pozemku parc. č. 4936/8 kat. území Smíchov (F),16/15,181,16,,,,,,
16489,24.2.2000,k návrhu na prominutí smluvní pokuty za porušení podmínek pro poskytnutí dotace na přeměnu topného (F),16/16,160,16,,,,,,
15935,24.2.2000,k návrhu na schválení bezúplatného převodu věcí do vlastnictví hl.m. Prahy (F),16/17,161,16,,,,,,
17102,24.2.2000,"k majetkoprávnímu vypořádání pozemku v k.ú. Újezd nad Lesy, ve vlastnictví fyzické osoby, zastavěnéh (F)",16/18,186,16,,,,,,
17087,24.2.2000,k návrhu na udělení grantů v oblasti kultury a umění v roce 2000 - 1. uzávěrka (F),16/19,183,16,,,,,,
17098,24.2.2000,k návrhu na přidělení grantů pro oblast sportu a tělovýchovy v roce 2000 z kapitoly 0612 (F),16/20,177,16,,,,,,
17113,24.2.2000,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy č. 12/1999 (F)",16/21,178,16,,,,,,
17096,24.2.2000,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy č.12/1999 (F)",16/22,180,16,,,,,,
17137,24.2.2000,k návrhu na schválení bezúplatného převodu věcí do vlastnictví hl.m. Prahy (F),16/23,179,16,,,,,,
16629,24.2.2000,k návrhu na prodej pozemků v k.ú. Černý most pro stavbu administrativní budovy SV 1 - C (F),16/24,205,16,,,,,,
17100,24.2.2000,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy č.12/1999 (F)",16/25,192,16,,,,,,
17109,24.2.2000,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy č. 12/1999 (F)",16/26,194,16,,,,,,
17115,24.2.2000,"k návrhu schválení seznamu nemovitých věcí, které jsou nabývány do vlastnictví hl.m. Prahy za účelem (F)",16/27,196,16,,,,,,
17093,24.2.2000,k návrhu vyhlášky hlavního města Prahy na odejmutí oprávnění hospodařit se svěřenými věcmi hlavního (F),16/28,191,16,,,,,,
17443,30.3.2000,"k dalšímu rozvoji společnosti PRAGONET, a.s. (F)",17.1,204,17,,,,,,
17077,30.3.2000,k návrhu záměny finančních zdrojů ve schváleném rozpočtu vlastního hl. m. Prahy na rok 2000 a novým (F),17.2,238,17,,,,,,
17068,30.3.2000,k návrhu na úpravy rozpočtu hl.města Prahy v roce 2000 (F),17.3,248,17,,,,,,
17148,30.3.2000,k návrhu na schválení převodu vlastnictví pozemků v kat. území Vinohrady formou směny mezi hl. m. (F),17.4,199,17,,,,,,
17110,30.3.2000,k návrhu na úplatný převod vlastnictví pozemku č. parc. 87/2 o výměře 86 m2 a ostatního stavebního (F),17.5,176,17,,,,,,
17118,30.3.2000,"k majetkoprávnímu vypořádání pozemků v k.ú. Slivenec ve spoluvlastnictví fyzických osob, zastavěných (F)",17.6,213,17,,,,,,
16023,30.3.2000,"k oznámení záměru městské části Praha - Uhříněves na prodej věci z vlastnictví hl.m. Prahy, svěřené (F)",17.7,230,17,,,,,,
17158,30.3.2000,k návrhu na uznání vlastnictví k některým nemovitostem umístěným v areálu hřbitova Vyšehrad vůči (F),17.8,216,17,,,,,,
16122,30.3.2000,"k návrhu na schválení převodu vlastnictví pozemků a komunikací v kat. území Motol mezi BH, a.s., (F)",17.9,207,17,,,,,,
17071,30.3.2000,návrh na udělení grantů v rámci Celoměstských programů podpory využití volného času dětí a mládeže n (F),17.10,229,17,,,,,,
17386,30.3.2000,k návrhu na darování hasičského vozidla slovenské obci Praha (F),17.11,233,17,,,,,,
17101,30.3.2000,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy č.12/1999 (F)",17.12,193,17,,,,,,
17099,30.3.2000,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy č. 12/1999 (F)",17/13,209,17,,,,,,
17075,30.3.2000,k návrhu na schválení úplatného převodu vlastnictví pozemku parc. č. 1502 v kat.území Nusle (F),17/14,235,17,,,,,,
17095,30.3.2000,"k návrhu zpětné koupě nemovitosti č.p. 82 a pozemku parc. č. 117, v k.ú. Střešovice, lokalita Norber (F)",17/15,219,17,,,,,,
15951,30.3.2000,"k vyhlášce hlavního města Prahy č. 10/2000 Sb.hl.m.Prahy, kterou se stanoví poplatek za sběr, tříděn (F)",17/16,218,17,,,,,,
17081,30.3.2000,k návrhu na prodej sekudárního topného kanálu v ul. Dolnokrčská v Praze 4 a sekundárního topného (F),17/17,221,17,,,,,,
17151,30.3.2000,"k majetkoprávnímu vypořádání pozemků v k.ú. Hostivař, ve vlastnictví fyzické osoby, zastavěných (F)",17/18,195,17,,,,,,
17085,30.3.2000,"k návrhu na schválení úplatného převodu lesních pozemků parc. č. 1001, 1242, 1254, 1255, 1256, 1260, (F)",17/19,234,17,,,,,,
16019,30.3.2000,k návrhu vyjádření Zastupitelstva hl. m. Prahy k žádosti městské části Praha - Radotín o udělení zna (F),17/20,212,17,,,,,,
17120,30.3.2000,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy č. 12/1999 (F)",17/21,231,17,,,,,,
17084,30.3.2000,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy č. 12/1999 (F)",17/22,228,17,,,,,,
16675,30.3.2000,k návrhu na udělení grantů v oblasti zdravotnictví pro rok 2000 (F),17/23,223,17,,,,,,
17067,30.3.2000,k návrhu na udělení grantů v oblasti sociální péče pro rok 2000 (F),17/24,222,17,,,,,,
17116,30.3.2000,"k návrhu na likvidaci nepoužitelné a nepoužívané technologie a staveb, sloužících k provozování (F)",17/25,232,17,,,,,,
17080,30.3.2000,k návrhu vyhlášky hlavního města Prahy na odejmutí oprávnění hospodařit se svěřenou  věcí z vlastnic (F),,227,17,,,,,,
15981,30.3.2000,K návrhu na udělení grantů v rámci Celoměstských programů podpory aktivit národnostních menšin na (F),17/26,226,17,,,,,,
17074,30.3.2000,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy č.12/1999 (F)",17/27,239,17,,,,,,
16012,30.3.2000,"k návrhu na schválení seznamu nemovitých věcí, které jsou nabývány do vlastnictví hl.m. Prahy za (F)",17/28,240,17,,,,,,
17441,30.3.2000,k návrhu na předání praporu hl. m. Prahy pro velitelství územní obrany hlavního města (F),17/29,246,17,,,,,,
17171,30.3.2000,k návrhu na schválení nabytí pozemků a staveb do vlastnictví obce hl.m. Prahy a k vzdání se práva (F),17/30,243,17,,,,,,
16740,30.3.2000,"k návrhu vyhlášky hlavního města Prahy, kterou se mění vyhláška hlavního města Prahy č. 23/1994 Sb. (F)",17/31,247,17,,,,,,
17161,30.3.2000,k návrhu na schválení úplatného převodu pozemku č. parc. 2709 v katastrálním území Hostivař (F),17/32,214,17,,,,,,
17449,27.4.2000,k návrhu na úpravu rozpočtu běžných a kapitálových výdajů kap. 08 a 09 v návaznosti na schválené (F),18.2,293,18,,,,,,
17433,27.4.2000,k návrhu vyhlášky hlavního města Prahy o omezujících opatřeních k zabezpečení místních záležitostí (F),18.3,294,18,,,,,,
17066,27.4.2000,k rozvoji a využívání možností informačních technologií v podmínkách hl. m. Prahy (F),18.1,244,18,,,,,,
17440,27.4.2000,k poskytnutí finančních příspěvků - grantů na obnovu nemovitých kulturních památek v Pražské (F),18.4,261,18,,,,,,
16338,27.4.2000,k návrhu na schválení úplatného převodu vlastnictví pozemků parc. č. 290 a parc. č. 282/2 v kat. úze (F),18.5,245,18,,,,,,
16438,27.4.2000,k návrhu na schválení úplatného převodu pozemku č. parc. 238/3 o výměře 179 m2 v kat. území Libeň (F),18.6,256,18,,,,,,
16455,27.4.2000,"k majetkoprávnímu vypořádání pozemku v k.ú. Stodůlky ve vlastnictví fyzické osoby, zastavěného (F)",18.7,266,18,,,,,,
17154,27.4.2000,k návrhu vyhlášky hlavního města Prahy na odejmutí oprávnění hospodařit se svěřenou věcí z (F),18.8,258,18,,,,,,
17211,27.4.2000,"k návrhu na zakoupení objektu č.p. 1, Rudné u Nejdku, obec Vysoká Pec, okr. Karlovy Vary, včetně (F)",18.9,260,18,,,,,,
16913,27.4.2000,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy č. 12/1999 (F)",18.10,268,18,,,,,,
17090,27.4.2000,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy č. 12/1999 (F)",18.11,263,18,,,,,,
16544,27.4.2000,ke změně termínu v souvislosti s přípravou návrhu vyhlášky hl. m. Prahy o zeleni (F),18.12,267,18,,,,,,
17078,27.4.2000,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy č. 12/1999 (F)",18/13,264,18,,,,,,
15909,27.4.2000,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy č. 12/1999 (F)",18/14,265,18,,,,,,
17448,27.4.2000,k návrhu na financování oprav církevních objektů v majetku církví a náboženských společností v roce (F),18/15,273,18,,,,,,
17073,27.4.2000,k návrhu vyhlášky hlavního města Prahy na odejmutí oprávnění hospodařit se svěřenými věcmi z (F),18/16,259,18,,,,,,
16328,27.4.2000,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy č. 12/1999 (F)",18/17,252,18,,,,,,
17070,27.4.2000,k návrhu na schválení úplatného převodu pozemků č. parc. 1852/4 o výměře 53m2 a 1852/6 o výměře (F),18/18,254,18,,,,,,
17445,27.4.2000,"k přijetí daru - pozemků v k.ú.Lipence, Praha 5 pro výstavbu veřejné komunikace a chodníků od firmy (F)",18/19,278,18,,,,,,
17435,27.4.2000,"k návrhu vyhlášky hlavního města Prahy, kterou se mění a doplňuje vyhláška hlavního města Prahy č. (F)",18/20,279,18,,,,,,
16673,27.4.2000,k návrhu na bezúplatné nabytí nemovité věci v k.ú. Vokovice z majetku České republiky v prozatímní (F),18/21,283,18,,,,,,
17422,27.4.2000,ke směně pozemků v k.ú. Liboc mezi hl.m. Prahou a fyzickými osobami (M.a M. Obradovičovi) (F),18/22,284,18,,,,,,
17444,27.4.2000,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy č.12/1999 (F)",18/23,288,18,,,,,,
17429,27.4.2000,"k návrhu vyhlášky hlavního města Prahy, kteru se mění vyhláška hlavního města Prahy č.12/1999 Sb. (F)",18/24,289,18,,,,,,
17437,27.4.2000,k návrhu vyhlášky hlavního města Prahy na odejmutí oprávnění hospodařit se svěřenými věcmi hlavního (F),18/25,292,18,,,,,,
17428,27.4.2000,"K návrhu na úplatný převod pozemků parc.č. 1293/523, 1293/524 a 1293/526 o celkové výměře 563 m2 (F)",18/26,280,18,,,,,,
17119,27.4.2000,"k návrhu úplatného převodu pozemků parc.č. 852/38, 852/40 a 852/41 o celkové výměře 5.549 m2 vše v (F)",18/27,281,18,,,,,,
17438,25.5.2000,ke Zprávě o plnění rozpočtu hl. m. Prahy a vyúčtování výsledků hospodaření hl.m.Prahy za rok 1999 (F),19.1,316,19,,,,,,
17439,25.5.2000,k návrhu na schválení souborů rozpočtů vlastního hl. m. Prahy a městských částí hl. m. Prahy na rok (F),19.2,339,19,,,,,,
16112,25.5.2000,k návrhu Strategického plánu hl. m. Prahy (F),19.3,308,19,,,,,,
17424,25.5.2000,k Závěrečné zprávě o inventarizaci majetku a závazků za rok 1999 (F),19.4,328,19,,,,,,
17425,25.5.2000,"k přijetí pozemku parc.č. 4224/31 v k.ú. Žižkov, z vlastnictví společnosti IPB REAL s.r.o. do vlastn (F)",19.5,305,19,,,,,,
15988,25.5.2000,k návrhu na schválení úplatného převodu vlastnictví k pozemku č.parc. 1780/17 v k.ú. Žižkov (F),19.6,302,19,,,,,,
17430,25.5.2000,k návrhu na schválení úplatného převodu vlastnictví pozemku parc. č. 1342/4 o výměře 547 m2 v kat. (F),19.7,303,19,,,,,,
15944,25.5.2000,"k návrhu rozvoje Ústavu sociální péče hl. města Prahy se sídlem Ratměřice-Odlochovice, okr. Benešov (F)",19.8,311,19,,,,,,
17426,25.5.2000,k návrhu vyhlášky hlavního města Prahy na odejmutí oprávnění hospodařit se svěřenou  věcí z vlastnic (F),19.9,314,19,,,,,,
16674,25.5.2000,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy č.12/1999 (F)",19.10,313,19,,,,,,
17431,25.5.2000,k přijetí nemovitého daru od společnosti Campenon Bernard SGE pro zajištění protipovodňové ochrany (F),19.11,224,19,,,,,,
17451,25.5.2000,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy č. 12/1999 (F)",19.12,309,19,,,,,,
17366,25.5.2000,k návrhu na úplatný převod vlastnictví pozemku parc.č. 935/3 v kat. území Malešice (F),19/13,306,19,,,,,,
17446,25.5.2000,"k návrhu na schválení úplatného převodu pozemků č. parc. 1075/11, 1075/13, 1075/16, 1075/18, (F)",19/14,327,19,,,,,,
17450,25.5.2000,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy č. 12/1999 (F)",19/15,310,19,,,,,,
17365,25.5.2000,k návrhu na  úplatný převod vlastnictví pozemku parc.č. 1260/2 v kat. území Strašnice (F),19/16,323,19,,,,,,
17385,25.5.2000,k návrhu na úplatný převod  vlastnictví pozemku parc.č. 1458/2 v kat. území Záběhlice (F),19/17,324,19,,,,,,
16085,25.5.2000,k návrhu na schválení bezúplatného převodu věcí do vlastnictví hl.m. Prahy (F),19/18,325,19,,,,,,
17094,25.5.2000,"k návrhu na odejmutí oprávnění hospodařit se svěřenou věcí hlavního města Prahy MČ Praha - Troja, (F)",19/19,321,19,,,,,,
15947,25.5.2000,k návrhu na úplatný převod vlastnictví pozemků parc.č. 728/3 a parc.č. 729/2 v kat. území Malešice (F),19/20,322,19,,,,,,
16119,25.5.2000,k návrhu na schválení úplatného převodu vlastnictví pozemku parc.č. 566 v kat. území Košíře (F),19/21,300,19,,,,,,
16606,25.5.2000,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy č. 12/1999 (F)",19/22,320,19,,,,,,
17072,25.5.2000,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy č.12/1999 (F)",19/23,319,19,,,,,,
17421,25.5.2000,"k návrhu na úplatný převod objektu č.p. 142, Pekárkova 3, včetně pozemku parc.č. 3223 v k.ú. Modřany (F)",19/24,296,19,,,,,,
17427,25.5.2000,k návrhu na schválení úplatného převodu vlastnictví k pozemkům č. parc. 3262/2 a 3262/3 v kat. území (F),19/25,215,19,,,,,,
16529,25.5.2000,"k majetkoprávnímu vypořádání pozemků v k.ú. Hlubočepy a Holyně ve vlastnické fyzické osoby, (F)",19/26,317,19,,,,,,
16684,25.5.2000,k návrhu vyhlášky hlavního města Prahy na odejmutí oprávnění hospodařit se svěřenými věcmi z (F),19/27,318,19,,,,,,
17405,25.5.2000,"k návrhu na schválení nemovitých věcí, které jsou nabývány do vlastnictví hl. m. Prahy (F)",19/28,301,19,,,,,,
17432,25.5.2000,k návrhu na povolení splátek dluhu manželů Bartákových - náklady na odstranění části domu čp. 313 v (F),19/29,334,19,,,,,,
17076,25.5.2000,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy č. 12/1999 (F)",19/30,330,19,,,,,,
16118,25.5.2000,"k návrhu na schválení úplatného nabytí pozemků zastavěných stavbou KOMOKO od a.s. CHIRANA, v (F)",19/31,345,19,,,,,,
17423,25.5.2000,"k prodeji akciového podílu hl.m. Prahy ve společnosti Metrostav, a.s. (F)",,344,19,,,,,,
16855,25.5.2000,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy č.12/1999 (F)",19/32,331,19,,,,,,
15913,25.5.2000,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy č. 12/1999 (F)",19/33,332,19,,,,,,
16092,25.5.2000,k návrhu na schválení nabytí pozemků do vlastnictví obce hl.m. Prahy dle zákona č. 95/1999 Sb. (F),19/34,342,19,,,,,,
17382,25.5.2000,k ukončení nájemní smlouvy dosavadnímu provozovateli Týnské literární kavárny (F),,348,19,,,,,,
17416,25.5.2000,k návrhu zákona o rozpočtovém určení výnosu některých daní územním samosprávným celkům a některým (F),19/35,349,19,,,,,,
17406,29.6.2000,ke stanovení optimální míry zadlužení hl.m.Prahy v závislosti na potřebě financování zásadních (F),20.1,417,20,,,,,,
17403,29.6.2000,k návrhu na zřízení německého vojenského hřbitova na území hl.m. Prahy (F),20.3,420,20,,,,,,
17389,29.6.2000,k návrhu na schválení úplatného převodu částí pozemků /cesty/ č. parc. 2675 o výměře 870 m2 v kat. (F),20.4,393,20,,,,,,
17402,29.6.2000,k návrhu Koncepce prevence kriminality na území hl.m. Prahy (F),20.5,394,20,,,,,,
17380,29.6.2000,k návrhu na uvolnění finančních prostředků na realizaci Komplexního součinnostního programu prevence (F),20.6,395,20,,,,,,
17369,29.6.2000,"k návrhu vyhlášek hlavního města Prahy, kterými se doplňuje vyhláška hlavního města Prahy č. 38/1994 (F)",20.7,401,20,,,,,,
17377,29.6.2000,k uplatnění předkupního práva dle usnesení rady ZHMP č. 750/1996 na  pozemek pro výstavbu bytového (F),20.8,403,20,,,,,,
17348,29.6.2000,k záměru na darování pozemků v lokalitě Hagibor (F),20.9,412,20,,,,,,
17308,29.6.2000,k návrhu zadání změny Územního plánu sídelního útvaru hlavního města Prahy (F),20.10,353,20,,,,,,
17404,29.6.2000,k návrhu na udělení grantů v oblasti kultury a umění pro rok 2000 - 2. uzávěrka (F),20.11,372,20,,,,,,
17353,29.6.2000,návrh na udělení grantů v rámci Celoměstských programů podpory využití volného času dětí a mládeže n (F),20.12,380,20,,,,,,
17379,29.6.2000,k návrhu udělení grantů v oblasti životního prostředí v roce 2000 (F),20/13,374,20,,,,,,
17413,29.6.2000,k návrhu na schválení bezúplatného nabytí pozemku parc. č. 4268/8 o výměře 12804 m2 a úplatného (F),20/14,370,20,,,,,,
16116,29.6.2000,"k návrhu na zveřejnění záměru na úplatný převod objektu č.p. 1525, Opletalova ul., Praha 1 a objektu (F)",20/15,383,20,,,,,,
17399,29.6.2000,k návrhu na schválení úplatného převodu  vlastnictví pozemků č. parc. 4198/4 a 4857/1 v kat. území (F),20/16,421,20,,,,,,
17373,29.6.2000,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy č.12/1999 (F)",20/17,368,20,,,,,,
17391,29.6.2000,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy č.12/1999 (F)",20/18,369,20,,,,,,
17384,29.6.2000,ke zprávě o vyhodnocení zimní údržby komunikací hl.m. Prahy v zimním období 1999/2000 (F),20/19,362,20,,,,,,
17376,29.6.2000,ke zprávě o chemickém ošetřování komunikací v zimním období na území hl.m. Prahy (F),20/20,390,20,,,,,,
17407,29.6.2000,"k návrhu na úplatný převod nemovitosti - veřejného kanalizačního řadu v kat.území Újezd nad Lesy, z (F)",,354,20,,,,,,
17357,29.6.2000,k návrhu vyhlášky hlavního města Prahy na odejmutí oprávnění hospodařit se svěřenými věcmi hlavního (F),20/21,373,20,,,,,,
17408,29.6.2000,k návrhu na revokaci usnesení Zastupitelstva hl. m. Prahy  č.12/16 ze dne 21.10.1999 a úplatný převo (F),20/22,365,20,,,,,,
17363,29.6.2000,k návrhu na úplatný převod vlastnictví pozemků č. parc. 1050/5 a 4063 v katastrálním území Dejvice a (F),20/23,378,20,,,,,,
17356,29.6.2000,"k majetkoprávnímu vypořádání pozemku parc.č.  457/2 v k.ú. Štěrboholy ve vlastnictví fyzické osoby, (F)",20/24,367,20,,,,,,
17381,29.6.2000,"k majetkoprávnímu vypořádání pozemků v k.ú. Dejvice a k.ú. Nebušice ve vlastnictví fyzické osoby, (F)",20/25,382,20,,,,,,
17401,29.6.2000,"k návrhu záměru na úplatný převod bývalého areálu s.p. Ergon - Jiviny, tj. šesti rozestavěných (F)",20/26,387,20,,,,,,
17388,29.6.2000,"k návrhu na schválení úplatného převodu pozemku parc. č.161/1 o výměře 453 m2, včetně ostatního (F)",20/27,386,20,,,,,,
17383,29.6.2000,k návrhu na schválení úplatného převodu pozemku parc.č. 1580/8 o výměře 339 m2 v kat. území Říčany (F),20/28,307,20,,,,,,
17394,29.6.2000,"k návrhu na úplatný převod objektu č.p. 338, ul. 5.května, Heřmanův Městec, okr. Chrudim, včetně (F)",20/29,356,20,,,,,,
17398,29.6.2000,k nabytí nemovitostí v k.ú. Vinoř do vlastnictví hl.m. Prahy - areál Ctěnického zámku v městské část (F),20/30,381,20,,,,,,
16015,29.6.2000,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy č. 12/1999 (F)",20/31,333,20,,,,,,
17411,29.6.2000,k návrhu na převod vlastnictví formou darování pozemků parc.č. 204/2 a 204/11 v kat. území Petrovice (F),20/32,366,20,,,,,,
17370,29.6.2000,k návrhu na nevyužití nabídky předkupního práva společnosti Ralt Raiffeisen Leasing GesmbH Vídeň ve (F),20/33,423,20,,,,,,
