id,start_date,motion:title,motion:number,motion:id,legislative_session:id,result,counts:option:yes,counts:option:no,counts:option:abstain,counts:number_of_people,counts:present
16643,17.12.1998,Návrh na způsob řešení problematiky výborů Zastupitelstva hl.m. Prahy (F),,638,2,,,,,,
16600,17.12.1998,k návrhu na způsob řešení problematiky výborů Zastupitelstva lhl.m. Prahy (F),2.1,638A,2,,,,,,
16383,17.12.1998,k rozpočtovému provizoriu - návrhu rozpočtu vlastního hospodaření hl. m. Prahy a vztahům k (F),2.2,636A,2,,,,,,
16572,17.12.1998,k zadlužení hl.m. Prahy a potenciálním rizikům rozpočtu hl.m. Prahy na rok 1999 (F),2.3,636B,2,,,,,,
16914,17.12.1998,"k navýšení základního jmění První městské banky, a.s. (F)",2.4,649,2,,,,,,
16103,17.12.1998,k návrhu na úplatný převod pozemků ve vlastnictví hl.m.Prahy do vlastnictví ČR - ředitelství silnic (F),2.5,652,2,,,,,,
16696,17.12.1998,"k návrhu na schválení nemovitých věcí, které jsou nabývány do vlastnictví hl.m. Prahy za účelem (F)",2.6,617,2,,,,,,
16550,17.12.1998,"k návrhu na úplatný převod objektu č.p. 133, ul. Trojská č.158, Praha 7, včetně pozemku parc. č. (F)",2.7,629,2,,,,,,
16434,17.12.1998,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy č. (F)",2.8,611,2,,,,,,
16552,17.12.1998,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy č. (F)",2.9,620,2,,,,,,
15882,17.12.1998,"k návrhu na úplatný převod objektu č.p. 46, ul. Krčská č.19, Praha 4,  včetně pozemků parc.č. 82 (F)",2.10,630,2,,,,,,
16679,17.12.1998,k návrhu na schválení úplatného převodu pozemku parc.č. 4941/5 o výměře 420 m2 v kat. území (F),2.11,623,2,,,,,,
16111,17.12.1998,k návrhu na schválení úplatného převodu pozemků parc.č. 1580/3 a 1580/4 o celkové výměře (F),2.13,624,2,,,,,,
16540,17.12.1998,k návrhu na schválení úplatného převodu vlastnictví pozemků parc.č. 575/2 a 575/23 o celkové (F),2.14,625,2,,,,,,
16642,17.12.1998,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy (F)",2.15,621,2,,,,,,
16539,17.12.1998,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hl.m. Prahy č. 76/1996 Sb. (F)",2.16,643,2,,,,,,
16861,17.12.1998,k návrhu na schválení úplatného převodu vlastnictví pozemku parc.č. 6/2 o výměře 1123 m2 v (F),2.17,632,2,,,,,,
16570,17.12.1998,"k návrhu na schválení úplatného převodu vlastnictví k pozemkům č. parc. 483/3, 483/4 kat. (F)",2.18,613,2,,,,,,
16701,17.12.1998,k návrhu na schválení úplatného převodu lesního pozemku parc.č.1556/2 o výměře 10.993 m2 z (F),2.19,639,2,,,,,,
15992,17.12.1998,"k prominutí pohledávky SSŽ a.s. ve výši 10,000.000,- Kč (F)",2.20,615,2,,,,,,
16863,17.12.1998,k návrhu na schválení úplatného převodu vlastnictví k částem pozemků č. parc. 529/1 a 527/10 (F),2.21,614,2,,,,,,
16862,17.12.1998,"k návrhu na úplatný převod garáže v Trojské ul., v Praze 7, která se nachází na cizím pozemku (F)",2.22,637,2,,,,,,
15881,17.12.1998,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy (F)",2.24,641,2,,,,,,
16058,17.12.1998,Úplatný převod pozemků č.parc. 3018/6 o výměře 410 m2 zahrady a 3018/14 o výměře 70 m2 (F),2.25,628,2,,,,,,
16641,17.12.1998,k návrhu na úplatný převod vlastnictví pozemku parc. č. 97 kat. území Střešovice (F),2.26,618,2,,,,,,
16406,17.12.1998,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy č. (F)",2.27,631,2,,,,,,
16608,17.12.1998,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy č. (F)",2.28,626,2,,,,,,
16571,17.12.1998,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy (F)",2.29,642,2,,,,,,
16366,17.12.1998,"k návrhu na směnu pozemku PK parc.č. 981/20, k.ú. Dubeč, o výměře 865 m2, vlastníka Václava (F)",2.30,653,2,,,,,,
16628,17.12.1998,k návrhu na schválení úplatného převodu vlastnictví pozemku č. parc. 2612/223 o výměře  494 (F),2.31,612,2,,,,,,
16511,17.12.1998,k návrhu na schválení úplatného převodu pozemku č. parc. 970 kat. území Žižkov (F),2.32,648,2,,,,,,
16087,17.12.1998,k návrhu na předání  Daru prvnímu pražskému občánkovi roku 1999 (F),2.33,647,2,,,,,,
15976,17.12.1998,k dodatku č. 1 dohody o financování nákupu vagónů metra v roce 1998 (F),2.34,654,2,,,,,,
16317,17.12.1998,k návrhu na poskytnutí bezúročné půjčky organizaci SEZAM (F),2.35,646,2,,,,,,
16028,17.12.1998,k návrhu na uvolnění finančních prostředků na realizaci 4. etapy Komplexního součinnostního (F),2.36,655,2,,,,,,
15939,28.1.1999,k námitce proti zápisu z jednání 2. zasedání ZHMP dne 17.12.1998 (F),3.1,682,3,,,,,,
16125,28.1.1999,k návrhu na splacení emise obligací hl. m. Prahy ve výši 250 mil. USD ke dni 10.5.1999 (F),3.2,669,3,,,,,,
16109,28.1.1999,ke schválení úplatného převodu vlastnictví podílu 1/2 pozemku č. parc. 2342/11 kat. území (F),3.3,683,3,,,,,,
16736,28.1.1999,k návrhu na schválení úplatného převodu části pozemku č. parc. 692/1 a pozemku 692/2 v kat. (F),3.4,671,3,,,,,,
16873,28.1.1999,"k úplatnému převodu části pozemků parc.č. 3816, 3817 a 2458/39 vše v k.ú. Břevnov a pozemku (F)",3.5,664,3,,,,,,
16605,28.1.1999,k návrhu na schválení úplatného převodu spoluvlastnického podílu 2/3 pozemku parc. č. 900 o (F),3.6,661,3,,,,,,
16752,28.1.1999,k návrhu na schválení úplatného převodu vlastnictví k části pozemku č. parc. 2183/40 kat. území (F),3.7,662,3,,,,,,
16510,28.1.1999,k návrhu na schválení úplatného převodu vlastnictví pozemku č. parc. 4635/272 o výměře 2.603 (F),3.8,678,3,,,,,,
16627,28.1.1999,k návrhu na využití-nevyužití předkupního práva pozemku č. parc. 552/4 o výměře 1083 m2 v kat. (F),3.9,680,3,,,,,,
15985,28.1.1999,"k návrhu na bezúplatný převod nemovitosti, a to pozemku parc.č. 1307/25, k.ú. Michle, z (F)",3.10,658,3,,,,,,
16585,28.1.1999,Návrh na revokaci usnesení ZHMP 02/02 ze dne 17.12.1998 k rozpočtovému provizoriu a (F),3.11,665,3,,,,,,
16439,28.1.1999,"k majetkoprávnímu vypořádání pozemků v k.ú. Stodůlky, ve vlastnictví fyzické osoby, (F)",3.12,660,3,,,,,,
16613,28.1.1999,k návrhu na schválení bezúplatného převodu věcí - HIM - rekonstrukce tramvajové trati Brusnice - (F),3.13,672,3,,,,,,
15957,28.1.1999,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy (F)",3.14,673,3,,,,,,
16091,28.1.1999,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy č. (F)",3.15,675,3,,,,,,
16630,28.1.1999,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy (F)",3.16,663,3,,,,,,
16775,28.1.1999,"k zásadám řešení náhrady mzdy, platu (ušlého výdělku) členům ZHMP (F)",3.17,666,3,,,,,,
16633,28.1.1999,"k návrhu na měsíční odměny neuvolněným členům ZHMP, vykonávajícím funkci předsedy komise (F)",3.18,659,3,,,,,,
16592,25.2.1999,k návrhu úprav Jednacího řádu Zastupitelstva hl.m. Prahy (F),4.1,718,4,,,,,,
16549,25.2.1999,k vyjádření Zastupitelstva hl. m. Prahy k předložené žádosti městské části Praha - Křeslice o (F),4.2,687,4,,,,,,
16522,25.2.1999,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy (F)",4.3,712,4,,,,,,
15863,25.2.1999,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hl.m. Prahy č. 76/1996 Sb. (F)",4.4,713,4,,,,,,
16049,25.2.1999,k návrhu úplatného převodu pozemků v k.ú. Chodov (F),4.5,711,4,,,,,,
16454,25.2.1999,k návrhu na revokaci usnesení ZHMP č.41/09 ze dne 10.9.1998 k návrhu zakoupení objektu v (F),4.6,708,4,,,,,,
16376,25.2.1999,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hl.m. Prahy č. 76/1996 (F)",4.7,719,4,,,,,,
16604,25.2.1999,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hl.m. Prahy č. 76/1996 (F)",4.8,720,4,,,,,,
16580,25.2.1999,k návrhu na prodej akciového podílu hl. m. Prahy ve společnosti Ústav silniční a městské (F),4.9,716,4,,,,,,
16578,25.2.1999,"k návrhu prodeje akciového podílu hl.m. Prahy ve společnosti Myslbek, a.s. (F)",4.10,717,4,,,,,,
16939,25.2.1999,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hl.m. Prahy č. 76/1996 Sb. (F)",4.11,700,4,,,,,,
16057,25.2.1999,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy č. (F)",4.12,697,4,,,,,,
15987,25.2.1999,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy č. (F)",4.13,692,4,,,,,,
16786,25.2.1999,k návrhu na úplatný převod vlastnictví pozemku parc. č. 2074/3 kat. území Holešovice (F),4.14,694,4,,,,,,
16334,25.2.1999,"k návrhu na úplatný převod objektu č.p. 45, ul. Krčská 17, Praha 4, včetně pozemků parc. č. 84 a (F)",4.15,691,4,,,,,,
16778,25.2.1999,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy (F)",4.16,699,4,,,,,,
16569,25.2.1999,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hl.m. Prahy č. 76/1996 Sb. (F)",4.17,698,4,,,,,,
15901,25.2.1999,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hl.m. Prahy č. 76/1996 Sb. (F)",4.18,676,4,,,,,,
16483,11.3.1999,z 1. mimořádného zasedání ZHMP k  Informaci o ztrátě kurzových rozdílů uveřejněných v (F),5.1,743,5,,,,,,
16553,11.3.1999,z 1. mimořádného zasedání ZHMP k  Návrhu na vyslovení nespokojenosti náměstkovi primátora (F),5.2,742,5,,,,,,
16874,11.3.1999,z 1. mimořádného zasedání ZHMP k  Návrhu rozpočtu vlastního hl. m. Prahy a vztahům k (F),5.3,725,5,,,,,,
16453,25.3.1999,k návrhu plánu činnosti Zastupitelstva hlavního města Prahy na I. pololetí 1999 (F),6.1,695/A,6,,,,,,
16432,25.3.1999,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hl.m. Prahy č. 76/1996 Sb. (F)",6.2,748,6,,,,,,
15900,25.3.1999,k návrhu na schválení převodu vlastnictví formou vzájemného darování pozemků v kat. území (F),6.3,747,6,,,,,,
16318,25.3.1999,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy (F)",6.4,745,6,,,,,,
16568,25.3.1999,k návrhu na úplatný převod vlastnictví pozemku parc.č. 2332/3 o výměře 818 m2 v kat. území (F),6.5,724,6,,,,,,
16682,25.3.1999,"k majetkoprávnímu vypořádání pozemku v k.ú. Dolní Chabry, ve vlastnictví fyzické osoby, (F)",6.6,706,6,,,,,,
16437,25.3.1999,k majetkoprávnímu vypořádání pozemků v k.ú. Dejvice a k.ú. Točná ve vlastnictví fyzických (F),6.7,705,6,,,,,,
16466,25.3.1999,analýza vedlejší hospodářské činnosti organizace SEZAM (F),6.8,744,6,,,,,,
16717,25.3.1999,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy (F)",6.9,746,6,,,,,,
16528,25.3.1999,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hl.m. Prahy č. 76/1996 Sb. (F)",6.10,737,6,,,,,,
16429,25.3.1999,k návrhu na schválení úplatného převodu pozemku parc.č. 1154/7 o výměře 155 m2 v kat. území (F),6.11,741,6,,,,,,
16777,25.3.1999,"k návrhu na schválení nemovitých věcí, které jsou nabývány do vlastnictví hl. m. Prahy za účelem (F)",6.12,739,6,,,,,,
16714,25.3.1999,"k návrhu na darování objektu čp. 98 včetně pozemku parc.č.  3130, k.ú. Smíchov (letohrádek (F)",6.13,738,6,,,,,,
16754,25.3.1999,k návrhu udělení grantů v oblasti kultury a umění v roce 1999 - 1.uzávěrka (F),6.14,733,6,,,,,,
16771,25.3.1999,návrh na udělení grantů v rámci Celoměstských programů podpory využití volného času dětí a (F),6.15,749,6,,,,,,
15884,25.3.1999,"k seznamu věcí, které hl.m. Praha nabyla přechodem podle  § 5 a § 6 zákona 172/1991 Sb. a (F)",6.16,735,6,,,,,,
16579,25.3.1999,"k majetkoprávnímu vypořádání pozemku v k.ú. Libeň ve vlastnictví fyzických osob, (F)",6.17,727,6,,,,,,
15996,25.3.1999,"k majetkoprávnímu vypořádání pozemků v k.ú. Ďáblice ve vlastnictví fyzické osoby, zastavěných (F)",6.18,726,6,,,,,,
16365,25.3.1999,"k návrhu na schválení nemovitých věcí, které jsou nabývány do vlastnictví hl. m. Prahy za (F)",6.19,714,6,,,,,,
16915,25.3.1999,"k návrhu na měsíční odměny neuvolněným členům ZHMP, vykonávajícím funkci předsedy komise (F)",6.20,734,6,,,,,,
16750,25.3.1999,"k návrhu na schválení úplatného převodu pozemků parc. č. 4400/129, 4400/130, 4400/132, (F)",6.21,709,6,,,,,,
16623,25.3.1999,k návrhu na schválení převodu vlastnictví pozemků v kat. území Nové Město formou vzájemného (F),6.22,707,6,,,,,,
15867,25.3.1999,"k majetkoprávnímu vypořádání pozemků v k.ú. Horní Měcholupy ve vlastnictví fyzických osob, (F)",6.23,704,6,,,,,,
16601,29.4.1999,k vyhlášce hlavního města Prahy o místním poplatku za užívání veřejného prostranství (F),7.1,785,7,,,,,,
16716,29.4.1999,"k problematice vstupu strategického partnera a navýšení základního jmění První městské banky, (F)",7.2,796,7,,,,,,
15986,29.4.1999,k návrhu prodeje bytových domů a jimi zastavěných pozemků dle  Zásad postupu při prodeji (F),7.3,728,7,,,,,,
15892,29.4.1999,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy (F)",7.4,768,7,,,,,,
16538,29.4.1999,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy (F)",7.5,769,7,,,,,,
16450,29.4.1999,k návrhu na udělení grantů v oblasti sociální péče a zdravotnictví v roce 1999 (F),7.6,792,7,,,,,,
16359,29.4.1999,k návrhu na financování protidrogových aktivit v roce 1999 (F),7.7,799,7,,,,,,
16344,29.4.1999,k návrhu na schválení úplatného převodu pozemku parc.č. 297/2 o výměře 976 m2 v k.ú. Jinonice (F),7.8,775,7,,,,,,
16398,29.4.1999,k návrhu na úplatný převod vlastnictví části pozemku č.parc.2342/70 o celkové výměře 56 m2 v (F),7.9,761,7,,,,,,
16733,29.4.1999,"k majetkoprávnímu vypořádání pozemků v k.ú. Hostivař a k.ú. Krč ve vlastnictví fyzických osob, (F)",7.10,773,7,,,,,,
17244,29.4.1999,"k majetkoprávnímu vypořádání pozemků v k.ú. Stodůlky ve vlastnictví fyzických osob, (F)",7.11,759,7,,,,,,
16077,29.4.1999,k návrhu na schválení úplatného převodu parc.č. 297/3 o výměře 973 m2 v k.ú. Jinonice pro (F),7.12,776,7,,,,,,
16397,29.4.1999,"k majetkoprávnímu vypořádání pozemků v k.ú. Řepy a k.ú. Radlice ve vlastnictví fyzických osob, (F)",7.13,774,7,,,,,,
16940,29.4.1999,"k majetkoprávnímu vypořádání pozemků v k.ú. Kobylisy, Stodůlky ve vlastnictví fyzických osob, (F)",7.14,779,7,,,,,,
16322,29.4.1999,K návrhu na poskytnutí finančního daru hl.m.Prahy - humanitární pomoc obětem válečného (F),7.15,798,7,,,,,,
16405,29.4.1999,k návrhu na bezúplatné nabytí nemovitých věcí - pozemků v k.ú. Žižkov - z majetku ČR - (F),7.16,760,7,,,,,,
16377,29.4.1999,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hl.m. Prahy č. 76/1996 Sb. (F)",7.17,772,7,,,,,,
16442,29.4.1999,"k návrhu  na schválení úplatného převodu vlastnictví  pozemků č. parc.  126/2, 126/3, 2460/2 a (F)",7.18,763,7,,,,,,
15940,29.4.1999,k návrhu na schválení úplatného převodu vlastnictví pozemku parc.č. 296/8 o výměře 839 m2 v (F),7.19,762,7,,,,,,
16061,29.4.1999,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hl.m. Prahy č. 76/1996 Sb. (F)",7.20,770,7,,,,,,
16780,29.4.1999,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hl.m. Prahy č. 76/1996 Sb. (F)",7.21,754,7,,,,,,
15876,29.4.1999,k návrhu na přidělení grantů pro oblast sportu a tělovýchovy v roce 1999 z kapitoly 0612 (F),7.22,778,7,,,,,,
15949,29.4.1999,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hl.m. Prahy č. 76/1996 Sb. (F)",7.23,771,7,,,,,,
16640,29.4.1999,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hl.m. Prahy č. 76/1996 Sb. (F)",7.24,782,7,,,,,,
16479,29.4.1999,k návrhu na schválení úplatného převodu vlastnictví k pozemku č. parc. 2922/76 kat. území (F),7.25,736,7,,,,,,
15877,29.4.1999,k návrhu na schválení úplatného převodu vlastnictví pozemku parc.č. 1580/5 o výměře 289 m2 v (F),7.26,740,7,,,,,,
16088,29.4.1999,"k návrhu na navýšení kupní ceny majetku, který byl nabyt do vlastnictví hl.m. Prahy za účelem (F)",7.27,757,7,,,,,,
16484,29.4.1999,k návrhu na revokaci usnesení ZHMP č. 02/06 z 17.12.1998 ve věci návrhu na schválení (F),7.28,758,7,,,,,,
16749,29.4.1999,k návrhu na záměr převodu pozemku č. parc. 4287 o výměře 3.375 m2 v katastrálním území (F),7.29,793,7,,,,,,
16772,29.4.1999,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hl.m. Prahy č. 76/1996 Sb. (F)",7.30,750,7,,,,,,
16783,29.4.1999,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy č. (F)",7.31,784,7,,,,,,
16325,29.4.1999,k návrhu na schválení úplatného převodu vlastnictví pozemku parc.č. 894 o výměře 148 m2 v kat. (F),7.32,794,7,,,,,,
15983,29.4.1999,"k majetkoprávnímu vypořádání pozemku v k.ú. Slivenec, ve vlastnictví fyzických osob, (F)",7.33,786,7,,,,,,
16491,29.4.1999,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy č. (F)",7.34,783,7,,,,,,
16670,29.4.1999,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hl.m. Prahy č. 76/1996 Sb. (F)",7.35,787,7,,,,,,
16433,29.4.1999,k návrhu na odpis nákladů vynaložených na nepoužitelnou projektovou dokumentaci staveb ve (F),7.36,802,7,,,,,,
16663,27.5.1999,ke Zprávě o plnění rozpočtu hl. m. Prahy a vyúčtování výsledků hospodaření hl. m. Prahy za rok (F),8.1,815,8,,,,,,
15953,27.5.1999,k návrhu na schválení souborů rozpočtů vlastního hl.m. Prahy a městských částí hl.m. Prahy na (F),8.2,821,8,,,,,,
16480,27.5.1999,Závěrečná zpráva o inventarizaci majetku a závazků za rok 1998 (F),8.3,814,8,,,,,,
16690,27.5.1999,"k prodeji akciového podílu hl. m. Prahy ve společnosti V.J. Rott, a.s. (F)",8.4,820,8,,,,,,
16638,27.5.1999,k návrhu na schválení úplatného převodu pozemků č. parc. 1019/2 a 1662/4 o celkové výměře (F),8.5,756,8,,,,,,
16635,27.5.1999,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hl.m. Prahy č. 76/1996 Sb. (F)",8.6,822,8,,,,,,
16080,27.5.1999,"k majetkoprávnímu vypořádání pozemků v k.ú. Hostivař, Dejvice, ve vlastnictví fyzických osob, (F)",8.7,805,8,,,,,,
16903,27.5.1999,k návrhu na převod pozemků parc. č. 2585/1 a 2584/273 kat. území Břevnov formou vzájemného (F),8.8,811,8,,,,,,
16647,27.5.1999,"k návrhu na úplatný převod vlastnictví pozemků parc.č. 931, 930/4 a 930/9 v kat. území Malešice (F)",8.9,817,8,,,,,,
15921,27.5.1999,k návrhu na revokaci usnesení ZHMP č. 05/03 ze dne 11. 3. 1999 (F),8.10,818,8,,,,,,
16704,27.5.1999,k návrhu na schválení úplatného převodu vlastnictví pozemku č. parc. 1727/6 kat. území Nusle (F),8.11,809,8,,,,,,
15999,27.5.1999,k návrhu na schválení úplatného převodu pozemku parc.č.4195/5 o výměře 18 m2 v kat. území (F),8.12,766,8,,,,,,
16762,27.5.1999,"k návrhu vyhlášky hlavního města Prahy, kterou se mění a doplňuje vyhláška hlavního města (F)",8.13,767,8,,,,,,
16718,27.5.1999,"k oznámení záměru MČ Praha - Kolovraty na prodej věcí z vlastnictví hl.m. Prahy, svěřených MČ (F)",8.14,810,8,,,,,,
16681,27.5.1999,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy (F)",8.15,824,8,,,,,,
16065,27.5.1999,"k návrhu na úplatný převod vlastnictví pozemků parc.č. 930/6 o výměře 76 m2, parc.č. 930/11 o (F)",8.16,800,8,,,,,,
16715,27.5.1999,k návrhu na udělení grantů v rámci Celoměstských programů podpory aktivit národnostních menšin (F),8.17,823,8,,,,,,
16766,27.5.1999,"k návrhu vyhlášky hlavního města Prahy, kterou se doplňuje vyhláška hlavního města Prahy (F)",8.18,825,8,,,,,,
15890,27.5.1999,k návrhu na schválení úplatného převodu vlastnictví části pozemku č. parc. 287/1 v kat. území (F),8.19,806,8,,,,,,
16363,27.5.1999,k návrhu na schválení bezúplatného převodu věci - HIM - prodloužení vodovodního řadu ve (F),8.20,826,8,,,,,,
16009,27.5.1999,k návrhu na zřízení Výboru dopravy ZHMP (F),8.21,832,8,,,,,,
17204,27.5.1999,k personálním změnám ve složení výborů ZHMP (F),8.22,837,8,,,,,,
16742,24.6.1999,k návrhu na úpravy rozpočtu hl.města Prahy v roce 1999 (F),9.1,877,9,,,,,,
16753,24.6.1999,k návrhu na financování vodohospodářských investic prostřednictvím půjčky od Evropské investiční (F),9.2,857,9,,,,,,
15984,24.6.1999,k návrhu strategických priorit a programů pro první etapu realizace strategické koncepce hl.m. (F),9.3,862,9,,,,,,
16388,24.6.1999,k návrhu investičních priorit města hrazených z výnosu II. emise obligací a očekávaného přebytku (F),9.4,858,9,,,,,,
16403,24.6.1999,"k návrhu na schválení úplatného převodu pozemků č. parc. 670/7, 670/8, 670/9, 670/10, 670/11, (F)",9.5,873,9,,,,,,
16449,24.6.1999,"k návrhu prodeje akciového podílu hl. m. Prahy ve společnosti Metrostav, a.s. (F)",9.6,869,9,,,,,,
16735,24.6.1999,k návrhu na schválení úplatného převodu vlastnictví k části pozemku č. parc. 3103/12 kat. území (F),9.7,777,9,,,,,,
16393,24.6.1999,k návrhu investiční strategie při správě obchodního portfolia cenných papírů hl. m. Prahy (F),,868,9,,,,,,
16743,24.6.1999,"úplatný převod objektu č.p. 433, Modřanská ul., Praha 4, včetně pozemků parc.č. 1926 a 1927/1 (F)",9.8,859,9,,,,,,
16658,24.6.1999,k návrhu na schválení úplatného převodu vlastnictví podílu 1/2 pozemku č. parc. 552/4 o výměře (F),9.9,849,9,,,,,,
16513,24.6.1999,k návrhu na schválení úplatného převodu vlastnictví k pozemku  č. parc. 524/2 kat. území (F),9.10,808,9,,,,,,
15932,24.6.1999,k návrhu na úplatný převod vlastnictví pozemku  parc.č. 2798/428 o výměře 514 m2 v kat. území (F),9.11,840,9,,,,,,
16008,24.6.1999,"k návrhu na schválení úplatného převodu vlastnictví pozemků č. parc. 402/2, 402/3 a 402/13 o (F)",9.12,833,9,,,,,,
17203,24.6.1999,k návrhu koncepce bytové politiky hlavního města Prahy pro rok 1999 a navazující období (F),,871,9,,,,,,
15887,24.6.1999,k novele  Zásad postupu při prodeji bytových domů ve vlastnictví hl. m. Prahy  se zapracovanými (F),9.14,854,9,,,,,,
17202,24.6.1999,k návrhu Statutu hlavního města Prahy v samostatné působnosti (F),9.15,867,9,,,,,,
16443,24.6.1999,k návrhu na schválení převodu movitého majetku ve vlastnictví hl.m. Prahy do vlastnictví ČR - (F),9.16,836,9,,,,,,
17243,24.6.1999,k návrhu na bezúplatné nabytí nemovitých věcí v k.ú. Všenory z majetku ČR- Okresního úřadu (F),9.17,853,9,,,,,,
16790,24.6.1999,"k návrhu vyhlášky hlavního města Prahy, kterou se zrušují některé vyhlášky Národního výboru (F)",9.18,841,9,,,,,,
16054,25.6.1999,k návrhu na bezúplatný převod nemovitostí v k.ú. Krč (majetek býv. Čs. rozhlasu) z vlastnictví (F),9.19,838,9,,,,,,
16760,25.6.1999,k návrhu na bezúplatný převod pozemku parc.č. 1954/10 v k.ú. Košíře ve vlastnictví ČR - (F),9.20,850,9,,,,,,
15931,25.6.1999,k návrhu na poskytnutí finančního daru z rezervy kapitoly 05 (F),9.21,881,9,,,,,,
16382,25.6.1999,"k návrhu na bezúplatný převod stavebního objektu  Kanalizační řad v ul. U letiště , Praha 6 - (F)",9.22,865,9,,,,,,
16698,25.6.1999,"k majetkoprávnímu vypořádání pozemků v k.ú. Letňany ve vlastnictví fyzických osob, zastavěných (F)",9.23,845,9,,,,,,
16637,25.6.1999,"k návrhu na bezúplatný převod pozemku parc.č. 3857/1, k.ú. Libeň ve vlastnictví ČR - (F)",9.24,851,9,,,,,,
16614,25.6.1999,návrh na udělení grantů v rámci Celoměstských programů podpory využití volného času dětí a (F),9.25,876/A,9,,,,,,
17257,25.6.1999,"k návrhu vyhlášky hlavního města Prahy, kterou se mění a doplňuje vyhláška hlavního města Prahy (F)",9.26,852A,9,,,,,,
16478,25.6.1999,"k návrhu vyhlášky hlavního města Prahy, kterou se mění a doplňuje vyhláška hlavního města Prahy (F)",9.27,846A,9,,,,,,
16734,25.6.1999,"Návrh vyhlášky hlavního města Prahy, kterou se mění vyhláška hlavního města Prahy č. 23/1998 (F)",9.28,835,9,,,,,,
16916,25.6.1999,k návrhu udělení grantů v oblasti kultury a umění v roce 1999 - 2.uzávěrka (F),9.29,866,9,,,,,,
16792,25.6.1999,"k návrhu na schválení nemovitých věcí, které jsou nabývány do vlastnictví hl. m. Prahy za účelem (F)",9.30,861,9,,,,,,
16348,25.6.1999,"k návrhu na schválení nemovitých věcí, které jsou nabývány do vlastnictví hl. m. Prahy za účelem (F)",9.31,860,9,,,,,,
16514,25.6.1999,k návrhu na financování oprav církevních objektů ve vlastnictví církví a náboženských společností (F),9.33,863,9,,,,,,
16436,25.6.1999,k oznámení záměru MČ Praha-Lipence na přijetí bezúročné půjčky ze Státního fondu životního (F),9.34,844,9,,,,,,
16938,25.6.1999,"k návrhu vyhlášky hlavního města Prahy, kterou se mění a doplňuje vyhláška hlavního města Prahy (F)",9.35,828A,9,,,,,,
16099,25.6.1999,k návrhu na schválení úplatného převodu lesních pozemků parc.č.892/1 a 893 o celkové výměře (F),9.36,829,9,,,,,,
