"group:id","option","vote_event:id","voter:id"
"ČSSD","PRO","45419","Adam Miroslav, MUDr."
"KDU-ČSL","PRO","45419","Adamus Petr, Ing."
"KSČM","PRO","45419","Brožová Eliška, Ing., CSc."
"Sdružení nez.","NEHLASOVAL","45419","Buček Petr, MUDr."
"ODS","ZDRŽEL SE","45419","Chlopčík Roman"
"Sdružení nez.","PROTI","45419","Chrostek Martin, MUDr."
"ČSSD","PROTI","45419","Chýlek Jaroslav, Ing."
"ČSSD","PRO","45419","Cvik Petr, Mgr."
"KSČM","PRO","45419","Dokoupil Miroslav, JUDr."
"Sdružení nez.","NEHLASOVAL","45419","Dudek Radim, MUDr."
"Sdružení nez.","ZDRŽEL SE","45419","Geryková Eva, MUDr."
"KDU-ČSL","PRO","45419","Hartmann Petr, Ing."
"KSČM","PROTI","45419","Holý Pavel"
"ČSSD","ZDRŽEL SE","45419","Horváth Vladimír"
"ODS","PROTI","45419","Hrabec Dalibor, Ing."
"ODS","PRO","45419","Janásek Jan"
"KSČM","PRO","45419","Janiga Ján, Mgr."
"Sdružení nez.","NEHLASOVAL","45419","Kajzar Jiří, Ing."
"ODS","NEHLASOVAL","45419","Káš Jan, Ing."
"KDU-ČSL","ZDRŽEL SE","45419","Kleinwächter Josef"
"ODS","NEHLASOVAL","45419","Knödlová Marie"
"ODS","PROTI","45419","Kocich Pavel, Ing."
"Sdružení nez.","NEHLASOVAL","45419","Kozák Petr, MUDr."
"ČSSD","PRO","45419","Muroň Jaroslav"
"ČSSD","PRO","45419","Nytrová Pavlína, Ing."
"KSČM","PRO","45419","Paršová Zlatuška"
"KSČM","PRO","45419","Pavlík Ivo, Ing."
"KSČM","ZDRŽEL SE","45419","Pospíšil Oldřich, Ing."
"ČSSD","PROTI","45419","Rafaj Petr, Ing."
"KSČM","PRO","45419","Recman Svatomír, RSDr., Ing."
"ČSSD","NEHLASOVAL","45419","Richtrová Eva, Ing."
"ČSSD","ZDRŽEL SE","45419","Roháč Jan, Ing., CSc."
"KSČM","PRO","45419","Šimík Mojmír, Ing."
"ČSSD","PRO","45419","Skotnica Petr"
"Sdružení nez.","PRO","45419","Šrubař Pavel, MUDr."
"ODS","PROTI","45419","Švejkovský Dalibor, Ing."
"ODS","ZDRŽEL SE","45419","Svoják Igor, Ing."
"KDU-ČSL","ZDRŽEL SE","45419","Vojvodík Josef, Mgr."
"KSČM","PRO","45419","Vrba Ivan, Mgr."
"ČSSD","PRO","45419","Zaoral Jiří"
"ČSSD","NEHLASOVAL","45420","Adam Miroslav, MUDr."
"KDU-ČSL","NEHLASOVAL","45420","Adamus Petr, Ing."
"KSČM","PRO","45420","Brožová Eliška, Ing., CSc."
"Sdružení nez.","NEHLASOVAL","45420","Buček Petr, MUDr."
"ODS","NEHLASOVAL","45420","Chlopčík Roman"
