vote_event_id,voter_id,option,group_id,
1001,2014-558486-1-902-3,yes,nk_party,
1001,2014-558486-1-902-1,yes,nk_party,
1001,2014-558486-1-902-4,absent,nk_party,
1001,2014-558486-1-902-2,absent,nk_party,
1001,2014-558486-1-903-5,yes,nk_party,
1001,2014-558486-1-903-1,yes,nk_party,
1001,2014-558486-1-901-1,yes,nk_party,
1001,2014-558486-1-901-5,yes,nk_party,
1001,2014-558486-1-901-2,yes,nk_party,
1002,2014-558486-1-902-3,yes,nk_party,
1002,2014-558486-1-902-1,yes,nk_party,
1002,2014-558486-1-902-4,absent,nk_party,
1002,2014-558486-1-902-2,absent,nk_party,
1002,2014-558486-1-903-5,yes,nk_party,
1002,2014-558486-1-903-1,yes,nk_party,
1002,2014-558486-1-901-1,yes,nk_party,
1002,2014-558486-1-901-5,yes,nk_party,
1002,2014-558486-1-901-2,yes,nk_party,
1003,2014-558486-1-902-3,yes,nk_party,
1003,2014-558486-1-902-1,yes,nk_party,
1003,2014-558486-1-902-4,absent,nk_party,
1003,2014-558486-1-902-2,absent,nk_party,
1003,2014-558486-1-903-5,yes,nk_party,
1003,2014-558486-1-903-1,yes,nk_party,
1003,2014-558486-1-901-1,yes,nk_party,
1003,2014-558486-1-901-5,yes,nk_party,
1003,2014-558486-1-901-2,yes,nk_party,
1004,2014-558486-1-902-3,yes,nk_party,
1004,2014-558486-1-902-1,yes,nk_party,
1004,2014-558486-1-902-4,absent,nk_party,
1004,2014-558486-1-902-2,absent,nk_party,
1004,2014-558486-1-903-5,yes,nk_party,
1004,2014-558486-1-903-1,yes,nk_party,
1004,2014-558486-1-901-1,yes,nk_party,
1004,2014-558486-1-901-5,yes,nk_party,
1004,2014-558486-1-901-2,yes,nk_party,
1005,2014-558486-1-902-3,yes,nk_party,
1005,2014-558486-1-902-1,yes,nk_party,
1005,2014-558486-1-902-4,absent,nk_party,
1005,2014-558486-1-902-2,absent,nk_party,
1005,2014-558486-1-903-5,yes,nk_party,
1005,2014-558486-1-903-1,yes,nk_party,
1005,2014-558486-1-901-1,yes,nk_party,
1005,2014-558486-1-901-5,yes,nk_party,
1005,2014-558486-1-901-2,yes,nk_party,
1006,2014-558486-1-902-3,yes,nk_party,
1006,2014-558486-1-902-1,abstain,nk_party,
1006,2014-558486-1-902-4,absent,nk_party,
1006,2014-558486-1-902-2,absent,nk_party,
1006,2014-558486-1-903-5,yes,nk_party,
1006,2014-558486-1-903-1,yes,nk_party,
1006,2014-558486-1-901-1,yes,nk_party,
1006,2014-558486-1-901-5,yes,nk_party,
1006,2014-558486-1-901-2,yes,nk_party,
1007,2014-558486-1-902-3,yes,nk_party,
1007,2014-558486-1-902-1,yes,nk_party,
1007,2014-558486-1-902-4,absent,nk_party,
1007,2014-558486-1-902-2,absent,nk_party,
1007,2014-558486-1-903-5,yes,nk_party,
1007,2014-558486-1-903-1,yes,nk_party,
1007,2014-558486-1-901-1,abstain,nk_party,
1007,2014-558486-1-901-5,yes,nk_party,
1007,2014-558486-1-901-2,yes,nk_party,
1008,2014-558486-1-902-3,yes,nk_party,
1008,2014-558486-1-902-1,yes,nk_party,
1008,2014-558486-1-902-4,absent,nk_party,
1008,2014-558486-1-902-2,absent,nk_party,
1008,2014-558486-1-903-5,yes,nk_party,
1008,2014-558486-1-903-1,yes,nk_party,
1008,2014-558486-1-901-1,yes,nk_party,
1008,2014-558486-1-901-5,yes,nk_party,
1008,2014-558486-1-901-2,yes,nk_party,
1009,2014-558486-1-902-3,yes,nk_party,
1009,2014-558486-1-902-1,yes,nk_party,
1009,2014-558486-1-902-4,absent,nk_party,
1009,2014-558486-1-902-2,absent,nk_party,
1009,2014-558486-1-903-5,yes,nk_party,
1009,2014-558486-1-903-1,yes,nk_party,
1009,2014-558486-1-901-1,yes,nk_party,
1009,2014-558486-1-901-5,yes,nk_party,
1009,2014-558486-1-901-2,yes,nk_party,
1010,2014-558486-1-902-3,yes,nk_party,
1010,2014-558486-1-902-1,yes,nk_party,
1010,2014-558486-1-902-4,absent,nk_party,
1010,2014-558486-1-902-2,absent,nk_party,
1010,2014-558486-1-903-5,yes,nk_party,
1010,2014-558486-1-903-1,yes,nk_party,
1010,2014-558486-1-901-1,yes,nk_party,
1010,2014-558486-1-901-5,yes,nk_party,
1010,2014-558486-1-901-2,yes,nk_party,
1011,2014-558486-1-902-3,yes,nk_party,
1011,2014-558486-1-902-1,yes,nk_party,
1011,2014-558486-1-902-4,absent,nk_party,
1011,2014-558486-1-902-2,absent,nk_party,
1011,2014-558486-1-903-5,yes,nk_party,
1011,2014-558486-1-903-1,yes,nk_party,
1011,2014-558486-1-901-1,yes,nk_party,
1011,2014-558486-1-901-5,yes,nk_party,
1011,2014-558486-1-901-2,yes,nk_party,
1012,2014-558486-1-902-3,yes,nk_party,
1012,2014-558486-1-902-1,yes,nk_party,
1012,2014-558486-1-902-4,absent,nk_party,
1012,2014-558486-1-902-2,absent,nk_party,
1012,2014-558486-1-903-5,yes,nk_party,
1012,2014-558486-1-903-1,yes,nk_party,
1012,2014-558486-1-901-1,yes,nk_party,
1012,2014-558486-1-901-5,yes,nk_party,
1012,2014-558486-1-901-2,yes,nk_party,
1013,2014-558486-1-902-3,yes,nk_party,
1013,2014-558486-1-902-1,yes,nk_party,
1013,2014-558486-1-902-4,absent,nk_party,
1013,2014-558486-1-902-2,absent,nk_party,
1013,2014-558486-1-903-5,yes,nk_party,
1013,2014-558486-1-903-1,yes,nk_party,
1013,2014-558486-1-901-1,yes,nk_party,
1013,2014-558486-1-901-5,yes,nk_party,
1013,2014-558486-1-901-2,yes,nk_party,
1014,2014-558486-1-902-3,yes,nk_party,
1014,2014-558486-1-902-1,yes,nk_party,
1014,2014-558486-1-902-4,absent,nk_party,
1014,2014-558486-1-902-2,absent,nk_party,
1014,2014-558486-1-903-5,yes,nk_party,
1014,2014-558486-1-903-1,yes,nk_party,
1014,2014-558486-1-901-1,yes,nk_party,
1014,2014-558486-1-901-5,yes,nk_party,
1014,2014-558486-1-901-2,yes,nk_party,
1015,2014-558486-1-902-3,yes,nk_party,
1015,2014-558486-1-902-1,yes,nk_party,
1015,2014-558486-1-902-4,absent,nk_party,
1015,2014-558486-1-902-2,absent,nk_party,
1015,2014-558486-1-903-5,yes,nk_party,
1015,2014-558486-1-903-1,yes,nk_party,
1015,2014-558486-1-901-1,yes,nk_party,
1015,2014-558486-1-901-5,yes,nk_party,
1015,2014-558486-1-901-2,yes,nk_party,
1016,2014-558486-1-902-3,yes,nk_party,
1016,2014-558486-1-902-1,yes,nk_party,
1016,2014-558486-1-902-4,absent,nk_party,
1016,2014-558486-1-902-2,absent,nk_party,
1016,2014-558486-1-903-5,yes,nk_party,
1016,2014-558486-1-903-1,yes,nk_party,
1016,2014-558486-1-901-1,yes,nk_party,
1016,2014-558486-1-901-5,yes,nk_party,
1016,2014-558486-1-901-2,yes,nk_party,
1017,2014-558486-1-902-3,yes,nk_party,
1017,2014-558486-1-902-1,yes,nk_party,
1017,2014-558486-1-902-4,absent,nk_party,
1017,2014-558486-1-902-2,absent,nk_party,
1017,2014-558486-1-903-5,yes,nk_party,
1017,2014-558486-1-903-1,yes,nk_party,
1017,2014-558486-1-901-1,yes,nk_party,
1017,2014-558486-1-901-5,yes,nk_party,
1017,2014-558486-1-901-2,yes,nk_party,
1018,2014-558486-1-902-3,yes,nk_party,
1018,2014-558486-1-902-1,yes,nk_party,
1018,2014-558486-1-902-4,absent,nk_party,
1018,2014-558486-1-902-2,absent,nk_party,
1018,2014-558486-1-903-5,yes,nk_party,
1018,2014-558486-1-903-1,yes,nk_party,
1018,2014-558486-1-901-1,abstain,nk_party,
1018,2014-558486-1-901-5,yes,nk_party,
1018,2014-558486-1-901-2,yes,nk_party,
1019,2014-558486-1-902-3,yes,nk_party,
1019,2014-558486-1-902-1,yes,nk_party,
1019,2014-558486-1-902-4,absent,nk_party,
1019,2014-558486-1-902-2,absent,nk_party,
1019,2014-558486-1-903-5,yes,nk_party,
1019,2014-558486-1-903-1,yes,nk_party,
1019,2014-558486-1-901-1,yes,nk_party,
1019,2014-558486-1-901-5,yes,nk_party,
1019,2014-558486-1-901-2,yes,nk_party,
1020,2014-558486-1-902-3,yes,nk_party,
1020,2014-558486-1-902-1,yes,nk_party,
1020,2014-558486-1-902-4,absent,nk_party,
1020,2014-558486-1-902-2,absent,nk_party,
1020,2014-558486-1-903-5,yes,nk_party,
1020,2014-558486-1-903-1,yes,nk_party,
1020,2014-558486-1-901-1,yes,nk_party,
1020,2014-558486-1-901-5,yes,nk_party,
1020,2014-558486-1-901-2,yes,nk_party,
1021,2014-558486-1-902-3,yes,nk_party,
1021,2014-558486-1-902-1,yes,nk_party,
1021,2014-558486-1-902-4,absent,nk_party,
1021,2014-558486-1-902-2,absent,nk_party,
1021,2014-558486-1-903-5,yes,nk_party,
1021,2014-558486-1-903-1,yes,nk_party,
1021,2014-558486-1-901-1,yes,nk_party,
1021,2014-558486-1-901-5,yes,nk_party,
1021,2014-558486-1-901-2,yes,nk_party,
1022,2014-558486-1-902-3,yes,nk_party,
1022,2014-558486-1-902-1,yes,nk_party,
1022,2014-558486-1-902-4,absent,nk_party,
1022,2014-558486-1-902-2,absent,nk_party,
1022,2014-558486-1-903-5,yes,nk_party,
1022,2014-558486-1-903-1,yes,nk_party,
1022,2014-558486-1-901-1,yes,nk_party,
1022,2014-558486-1-901-5,yes,nk_party,
1022,2014-558486-1-901-2,yes,nk_party,
1023,2014-558486-1-902-3,yes,nk_party,
1023,2014-558486-1-902-1,yes,nk_party,
1023,2014-558486-1-902-4,absent,nk_party,
1023,2014-558486-1-902-2,absent,nk_party,
1023,2014-558486-1-903-5,yes,nk_party,
1023,2014-558486-1-903-1,yes,nk_party,
1023,2014-558486-1-901-1,yes,nk_party,
1023,2014-558486-1-901-5,yes,nk_party,
1023,2014-558486-1-901-2,yes,nk_party,
1024,2014-558486-1-902-3,yes,nk_party,
1024,2014-558486-1-902-1,yes,nk_party,
1024,2014-558486-1-902-4,absent,nk_party,
1024,2014-558486-1-902-2,absent,nk_party,
1024,2014-558486-1-903-5,yes,nk_party,
1024,2014-558486-1-903-1,yes,nk_party,
1024,2014-558486-1-901-1,yes,nk_party,
1024,2014-558486-1-901-5,yes,nk_party,
1024,2014-558486-1-901-2,yes,nk_party,
2001,2014-558486-1-902-3,yes,nk_party,
2001,2014-558486-1-902-1,yes,nk_party,
2001,2014-558486-1-902-4,yes,nk_party,
2001,2014-558486-1-902-2,yes,nk_party,
2001,2014-558486-1-903-5,yes,nk_party,
2001,2014-558486-1-903-1,yes,nk_party,
2001,2014-558486-1-901-1,yes,nk_party,
2001,2014-558486-1-901-5,yes,nk_party,
2001,2014-558486-1-901-2,yes,nk_party,
2002,2014-558486-1-902-3,yes,nk_party,
2002,2014-558486-1-902-1,yes,nk_party,
2002,2014-558486-1-902-4,yes,nk_party,
2002,2014-558486-1-902-2,yes,nk_party,
2002,2014-558486-1-903-5,yes,nk_party,
2002,2014-558486-1-903-1,yes,nk_party,
2002,2014-558486-1-901-1,yes,nk_party,
2002,2014-558486-1-901-5,yes,nk_party,
2002,2014-558486-1-901-2,yes,nk_party,
2003,2014-558486-1-902-3,yes,nk_party,
2003,2014-558486-1-902-1,yes,nk_party,
2003,2014-558486-1-902-4,absent,nk_party,
2003,2014-558486-1-902-2,yes,nk_party,
2003,2014-558486-1-903-5,yes,nk_party,
2003,2014-558486-1-903-1,yes,nk_party,
2003,2014-558486-1-901-1,yes,nk_party,
2003,2014-558486-1-901-5,yes,nk_party,
2003,2014-558486-1-901-2,yes,nk_party,
2004,2014-558486-1-902-3,yes,nk_party,
2004,2014-558486-1-902-1,yes,nk_party,
2004,2014-558486-1-902-4,absent,nk_party,
2004,2014-558486-1-902-2,yes,nk_party,
2004,2014-558486-1-903-5,yes,nk_party,
2004,2014-558486-1-903-1,yes,nk_party,
2004,2014-558486-1-901-1,yes,nk_party,
2004,2014-558486-1-901-5,yes,nk_party,
2004,2014-558486-1-901-2,yes,nk_party,
2005,2014-558486-1-902-3,yes,nk_party,
2005,2014-558486-1-902-1,yes,nk_party,
2005,2014-558486-1-902-4,absent,nk_party,
2005,2014-558486-1-902-2,yes,nk_party,
2005,2014-558486-1-903-5,yes,nk_party,
2005,2014-558486-1-903-1,yes,nk_party,
2005,2014-558486-1-901-1,yes,nk_party,
2005,2014-558486-1-901-5,yes,nk_party,
2005,2014-558486-1-901-2,yes,nk_party,
2006,2014-558486-1-902-3,yes,nk_party,
2006,2014-558486-1-902-1,yes,nk_party,
2006,2014-558486-1-902-4,absent,nk_party,
2006,2014-558486-1-902-2,yes,nk_party,
