"group:id","option","vote_event:id","voter:id"
"NEZ","PRO","452104","Jurtíková Drahomíra, Mgr."
"Sdružení","PRO","452104","Kocich Pavel, Ing."
"Sdružení","PRO","452104","Konečná Martina, Ing."
"Sdružení","PRO","452104","Konůpka Petr, Ing."
"Sdružení","PRO","452104","Koval Libor"
"ČSSD","PRO","452104","Kožušníková Jarmila, Mgr."
"Sdružení","PRO","452104","Kučík Rafael, Ing."
"Sdružení","PRO","452104","Merta Miroslav"
"ČSSD","PRO","452104","Muroň Jaroslav"
"ČSSD","PRO","452104","Nytrová Pavlína, Ing."
"Sdružení","PRO","452104","Pavlas Ivan, Ing."
"ČSSD","PRO","452104","Pavlátová Štěpánka, Mgr."
"ČSSD","PRO","452104","Pobucký Michal, Bc. DiS."
"ČSSD","PRO","452104","Pobuda Vítězslav"
"KSČM","PRO","452104","Pospíšil Oldřich, Ing."
"Sdružení","PRO","452104","Přádka Miroslav, MUDr. Ing. PhD."
"ČSSD","PRO","452104","Rafaj Petr, Ing."
"KSČM","PRO","452104","Recman Svatomír, RSDr., Ing."
"ČSSD","PRO","452104","Richtrová Eva, Ing."
"Sdružení","PRO","452104","Roubal Vít, Ing."
"ČSSD","PRO","452104","Skotnica Petr"
"ČSSD","PRO","452104","Slezák Miroslav"
"NEZ","PRO","452104","Stolař Zdeněk, PhDr."
"Sdružení","PRO","452104","Švejkovský Dalibor, Ing."
"Sdružení","PRO","452104","Svoják Igor, Ing."
"Sdružení","PRO","452104","Urban Ondřej, MUDr."
"ČSSD","PRO","452104","Velčovský Jiří"
"Sdružení","PRO","452104","Vojvodík Josef, Mgr."
"KSČM","PRO","452104","Vrba Ivan, Mgr."
"ČSSD","PRO","452104","Zaoral Jiří"
"ČSSD","PRO","452105","Adam Miroslav, MUDr."
"ČSSD","PRO","452105","Chýlek Jaroslav, Ing."
"ČSSD","PRO","452105","Čudek Jiří, Ing."
"ČSSD","PRO","452105","Cvik Petr, Mgr."
"ČSSD","PRO","452105","Deutscher Karel"
"KSČM","PRO","452105","Dokoupil Miroslav, JUDr."
"Sdružení","PRO","452105","Hájek Michal"
