id,name,organization:party,organization:affiliation,organization:list,
2010-542041-1-902-7,Adamírová Jaroslava,nk_party,bezpp_affiliation,902_list,
2010-542041-1-7-9,Dundrová Dagmar JUDr.,cssd_party,bezpp_affiliation,7_list,
2010-542041-1-47-2,Egertová Jaroslava Mgr.,kscm_party,bezpp_affiliation,47_list,
2010-542041-1-47-1,Falbr Miroslav,kscm_party,kscm_affiliation,47_list,
2010-542041-1-901-3,Franěk Tomáš,nk_party,bezpp_affiliation,901_list,
2010-542041-1-53-3,Haifler Miloslav,ods_party,bezpp_affiliation,53_list,
2010-542041-1-902-1,Kejla Václav,nk_party,bezpp_affiliation,902_list,
2010-542041-1-721-2,Krabcová Jitka,top-09_party,bezpp_affiliation,721_list,
2010-542041-1-53-7,Kulhánek Rudolf,ods_party,bezpp_affiliation,53_list,
2010-542041-1-901-1,Mazancová Iva Mgr.,nk_party,bezpp_affiliation,901_list,
2010-542041-1-47-3,Roučová Petra,kscm_party,bezpp_affiliation,47_list,
2010-542041-1-901-6,Štrougal David Ing.,nk_party,bezpp_affiliation,901_list,
2010-542041-1-721-12,Tvrz Jiří,top-09_party,bezpp_affiliation,721_list,
2010-542041-1-721-3,Vaidiš Jan,top-09_party,bezpp_affiliation,721_list,
2010-542041-1-901-2,Vrátná Zuzana,nk_party,bezpp_affiliation,901_list,
