vote_event_id,voter_id,option,group_id,
1001,2014-532991-1-47-1,yes,kscm_party,
1001,2014-532991-1-903-1,yes,nk_party,
1001,2014-532991-1-902-2,yes,nk_party,
1001,2014-532991-1-902-3,yes,nk_party,
1001,2014-532991-1-904-1,yes,nk_party,
1001,2014-532991-1-906-5,no,nk_party,
1001,2014-532991-1-902-1,yes,nk_party,
1001,2014-532991-1-906-1,no,nk_party,
1001,2014-532991-1-902-7,yes,nk_party,
1002,2014-532991-1-47-1,yes,kscm_party,
1002,2014-532991-1-903-1,yes,nk_party,
1002,2014-532991-1-902-2,yes,nk_party,
1002,2014-532991-1-902-3,yes,nk_party,
1002,2014-532991-1-904-1,yes,nk_party,
1002,2014-532991-1-906-5,yes,nk_party,
1002,2014-532991-1-902-1,yes,nk_party,
1002,2014-532991-1-906-1,yes,nk_party,
1002,2014-532991-1-902-7,yes,nk_party,
1003,2014-532991-1-47-1,yes,kscm_party,
1003,2014-532991-1-903-1,yes,nk_party,
1003,2014-532991-1-902-2,yes,nk_party,
1003,2014-532991-1-902-3,yes,nk_party,
1003,2014-532991-1-904-1,yes,nk_party,
1003,2014-532991-1-906-5,yes,nk_party,
1003,2014-532991-1-902-1,yes,nk_party,
1003,2014-532991-1-906-1,yes,nk_party,
1003,2014-532991-1-902-7,yes,nk_party,
1004,2014-532991-1-47-1,yes,kscm_party,
1004,2014-532991-1-903-1,yes,nk_party,
1004,2014-532991-1-902-2,yes,nk_party,
1004,2014-532991-1-902-3,yes,nk_party,
1004,2014-532991-1-904-1,yes,nk_party,
1004,2014-532991-1-906-5,yes,nk_party,
1004,2014-532991-1-902-1,yes,nk_party,
1004,2014-532991-1-906-1,yes,nk_party,
1004,2014-532991-1-902-7,yes,nk_party,
1005,2014-532991-1-47-1,yes,kscm_party,
1005,2014-532991-1-903-1,yes,nk_party,
1005,2014-532991-1-902-2,yes,nk_party,
1005,2014-532991-1-902-3,yes,nk_party,
1005,2014-532991-1-904-1,yes,nk_party,
1005,2014-532991-1-906-5,yes,nk_party,
1005,2014-532991-1-902-1,yes,nk_party,
1005,2014-532991-1-906-1,yes,nk_party,
1005,2014-532991-1-902-7,yes,nk_party,
1006,2014-532991-1-47-1,yes,kscm_party,
1006,2014-532991-1-903-1,yes,nk_party,
1006,2014-532991-1-902-2,yes,nk_party,
1006,2014-532991-1-902-3,yes,nk_party,
1006,2014-532991-1-904-1,yes,nk_party,
1006,2014-532991-1-906-5,yes,nk_party,
1006,2014-532991-1-902-1,yes,nk_party,
1006,2014-532991-1-906-1,yes,nk_party,
1006,2014-532991-1-902-7,yes,nk_party,
1007,2014-532991-1-47-1,yes,kscm_party,
1007,2014-532991-1-903-1,yes,nk_party,
1007,2014-532991-1-902-2,yes,nk_party,
1007,2014-532991-1-902-3,yes,nk_party,
1007,2014-532991-1-904-1,yes,nk_party,
1007,2014-532991-1-906-5,yes,nk_party,
1007,2014-532991-1-902-1,yes,nk_party,
1007,2014-532991-1-906-1,yes,nk_party,
