id,name,organization:party,organization:affiliation,organization:list,
2014-555703-1-901-7,Doležalová Milena Mgr.,nk_party,bezpp_affiliation,901_list,
2014-555703-1-901-4,Javůrek Jan Bc.,nk_party,bezpp_affiliation,901_list,
2014-555703-1-901-5,Kolařík Karel,nk_party,bezpp_affiliation,901_list,
2014-555703-1-901-6,Kučera Miroslav,nk_party,bezpp_affiliation,901_list,
2014-555703-1-901-2,Kučerová Lydie Bc.,nk_party,bezpp_affiliation,901_list,
2014-555703-1-901-1,Moravcová Markéta Ing.,nk_party,bezpp_affiliation,901_list,
2014-555703-1-901-9,Musilová Kateřina,nk_party,bezpp_affiliation,901_list,
2014-555703-1-901-3,Škuthan Jan,nk_party,bezpp_affiliation,901_list,
2014-555703-1-901-8,Valnoha Čeněk,nk_party,bezpp_affiliation,901_list,
